study,arm,is_control,control_arm,metric,n,mean,sd,min,max,ci95_low,ci95_high
wordalign,WA-E,0,WA-B,delta_R1_concept_dominance_vs_control,3,-0.014155018405648903,0.005089665976164451,-0.01865262402105189,-0.008630035269402037,-0.026798449597251573,-0.0015115872140462339
wordalign,WA-E,0,WA-B,delta_R2_mean_alignment_margin_vs_control,3,0.0016970343427942676,0.0019948763917390327,-0.000276946903847497,0.0037121690935348964,-0.0032585133322050883,0.006652582017793624
wordalign,WA-E,0,WA-B,delta_R3_weak_language_tail_vs_control,3,-0.007048117214310386,0.010200812251407405,-0.018797375898593788,-0.0004504658352937896,-0.03238833961851632,0.018292105189895543
wordalign,WA-E,0,WA-B,delta_R4_within_concept_ratio_vs_control,3,-0.6731266402314047,0.03273442683115091,-0.693382020961413,-0.6353614325470793,-0.7544434643951985,-0.5918098160676108
wordalign,WA-E,0,WA-B,delta_R4_shared_concept_ratio_vs_control,3,-0.7226894571958239,0.03626200982624825,-0.7483637675284451,-0.6812069586322502,-0.8127692833090682,-0.6326096310825796
wordalign,WA-E,0,WA-B,delta_R4_effective_rank_ratio_vs_control,3,1.4822781455169194,0.16271574226015034,1.2944155431666733,1.5788824146897293,1.078069833873033,1.8864864571608058
wordalign,WA-E,0,WA-B,delta_lfs_vs_control,3,0.014155018405648886,0.005089665976164499,0.008630035269401981,0.018652624021051945,0.0015115872140460968,0.026798449597251674
wordalign,WA-E,0,WA-B,delta_effective_rank_vs_control,3,60.746009239079875,6.668338201283966,53.04711452585725,64.70499888313185,44.18093883856501,77.31107963959474
wordalign,WA-E,0,WA-B,delta_mexa_vs_control,3,0.067037037037037,0.005592469952052498,0.061111111111111,0.0722222222222223,0.053144571527312834,0.08092950254676118
wordalign,WA-E,0,WA-B,delta_aar10_vs_control,3,0.0001300819632079666,0.007732801232716964,-0.0079407872011264,0.0074733886867761,-0.019079261196453683,0.019339425122869614
wordalign,WA-E,0,WA-B,ppl_favorable_vs_control,3,-0.07984070656443808,0.017746561914396306,-0.0936298596581813,-0.05981849114001178,-0.12392561026990206,-0.03575580285897408
wordalign,WA-E,0,WA-B,delta_context_trained_vs_control,3,0.0010017041365306073,0.0036591964408875096,-0.0020493777592976,0.0050586267312368,-0.008088243736980642,0.010091652010041856
wordalign,WA-E,0,WA-B,delta_context_heldout_vs_control,3,0.0005015990469190669,0.004149954298621261,-0.0041799207528431,0.0037281636397044,-0.0098074589283264,0.010810657022164535
wordalign,WA-E,0,WA-B,R4_within_concept_ratio,3,0.33834716314637325,0.028740183120390412,0.3187054139077475,0.3713337320339092,0.26695259041440117,0.40974173587834534
wordalign,WA-E,0,WA-B,R4_shared_concept_ratio,3,0.29059607094708334,0.03175411140635093,0.2698989715853093,0.327156185818046,0.2117144852994457,0.369477656594721
wordalign,WA-E,0,WA-B,R4_effective_rank_ratio,3,2.4203889729762293,0.1604316374964427,2.2351671552611903,2.5158228220638392,2.0218546921134575,2.818923253839001
wordalign,WA-F,0,WA-B,delta_R1_concept_dominance_vs_control,3,-0.03282267724592127,0.008240741889770357,-0.039439530726394,-0.023592024200714545,-0.0532938149471005,-0.012351539544742045
wordalign,WA-F,0,WA-B,delta_R2_mean_alignment_margin_vs_control,3,0.006117408370397867,0.005178992619348723,0.0012121890227246995,0.01153246330359,-0.006747922504202918,0.018982739244998652
wordalign,WA-F,0,WA-B,delta_R3_weak_language_tail_vs_control,3,-0.010904578688813532,0.016568553433890347,-0.027236196024996107,0.005891158674235508,-0.05206314710309097,0.030253989725463906
wordalign,WA-F,0,WA-B,delta_R4_within_concept_ratio_vs_control,3,-0.9278456060813459,0.003484371029082464,-0.9317962633133264,-0.9252106775526366,-0.9365012635564199,-0.9191899486062719
wordalign,WA-F,0,WA-B,delta_R4_shared_concept_ratio_vs_control,3,-0.9563991318020327,0.002662179463148847,-0.9594662051815441,-0.9546867232097014,-0.9630123522018881,-0.9497859114021774
wordalign,WA-F,0,WA-B,delta_R4_effective_rank_ratio_vs_control,3,4.693720409110117,0.16088486619598788,4.522152161988861,4.841206984856258,4.294060245742758,5.093380572477477
wordalign,WA-F,0,WA-B,delta_lfs_vs_control,3,0.03282267724592125,0.008240741889770403,0.02359202420071449,0.039439530726394056,0.01235153954474191,0.05329381494710059
wordalign,WA-F,0,WA-B,delta_effective_rank_vs_control,3,192.35578976847728,6.593306119993683,185.32466247547785,198.40001360056442,175.97710939068673,208.73447014626782
wordalign,WA-F,0,WA-B,delta_mexa_vs_control,3,0.0944444444444444,0.002222222222222195,0.0922222222222222,0.0966666666666666,0.08892413841833262,0.09996475047055618
wordalign,WA-F,0,WA-B,delta_aar10_vs_control,3,0.0107728896869553,0.004410602332675856,0.0065279342234134,0.0153323076665401,-0.00018365389917876854,0.02172943327308937
wordalign,WA-F,0,WA-B,ppl_favorable_vs_control,3,-0.16265447279910275,0.03651567962170638,-0.20473726807598536,-0.13933851707213213,-0.2533644496175766,-0.07194449598062891
wordalign,WA-F,0,WA-B,delta_context_trained_vs_control,3,-0.005860326290130567,0.0011484429124735936,-0.00699405392011,-0.0046977130572001,-0.008713216638798604,-0.0030074359414625296
wordalign,WA-F,0,WA-B,delta_context_heldout_vs_control,3,-0.006141353978051101,0.017575309765562284,-0.0166083029905955,0.0141494691371916,-0.04980084376237823,0.037518135806276026
wordalign,WA-F,0,WA-B,R4_within_concept_ratio,3,0.08362819729643206,0.005889253537474002,0.080165287202914,0.0904281331305482,0.06899848048993386,0.09825791410293026
wordalign,WA-F,0,WA-B,R4_shared_concept_ratio,3,0.0568863963408744,0.005483742083484253,0.0536764212405949,0.0632182720989016,0.04326402582977884,0.07050876685196995
wordalign,WA-F,0,WA-B,R4_effective_rank_ratio,3,5.631831236569426,0.1660688709761375,5.4534466889027895,5.781958596950775,5.219293291429803,6.044369181709049
wordalign,WA-G,0,WA-B,delta_R1_concept_dominance_vs_control,3,0.0009498641078660534,0.0004652764496083482,0.00043635642708078626,0.0013434191576504606,-0.00020594666699534647,0.0021056748827274533
wordalign,WA-G,0,WA-B,delta_R2_mean_alignment_margin_vs_control,3,-0.007708309825219401,0.013420390282502297,-0.0231965932348051,0.0004736481686107019,-0.041046407432391026,0.025629787781952223
wordalign,WA-G,0,WA-B,delta_R3_weak_language_tail_vs_control,3,-0.02901925015953662,0.05129223552581622,-0.08824520909680758,0.0009220069451391089,-0.15643622674919672,0.09839772643012347
wordalign,WA-G,0,WA-B,delta_R4_within_concept_ratio_vs_control,3,-0.0007556486706824886,0.004252633956655292,-0.0052475205879969344,0.003208487095368806,-0.011319777056679917,0.009808479715314941
wordalign,WA-G,0,WA-B,delta_R4_shared_concept_ratio_vs_control,3,-0.001442918297757408,0.004908188808415831,-0.0068464289046226146,0.0027393342938117904,-0.01363553521313409,0.010749698617619272
wordalign,WA-G,0,WA-B,delta_R4_effective_rank_ratio_vs_control,3,-0.0065617627152927405,0.01081925323025367,-0.01426313080645536,0.0058078964801332456,-0.033438277677542455,0.020314752246956978
wordalign,WA-G,0,WA-B,delta_lfs_vs_control,3,-0.0009498641078660534,0.00046527644960838593,-0.0013434191576504606,-0.00043635642708073075,-0.002105674882727547,0.00020594666699544036
wordalign,WA-G,0,WA-B,delta_effective_rank_vs_control,3,-0.26891100009359076,0.443389426385772,-0.5845247589783327,0.23801641703266796,-1.3703513951698338,0.8325293949826522
wordalign,WA-G,0,WA-B,delta_mexa_vs_control,3,-0.00037037037037033316,0.00320750149549786,-0.0022222222222222,0.0033333333333333,-0.00833824579583215,0.007597505055091483
wordalign,WA-G,0,WA-B,delta_aar10_vs_control,3,-0.008635495271947681,0.015643099813557423,-0.0266939712067445,0.0007475179930527,-0.047495109447480234,0.030224118903584875
wordalign,WA-G,0,WA-B,ppl_favorable_vs_control,3,-0.007478472190193407,0.013525094988966884,-0.022568968588066132,0.003550435479747524,-0.041076670707291464,0.02611972632690465
wordalign,WA-G,0,WA-B,delta_context_trained_vs_control,3,0.0020758741431765666,0.0017096650243648,0.0008827459812164,0.0040345279375711,-0.0021711692183085806,0.006322917504661714
wordalign,WA-G,0,WA-B,delta_context_heldout_vs_control,3,0.002857235934999234,0.0030730700370813877,-6.900787353519844e-05,0.0060586277643839,-0.004776693234964626,0.010491165104963094
wordalign,WA-G,0,WA-B,R4_within_concept_ratio,3,1.0107181547070954,0.004423401792709572,1.0064672520615692,1.0152959219645292,0.9997298154996015,1.0217064939145892
wordalign,WA-G,0,WA-B,R4_shared_concept_ratio,3,1.0118426098451498,0.003931647388569407,1.008141484167835,1.0159700351584826,1.0020758562979,1.0216093633923997
wordalign,WA-G,0,WA-B,R4_effective_rank_ratio,3,0.9315490647440171,0.004867350839023121,0.9280232125630282,0.937102423394062,0.9194578949684802,0.943640234519554
