study,arm,is_control,control_arm,metric,n,mean,sd,min,max,ci95_low,ci95_high
guard_sweep,G_tail,0,B,delta_R2_mean_alignment_margin_vs_control,3,-0.04499877238045857,0.001642214841360642,-0.0468758198597109,-0.0438270338135604,-0.04907826019867862,-0.04091928456223851
guard_sweep,G_tail,0,B,delta_R3_weak_language_tail_vs_control,3,-0.24844098522479582,0.008446471077509475,-0.25691695304838624,-0.2400243232022461,-0.26942318255964554,-0.22745878788994608
guard_sweep,G_tail,0,B,delta_R4_within_concept_ratio_vs_control,3,0.060777789810465145,0.02229231862379212,0.03900307770768374,0.08355396011119998,0.005400600434748923,0.11615497918618137
guard_sweep,G_tail,0,B,delta_R4_shared_concept_ratio_vs_control,3,0.05637584666930995,0.019193268307697787,0.03648986794443476,0.07479187774925578,0.008697125054415437,0.10405456828420445
guard_sweep,G_tail,0,B,delta_R4_effective_rank_ratio_vs_control,3,1.7125265012930797,0.11580322610023168,1.5803483464577566,1.7961395255683523,1.424855340195144,2.0001976623910154
guard_sweep,G_tail,0,B,delta_lfs_vs_control,3,-0.34677881606861033,0.007576037802297293,-0.354737391012131,-0.33965434777007525,-0.36559873727894315,-0.3279588948582775
guard_sweep,G_tail,0,B,delta_effective_rank_vs_control,3,70.18193649036101,4.745792052507614,64.76507499299947,73.6085251913378,58.39273548060184,81.97113750012018
guard_sweep,G_tail,0,B,delta_mexa_vs_control,3,-0.0177777777777778,0.0069388866648870395,-0.0233333333333333,-0.0100000000000001,-0.035014927819585165,-0.0005406277359704288
guard_sweep,G_tail,0,B,delta_aar10_vs_control,3,-0.15622546296152803,0.006881049745465558,-0.1631472023824851,-0.1493858378380537,-0.17331893813066904,-0.13913198779238703
guard_sweep,G_tail,0,B,ppl_favorable_vs_control,3,-0.0380886345998031,0.02702546914422902,-0.06321108341028668,-0.00949547622547483,-0.10522362167872734,0.029046352479121136
guard_sweep,G_tail,0,B,delta_context_trained_vs_control,3,-0.0322192380163404,0.01347429515276976,-0.047018567919731,-0.0206612674395243,-0.06569124274459043,0.0012527667119096308
guard_sweep,G_tail,0,B,delta_context_heldout_vs_control,3,-0.023507183525297303,0.023943943513141358,-0.048375570376714,-0.0006094853083291,-0.08298723657431144,0.035972869523716824
guard_sweep,G_tail,0,B,R4_within_concept_ratio,3,1.0218262788547685,0.026601112519624708,0.9919850318169682,1.04305120001127,0.955745452070255,1.0879071056392822
guard_sweep,G_tail,0,B,R4_shared_concept_ratio,3,1.0148766769040645,0.025990628394642393,0.9850170585244368,1.0324170716633698,0.9503123767568443,1.0794409770512845
guard_sweep,G_tail,0,B,R4_effective_rank_ratio,3,2.720498440453943,0.12132438400168613,2.583788339746996,2.815355706316896,2.4191119628004762,3.02188491810741
original,A,0,B,delta_R1_concept_dominance_vs_control,3,0.012752376904914006,0.0029151505088783674,0.01016592123618959,0.015911291689090223,0.005510741590381088,0.019994012219446924
original,A,0,B,delta_R2_mean_alignment_margin_vs_control,3,0.0073602711438266995,0.00225823789430094,0.004833989175539399,0.0091829324133815,0.0017504972284900795,0.01297004505916332
original,A,0,B,delta_R3_weak_language_tail_vs_control,3,0.025746746522049262,0.008100413091313234,0.018665711791317596,0.034579796608763896,0.005624204881161988,0.04586928816293653
original,A,0,B,delta_R4_within_concept_ratio_vs_control,3,0.038951510955696676,0.008943632661298289,0.02933372687644442,0.047018045890715565,0.01673429578172363,0.061168726129669726
original,A,0,B,delta_R4_shared_concept_ratio_vs_control,3,0.04149916976524537,0.0104390376979663,0.030649893789852167,0.05147280941999799,0.015567162545343936,0.0674311769851468
original,A,0,B,delta_R4_effective_rank_ratio_vs_control,3,-0.007971939160863398,0.009798632967032523,-0.019216180748543588,-0.0012596434448071125,-0.032313092837868915,0.016369214516142122
original,A,0,B,delta_lfs_vs_control,3,-0.012752376904914042,0.002915150508878337,-0.015911291689090223,-0.010165921236189646,-0.019994012219446883,-0.0055107415903812
original,A,0,B,delta_effective_rank_vs_control,3,-0.326702172182614,0.40156285818956744,-0.7875082667995343,-0.05162210113374499,-1.3242396118495683,0.6708352674843404
original,A,0,B,delta_mexa_vs_control,3,0.027037037037036932,0.008981004187394233,0.0188888888888887,0.0366666666666666,0.004726985845743287,0.049347088228330574
original,A,0,B,delta_aar10_vs_control,3,0.004965085536241486,0.0052879967443442265,1.9616136948258367e-05,0.0105393777290979,-0.008171026595996975,0.018101197668479948
original,A,0,B,ppl_favorable_vs_control,3,0.3922499082537403,0.033168169350222966,0.36707243529949785,0.4298326159994267,0.30985560794113,0.4746442085663506
original,A,0,B,delta_context_trained_vs_control,3,-0.0004130531240392338,0.01915420472050572,-0.0224387288093566,0.0123421298133002,-0.04799473540883368,0.04716862916075521
original,A,0,B,delta_context_heldout_vs_control,3,0.009188526206546399,0.015413264908242031,-0.0013530678219264,0.0268780522876316,-0.029100146413215622,0.04747719882630842
original,A,0,B,R4_within_concept_ratio,3,1.0,0.0,1.0,1.0,1.0,1.0
original,A,0,B,R4_shared_concept_ratio,3,1.0,0.0,1.0,1.0,1.0,1.0
original,A,0,B,R4_effective_rank_ratio,3,1.0,0.0,1.0,1.0,1.0,1.0
original,B,1,B,delta_R1_concept_dominance_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
original,B,1,B,delta_R2_mean_alignment_margin_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
original,B,1,B,delta_R3_weak_language_tail_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
original,B,1,B,delta_R4_within_concept_ratio_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
original,B,1,B,delta_R4_shared_concept_ratio_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
original,B,1,B,delta_R4_effective_rank_ratio_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
original,B,1,B,delta_lfs_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
original,B,1,B,delta_effective_rank_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
original,B,1,B,delta_mexa_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
original,B,1,B,delta_aar10_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
original,B,1,B,ppl_favorable_vs_control,3,0.0,0.0,-0.0,-0.0,0.0,0.0
original,B,1,B,delta_context_trained_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
original,B,1,B,delta_context_heldout_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
original,B,1,B,R4_within_concept_ratio,3,0.9610484890443033,0.00894363266129829,0.9529819541092844,0.9706662731235556,0.9388312738703303,0.9832657042182763
original,B,1,B,R4_shared_concept_ratio,3,0.9585008302347546,0.0104390376979663,0.948527190580002,0.9693501062101478,0.9325688230148532,0.984432837454656
original,B,1,B,R4_effective_rank_ratio,3,1.0079719391608633,0.009798632967032523,1.0012596434448071,1.0192161807485436,0.9836307854838577,1.0323130928378688
original,C,0,B,delta_R1_concept_dominance_vs_control,3,0.06396882154142446,0.0028103097606437424,0.061895642273462115,0.06716742106042878,0.05698762508330929,0.07095001799953962
original,C,0,B,delta_R2_mean_alignment_margin_vs_control,3,-0.016087286576054502,0.003441742814316152,-0.020055932681212904,-0.013921360470348004,-0.02463704969524297,-0.007537523456866035
original,C,0,B,delta_R3_weak_language_tail_vs_control,3,-0.06230786330807913,0.01294246415739055,-0.07539016334777038,-0.04950992116135572,-0.09445872660442996,-0.030157000011728302
original,C,0,B,delta_R4_within_concept_ratio_vs_control,3,0.0042493196218756175,0.02289526631597378,-0.022174171745363958,0.018197643647170803,-0.0526256748542019,0.06112431409795313
original,C,0,B,delta_R4_shared_concept_ratio_vs_control,3,-0.025616775758412185,0.030652712326016494,-0.059596107751185845,-4.5587698010440825e-05,-0.10176233441490394,0.05052878289807956
original,C,0,B,delta_R4_effective_rank_ratio_vs_control,3,0.08120766125277619,0.008151713129953548,0.07229762005614648,0.08829114173452624,0.06095768325128827,0.10145763925426411
original,C,0,B,delta_lfs_vs_control,3,-0.06396882154142447,0.0028103097606437736,-0.06716742106042883,-0.061895642273462115,-0.0709500179995397,-0.05698762508330923
original,C,0,B,delta_effective_rank_vs_control,3,3.328013271776937,0.3340695824222724,2.9628662536629307,3.618305058167124,2.498138423733085,4.157888119820789
original,C,0,B,delta_mexa_vs_control,3,0.012592592592592567,0.01912703901285235,-0.001111111111111,0.0344444444444444,-0.03492160633335376,0.06010679151853889
original,C,0,B,delta_aar10_vs_control,3,-0.042448254509104576,0.004800688992744001,-0.0465670845781763,-0.037175890058279,-0.054373827078364655,-0.030522681939844497
original,C,0,B,ppl_favorable_vs_control,3,-0.030098571170329814,0.007049883351313065,-0.03625874467238415,-0.022409791319782803,-0.0476114522667674,-0.012585690073892226
original,C,0,B,delta_context_trained_vs_control,3,-0.005272519146954534,0.007304266872968231,-0.0099183758099873,0.0031466643015543,-0.023417323942783574,0.012872285648874503
original,C,0,B,delta_context_heldout_vs_control,3,-0.010827962115958835,0.005543120851173796,-0.0171035793092515,-0.0065998964839512,-0.024597837663149248,0.002941913431231581
original,C,0,B,R4_within_concept_ratio,3,0.965297808666179,0.0147709043247576,0.9484921013781916,0.97622172686389,0.9286048481963926,1.0019907691359653
original,C,0,B,R4_shared_concept_ratio,3,0.9328840544763425,0.020433081981856237,0.909753998458962,0.9484816028819916,0.8821254649579272,0.9836426439947578
original,C,0,B,R4_effective_rank_ratio,3,1.0891796004136396,0.017135955119486096,1.0735572635009536,1.1075073224830698,1.046611528074463,1.1317476727528162
original,D,0,B,delta_R1_concept_dominance_vs_control,3,0.36776109802310236,0.0012144015950878101,0.3668187496574662,0.3691315807750384,0.364744357223535,0.37077783882266974
original,D,0,B,delta_R2_mean_alignment_margin_vs_control,3,-0.0171064482447534,0.0028328238486456515,-0.020285812787821003,-0.014850716587536401,-0.024143572797919774,-0.010069323691587029
original,D,0,B,delta_R3_weak_language_tail_vs_control,3,-0.21329743953705593,0.01588086006768473,-0.2306073274132734,-0.19940059205405358,-0.25274768292622146,-0.1738471961478904
original,D,0,B,delta_R4_within_concept_ratio_vs_control,3,-0.6210523355772748,0.03684401835713587,-0.6633106719754438,-0.5956621296706179,-0.7125779510306575,-0.5295267201238921
original,D,0,B,delta_R4_shared_concept_ratio_vs_control,3,-0.6559456606291766,0.04069197600525432,-0.7022913113016873,-0.6260722824039129,-0.7570301327894684,-0.5548611884688848
original,D,0,B,delta_R4_effective_rank_ratio_vs_control,3,4.091175981809804,0.23957122801478986,3.8977997860016824,4.359178435398374,3.4960480596479275,4.68630390397168
original,D,0,B,delta_lfs_vs_control,3,-0.3677610980231025,0.0012144015950878394,-0.3691315807750385,-0.3668187496574663,-0.3707778388226699,-0.36474435722353504
original,D,0,B,delta_effective_rank_vs_control,3,167.66260417544774,9.817992712379233,159.737754029943,178.6457516845881,143.27335822493657,192.0518501259589
original,D,0,B,delta_mexa_vs_control,3,0.08259259259259248,0.0032075014954978894,0.0788888888888888,0.0844444444444444,0.0746247171671306,0.09056046801805437
original,D,0,B,delta_aar10_vs_control,3,-0.08482983016357237,0.011084621967020406,-0.0975495693661893,-0.0772350435145199,-0.11236555761234389,-0.05729410271480086
original,D,0,B,ppl_favorable_vs_control,3,-0.0730553509364521,0.02277044558634869,-0.09759773644372127,-0.05261429420535103,-0.12962027353085975,-0.016490428342044464
original,D,0,B,delta_context_trained_vs_control,3,0.005174168392464001,0.014852083057576054,-0.0060221831003824,0.0220224844084845,-0.031720451228908826,0.04206878801383682
original,D,0,B,delta_context_heldout_vs_control,3,0.005443592866261834,0.007838273748105529,-0.0028931803173488,0.0126635683907403,-0.014027758546429719,0.024914944278953386
original,D,0,B,R4_within_concept_ratio,3,0.33999615346702855,0.028285350323304558,0.3073556011481118,0.3573198244386665,0.2697314480388383,0.4102608588952188
original,D,0,B,R4_shared_concept_ratio,3,0.30255516960557804,0.030815963965764685,0.2670587949084605,0.3224549081760891,0.22600407139428275,0.37910626781687334
original,D,0,B,R4_effective_rank_ratio,3,5.099147920970666,0.23606933210482245,4.901239779290922,5.360438078843181,4.512719190501364,5.685576651439969
original,E,0,B,delta_R1_concept_dominance_vs_control,3,0.3542136638029217,0.00469058805431488,0.34880872161745285,0.3572187340927564,0.3425615971269125,0.3658657304789309
original,E,0,B,delta_R2_mean_alignment_margin_vs_control,3,-0.04204199975947707,0.0033279676564700383,-0.0444384346877241,-0.0382422071093328,-0.05030912971839965,-0.03377486980055448
original,E,0,B,delta_R3_weak_language_tail_vs_control,3,-0.25448847446712325,0.008600497557967123,-0.2599559340766195,-0.2445750007735937,-0.275853294790686,-0.2331236541435605
original,E,0,B,delta_R4_within_concept_ratio_vs_control,3,-0.08432163527655408,0.011801505414745448,-0.09790921734294245,-0.07662854437894473,-0.11363819993274896,-0.05500507062035919
original,E,0,B,delta_R4_shared_concept_ratio_vs_control,3,-0.0900686827006908,0.014169534789737034,-0.10526775234460184,-0.07722348990025207,-0.12526775842983484,-0.05486960697154675
original,E,0,B,delta_R4_effective_rank_ratio_vs_control,3,2.0782731828579184,0.06717389635892168,2.0010765447049907,2.123416854900695,1.9114039736675128,2.245142392048324
original,E,0,B,delta_lfs_vs_control,3,-0.3542136638029217,0.00469058805431488,-0.3572187340927564,-0.34880872161745285,-0.3658657304789309,-0.3425615971269125
original,E,0,B,delta_effective_rank_vs_control,3,85.1707908863438,2.752888276188571,82.00715543192757,87.02084711721415,78.33223730322841,92.00934446945918
original,E,0,B,delta_mexa_vs_control,3,0.00037037037037033316,0.00641500299099572,-0.0033333333333333,0.0077777777777776,-0.015565380480553299,0.016306121221293966
original,E,0,B,delta_aar10_vs_control,3,-0.14732644675920403,0.014760707772733597,-0.1642248642941316,-0.1369508144756158,-0.18399407758957778,-0.11065881592883028
original,E,0,B,ppl_favorable_vs_control,3,-0.059338971919568384,0.017508694334224122,-0.07105491146205763,-0.03921191150571991,-0.10283297979872386,-0.015844964040412905
original,E,0,B,delta_context_trained_vs_control,3,-0.0025692599791067336,0.007063238025643885,-0.0073817080921596,0.0055395589934454,-0.020115315925677654,0.014976795967464186
original,E,0,B,delta_context_heldout_vs_control,3,-0.0015895366668699665,0.010384579976831404,-0.010150803460015,0.0099621375401816,-0.02738626340800423,0.024207190074264293
original,E,0,B,R4_within_concept_ratio,3,0.8767268537677492,0.004169083100126816,0.8727570557806131,0.8810700957922949,0.8663702772153031,0.8870834303201952
original,E,0,B,R4_shared_concept_ratio,3,0.8684321475340638,0.0038309083433645027,0.864082353865546,0.8713037006797499,0.8589156436480531,0.8779486514200746
original,E,0,B,R4_effective_rank_ratio,3,3.086245122018782,0.07246139601979869,3.0045165379942302,3.1426330356492387,2.906241035519925,3.2662492085176393
original,F,0,B,delta_R1_concept_dominance_vs_control,3,0.40383662635879886,0.0077447931746481595,0.39490503896743206,0.40869213959576867,0.3845974935639488,0.4230757591536489
original,F,0,B,delta_R2_mean_alignment_margin_vs_control,3,-0.043929924326364,0.001825095229227324,-0.045921513555216,-0.0423373451164692,-0.04846371221282321,-0.03939613643990479
original,F,0,B,delta_R3_weak_language_tail_vs_control,3,-0.3197415443227767,0.01718803790896337,-0.3338033614942796,-0.30058101824361755,-0.3624389974834269,-0.27704409116212647
original,F,0,B,delta_R4_within_concept_ratio_vs_control,3,0.04445511106771679,0.006118712158794029,0.03905759319700042,0.05110212773385281,0.029255387446711266,0.05965483468872231
original,F,0,B,delta_R4_shared_concept_ratio_vs_control,3,0.028662342883953123,0.02070928220062906,0.011885255269417305,0.051807965251896015,-0.022782366013909396,0.08010705178181564
original,F,0,B,delta_R4_effective_rank_ratio_vs_control,3,2.0055208500573274,0.14505728753985855,1.8518934449461275,2.1401323204549527,1.6451785717153535,2.3658631283993015
original,F,0,B,delta_lfs_vs_control,3,-0.40383662635879886,0.0077447931746481595,-0.40869213959576867,-0.39490503896743206,-0.4230757591536489,-0.3845974935639488
original,F,0,B,delta_effective_rank_vs_control,3,82.18928981393331,5.944667912525393,75.89340546963146,87.70587227802181,67.42191606859687,96.95666355926976
original,F,0,B,delta_mexa_vs_control,3,0.0588888888888888,0.006666666666666703,0.0522222222222221,0.0655555555555555,0.04232797081055318,0.07544980696722442
original,F,0,B,delta_aar10_vs_control,3,-0.1430386760168605,0.004567322024418998,-0.1479756602396567,-0.1389639241000016,-0.15438453289942758,-0.1316928191342934
original,F,0,B,ppl_favorable_vs_control,3,-0.06401494542169943,0.010862892727834554,-0.07550581750537605,-0.0539137852742873,-0.09099986690561165,-0.0370300239377872
original,F,0,B,delta_context_trained_vs_control,3,-0.0061716852364716674,0.020387160826627695,-0.0296960234642028,0.0063588976860046,-0.056816200281416554,0.044472829808473224
original,F,0,B,delta_context_heldout_vs_control,3,-0.004908787762677167,0.0244086693010502,-0.0255345490243699,0.0220388942294651,-0.06554328366705854,0.0557257081417042
original,F,0,B,R4_within_concept_ratio,3,1.0055036001120201,0.015061020056162883,0.9920395473062849,1.0217684008574084,0.9680899522130778,1.0429172480109623
original,F,0,B,R4_shared_concept_ratio,3,0.9871631731187077,0.029447737095505442,0.9695104491835314,1.0211580714620438,0.9140109388740535,1.0603154073633618
original,F,0,B,R4_effective_rank_ratio,3,3.0134927892181906,0.15238052459981496,2.855333438235367,3.159348501203496,2.6349585815234913,3.39202699691289
wordalign,WA-A,0,WA-B,delta_R1_concept_dominance_vs_control,3,0.013229568764105712,0.004560064998285171,0.01039268052984349,0.01848965857654944,0.001901739333832815,0.024557398194378608
wordalign,WA-A,0,WA-B,delta_R2_mean_alignment_margin_vs_control,3,0.004229010389375669,0.0006784698689898559,0.0037716802781935024,0.005008545883619701,0.002543597801531662,0.005914422977219676
wordalign,WA-A,0,WA-B,delta_R3_weak_language_tail_vs_control,3,-0.00021039312227857007,0.0024842885598828756,-0.0028379765342299024,0.0021001652106933943,-0.006381708020753539,0.0059609217761964
wordalign,WA-A,0,WA-B,delta_R4_within_concept_ratio_vs_control,3,-0.011473803377777925,0.004503288698911624,-0.015638810683184845,-0.006695164580988511,-0.022660592661643365,-0.0002870140939124823
wordalign,WA-A,0,WA-B,delta_R4_shared_concept_ratio_vs_control,3,-0.013285528142907177,0.0049500250653932345,-0.018262739113754423,-0.00836314445029629,-0.0255820720819599,-0.0009889842038544507
wordalign,WA-A,0,WA-B,delta_R4_effective_rank_ratio_vs_control,3,0.06188917254069026,0.005952756913003489,0.05771365663051642,0.06870547308607122,0.04710170460421582,0.07667664047716471
wordalign,WA-A,0,WA-B,delta_lfs_vs_control,3,-0.013229568764105748,0.004560064998285185,-0.018489658576549495,-0.010392680529843545,-0.02455739819437868,-0.001901739333832815
wordalign,WA-A,0,WA-B,delta_effective_rank_vs_control,3,2.5363122692770355,0.2439530175419198,2.3651932867672585,2.8156546161627105,1.9302993785058626,3.142325160048208
wordalign,WA-A,0,WA-B,delta_mexa_vs_control,3,0.04962962962962957,0.004206598774666885,0.0466666666666666,0.0544444444444444,0.03917985897527683,0.060079400283982315
wordalign,WA-A,0,WA-B,delta_aar10_vs_control,3,0.005153362121846867,0.00242576126358998,0.0023599875470002,0.0067292464276154,-0.0008725629127401355,0.011179287156433869
wordalign,WA-A,0,WA-B,ppl_favorable_vs_control,3,0.6285885726791591,0.04247650834040625,0.5809936785905216,0.6626475158771163,0.5230710764472786,0.7341060689110397
wordalign,WA-A,0,WA-B,delta_context_trained_vs_control,3,-0.0033315580421023664,0.0102567644516869,-0.0126524893442789,0.0076567347844441,-0.028810773417077988,0.022147657332873258
wordalign,WA-A,0,WA-B,delta_context_heldout_vs_control,3,-0.008358114295535566,0.011513088211317659,-0.0190419749418893,0.0038352787494659,-0.03695821089997792,0.020241982308906788
wordalign,WA-A,0,WA-B,R4_within_concept_ratio,3,1.0,0.0,1.0,1.0,1.0,1.0
wordalign,WA-A,0,WA-B,R4_shared_concept_ratio,3,1.0,0.0,1.0,1.0,1.0,1.0
wordalign,WA-A,0,WA-B,R4_effective_rank_ratio,3,1.0,0.0,1.0,1.0,1.0,1.0
wordalign,WA-B,1,WA-B,delta_R1_concept_dominance_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
wordalign,WA-B,1,WA-B,delta_R2_mean_alignment_margin_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
wordalign,WA-B,1,WA-B,delta_R3_weak_language_tail_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
wordalign,WA-B,1,WA-B,delta_R4_within_concept_ratio_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
wordalign,WA-B,1,WA-B,delta_R4_shared_concept_ratio_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
wordalign,WA-B,1,WA-B,delta_R4_effective_rank_ratio_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
wordalign,WA-B,1,WA-B,delta_lfs_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
wordalign,WA-B,1,WA-B,delta_effective_rank_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
wordalign,WA-B,1,WA-B,delta_mexa_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
wordalign,WA-B,1,WA-B,delta_aar10_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
wordalign,WA-B,1,WA-B,ppl_favorable_vs_control,3,0.0,0.0,-0.0,-0.0,0.0,0.0
wordalign,WA-B,1,WA-B,delta_context_trained_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
wordalign,WA-B,1,WA-B,delta_context_heldout_vs_control,3,0.0,0.0,0.0,0.0,0.0,0.0
wordalign,WA-B,1,WA-B,R4_within_concept_ratio,3,1.011473803377778,0.004503288698911624,1.0066951645809885,1.0156388106831848,1.0002870140939124,1.0226605926616434
wordalign,WA-B,1,WA-B,R4_shared_concept_ratio,3,1.0132855281429072,0.0049500250653932345,1.0083631444502963,1.0182627391137544,1.0009889842038544,1.02558207208196
wordalign,WA-B,1,WA-B,R4_effective_rank_ratio,3,0.9381108274593098,0.005952756913003489,0.9312945269139288,0.9422863433694836,0.9233233595228354,0.9528982953957843
wordalign,WA-C,0,WA-B,delta_R1_concept_dominance_vs_control,3,-0.03127583230687594,0.0025978428818790584,-0.03427465438802296,-0.029712489794018027,-0.03772923177895386,-0.02482243283479801
wordalign,WA-C,0,WA-B,delta_R2_mean_alignment_margin_vs_control,3,0.0054046786212955346,0.0022436394002488414,0.0034139440099923007,0.007835890465491803,-0.00016883062443150566,0.010978187867022576
wordalign,WA-C,0,WA-B,delta_R3_weak_language_tail_vs_control,3,-0.019729461986387198,0.019300089815634098,-0.039725601940722194,-0.0012102854445457945,-0.06767354293757233,0.02821461896479794
wordalign,WA-C,0,WA-B,delta_R4_within_concept_ratio_vs_control,3,-0.9256640065576113,0.005158683356930957,-0.9311692280118804,-0.9209412647354306,-0.9384788864275423,-0.9128491266876803
wordalign,WA-C,0,WA-B,delta_R4_shared_concept_ratio_vs_control,3,-0.9548038460442503,0.0035560784485055424,-0.9581803002643136,-0.951091918954778,-0.9636376346241255,-0.945970057464375
wordalign,WA-C,0,WA-B,delta_R4_effective_rank_ratio_vs_control,3,4.61716232453356,0.10160909973114397,4.4998359677436595,4.676376547373409,4.364751328034425,4.869573321032695
wordalign,WA-C,0,WA-B,delta_lfs_vs_control,3,0.03127583230687592,0.0025978428818790276,0.02971248979401797,0.03427465438802291,0.024822432834798066,0.037729231778953765
wordalign,WA-C,0,WA-B,delta_effective_rank_vs_control,3,189.21832320926282,4.16409520015566,184.41011094822227,191.64501197789468,178.8741372872376,199.56250913128804
wordalign,WA-C,0,WA-B,delta_mexa_vs_control,3,0.09296296296296291,0.004490502093697102,0.0877777777777777,0.0955555555555555,0.08180793736731613,0.1041179885586097
wordalign,WA-C,0,WA-B,delta_aar10_vs_control,3,0.010478731451762965,0.007742130960237935,0.0021205351998408,0.0174048294623692,-0.008753788035873886,0.029711250939399816
wordalign,WA-C,0,WA-B,ppl_favorable_vs_control,3,-0.15382774793050732,0.03125594584835312,-0.18843680639221644,-0.12765789551486792,-0.23147182172882746,-0.07618367413218718
wordalign,WA-C,0,WA-B,delta_context_trained_vs_control,3,-0.013961415025922934,0.0024720278101585647,-0.0154928962389628,-0.0111095666885375,-0.02010227253363341,-0.007820557518212458
wordalign,WA-C,0,WA-B,delta_context_heldout_vs_control,3,-0.013761490053600667,0.011289474514244183,-0.0235566385587056,-0.0014145175615946,-0.04180609944027888,0.014283119333077545
wordalign,WA-C,0,WA-B,R4_within_concept_ratio,3,0.08580979682016664,0.004919776612483075,0.08091820685728,0.090757283757662,0.07358839420371013,0.09803119943662314
wordalign,WA-C,0,WA-B,R4_shared_concept_ratio,3,0.05848168209865687,0.004170409482952312,0.0550504006003573,0.063123420200095,0.048121810628613836,0.0688415535686999
wordalign,WA-C,0,WA-B,R4_effective_rank_ratio,3,5.555273151992869,0.10751091257429275,5.431130494657588,5.617560801853095,5.288201239642375,5.822345064343362
wordalign,WA-D,0,WA-B,delta_R1_concept_dominance_vs_control,3,-0.029670024168178228,0.0037802606938388598,-0.03372819898759083,-0.026248534602233586,-0.03906071231799081,-0.020279336018365648
wordalign,WA-D,0,WA-B,delta_R2_mean_alignment_margin_vs_control,3,0.005404264863551132,0.0025834763754914608,0.0026989149998842,0.0078455911487069,-0.0010134462282232618,0.011821975955325525
wordalign,WA-D,0,WA-B,delta_R3_weak_language_tail_vs_control,3,-0.0162255978938947,0.008526300766072182,-0.02198402224085469,-0.00643059100586621,-0.037406103168620336,0.004954907380830938
wordalign,WA-D,0,WA-B,delta_R4_within_concept_ratio_vs_control,3,-0.9226653503813731,0.005418257281615299,-0.9279182684036411,-0.9170956531606685,-0.9361250476265995,-0.9092056531361467
wordalign,WA-D,0,WA-B,delta_R4_shared_concept_ratio_vs_control,3,-0.9526733099750825,0.0035234565302576988,-0.9560014128423614,-0.9489825507679288,-0.9614260612176087,-0.9439205587325563
wordalign,WA-D,0,WA-B,delta_R4_effective_rank_ratio_vs_control,3,4.547555388744676,0.2581267413681193,4.275187308185589,4.788578048476896,3.9063330161009064,5.188777761388445
wordalign,WA-D,0,WA-B,delta_lfs_vs_control,3,0.02967002416817825,0.003780260693838834,0.026248534602233642,0.03372819898759083,0.020279336018365735,0.03906071231799076
wordalign,WA-D,0,WA-B,delta_effective_rank_vs_control,3,186.36572528266979,10.578425826101059,175.20366775108363,196.24319987082492,160.08745875709852,212.64399180824105
wordalign,WA-D,0,WA-B,delta_mexa_vs_control,3,0.09444444444444443,0.0029397236789606438,0.0911111111111111,0.0966666666666666,0.08714176599141288,0.10174712289747598
wordalign,WA-D,0,WA-B,delta_aar10_vs_control,3,-0.00015024840831759945,0.0258372182383842,-0.0294618395467599,0.0193206084271271,-0.06433345660101121,0.06403295978437602
wordalign,WA-D,0,WA-B,ppl_favorable_vs_control,3,-0.1618362876082558,0.040732386113696006,-0.2051955056167352,-0.12437342992748937,-0.26302114404286353,-0.06065143117364809
wordalign,WA-D,0,WA-B,delta_context_trained_vs_control,3,-0.0169668406910366,0.006926690798428973,-0.0243096967538197,-0.0105493438243866,-0.034173694521048015,0.0002400131389748185
wordalign,WA-D,0,WA-B,delta_context_heldout_vs_control,3,-0.0151821074220869,0.01235260372666212,-0.0271341510613759,-0.0024645495414734,-0.04586767617779594,0.015503461333622136
wordalign,WA-D,0,WA-B,R4_within_concept_ratio,3,0.0888084529964047,0.008433585722349283,0.0837130350011785,0.0985431575225163,0.0678582646582377,0.10975864133457171
wordalign,WA-D,0,WA-B,R4_shared_concept_ratio,3,0.060612218167824604,0.007566689220561646,0.0553271781353388,0.0692801883458256,0.04181552012193271,0.0794089162137165
wordalign,WA-D,0,WA-B,R4_effective_rank_ratio,3,5.485666216203985,0.26322759137328255,5.206481835099518,5.729329660571413,4.831772629700407,6.139559802707562
