model,layer,n_languages,n_concepts,dimension,family,perturbation,magnitude,preprocessing,metric,value,reference_value,expected_value,analytic_expectation,absolute_error,relative_error,tolerance,analytic_status,identity_value,delta_from_identity,fractional_change_over_abs_identity
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,raw,aar10,-0.000603409517998,-0.000546122882361,,empirical,,,,EMPIRICAL,-0.000546122882361,-5.728663563699999e-05,-0.10489697005431863
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,raw,mean_alignment_margin,-0.0002990345455132,-0.0002551961187905,,empirical,,,,EMPIRICAL,-0.0002551961187905,-4.3838426722699964e-05,-0.1717832815423363
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,raw,linear_cka,0.7341351214774058,0.7341349881551112,,empirical,,,,EMPIRICAL,0.7341349881551112,1.333222945376633e-07,1.8160460499601525e-07
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,raw,cvp_within_raw,10.39874899577209,10.3991401475304,,empirical,,,,EMPIRICAL,10.3991401475304,-0.00039115175830950477,-3.761385583426299e-05
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,raw,cpres_shared_raw,7.27175827491005,7.27214942666836,,empirical,,,,EMPIRICAL,7.27214942666836,-0.00039115175831039295,-5.3787640401882394e-05
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,raw,mean_norm,5.0089107079479005,5.008938135094866,,empirical,,,,EMPIRICAL,5.008938135094866,-2.7427146965131044e-05,-5.475640989247633e-06
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,raw,concept_rank_covariance_entropy,1.000522313991671,1.001389563389411,,empirical,,,,EMPIRICAL,1.001389563389411,-0.0008672493977399665,-0.0008660459719637787
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,raw,concept_rank_singular_entropy,1.1772218019554817,2.7724096152671094,,empirical,,,,EMPIRICAL,2.7724096152671094,-1.5951878133116277,-0.5753795559383595
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,raw,concept_participation_ratio,1.0000769498499749,1.0001845420694446,,empirical,,,,EMPIRICAL,1.0001845420694446,-0.00010759221946976538,-0.00010757236784238869
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,raw,cvp_within_ratio,0.9999623861441655,1.0,,empirical,,,,EMPIRICAL,1.0,-3.761385583445076e-05,-3.761385583445076e-05
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,raw,cpres_shared_ratio,0.999946212359598,1.0,,empirical,,,,EMPIRICAL,1.0,-5.378764040198103e-05,-5.378764040198103e-05
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,lfs_direct,0.7898549764300866,0.749392110380016,,empirical,,,,EMPIRICAL,0.749392110380016,0.040462866050070656,0.05399425146009607
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,ss_language,8209554.270198832,7946365.088000813,,empirical,,,,EMPIRICAL,7946365.088000813,263189.1821980197,0.03312070101025703
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,ss_concept,2184194.6016556127,2657382.907119152,,empirical,,,,EMPIRICAL,2657382.907119152,-473188.30546353944,-0.17806553364811062
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,ss_residual,5580651.128145562,5370652.004880041,,empirical,,,,EMPIRICAL,5370652.004880041,209999.12326552067,0.039101234463656376
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,language_share_total,0.5139194129481438,0.4974437279647943,,empirical,,,,EMPIRICAL,0.4974437279647943,0.016475684983349503,0.03312070101025687
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,concept_share_total,0.1367309320948274,0.1663525958483042,,empirical,,,,EMPIRICAL,0.1663525958483042,-0.0296216637534768,-0.17806553364811087
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,residual_share_total,0.3493496549570287,0.3362036761869015,,empirical,,,,EMPIRICAL,0.3362036761869015,0.013145978770127187,0.039101234463656216
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,lfs_vc_reml,0.8344958233157966,0.7948220327420257,,empirical,,,,EMPIRICAL,0.7948220327420257,0.03967379057377096,0.0499153130379412
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,mexa_external,0.0144444444444444,0.0591666666666666,,empirical,,,,EMPIRICAL,0.0591666666666666,-0.0447222222222222,-0.7558685446009394
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,aar10,-0.2898622759461139,-0.2130503260554549,,empirical,,,,EMPIRICAL,-0.2130503260554549,-0.07681194989065901,-0.36053429869272113
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,mean_alignment_margin,-0.1597779601563077,-0.083318704276016,,empirical,,,,EMPIRICAL,-0.083318704276016,-0.07645925588029172,-0.9176721667082042
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,linear_cka,0.689453207994919,0.6825418042449711,,empirical,,,,EMPIRICAL,0.6825418042449711,0.00691140374994792,0.010125978668212602
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,cvp_within_raw,1990.9860845644016,2058.470490256202,,empirical,,,,EMPIRICAL,2058.470490256202,-67.48440569180048,-0.0327837615410271
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,cpres_shared_raw,560.0498978604135,681.3802325946543,,empirical,,,,EMPIRICAL,681.3802325946543,-121.33033473424086,-0.17806553364811062
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,mean_norm,60.69878793412497,60.7438369380172,,empirical,,,,EMPIRICAL,60.7438369380172,-0.0450490038922311,-0.000741622626476476
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,concept_rank_covariance_entropy,1.8988676231842123,7.933069040277799,,empirical,,,,EMPIRICAL,7.933069040277799,-6.034201417093586,-0.7606389641205343
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,concept_rank_singular_entropy,9.04632241921665,210.51530672285347,,empirical,,,,EMPIRICAL,210.51530672285347,-201.46898430363683,-0.9570277213564985
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=16,standardized,concept_participation_ratio,1.2718638416362675,1.9794405594712947,,empirical,,,,EMPIRICAL,1.9794405594712947,-0.7075767178350272,-0.35746297833970814
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,lfs_direct,0.6828283903464941,0.4333684029911068,,empirical,,,,EMPIRICAL,0.4333684029911068,0.24945998735538732,0.5756303081480227
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,ss_language,37045.14313441439,21691.213867948383,,empirical,,,,EMPIRICAL,21691.213867948383,15353.92926646601,0.7078409424174023
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,ss_concept,17207.350842317042,28361.38276400659,,empirical,,,,EMPIRICAL,28361.38276400659,-11154.031921689548,-0.39328237323622744
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,ss_residual,14475.058994983405,12195.263811361958,,empirical,,,,EMPIRICAL,12195.263811361958,2279.795183621447,0.18694103045949945
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,language_share_total,0.5390144350062994,0.3484652117111793,,empirical,,,,EMPIRICAL,0.3484652117111793,0.19054922329512014,0.5468242363689788
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,concept_share_total,0.2503704860465323,0.4556202022370317,,empirical,,,,EMPIRICAL,0.4556202022370317,-0.20524971619049942,-0.45048423046816605
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,residual_share_total,0.2106150789471681,0.1959145860517888,,empirical,,,,EMPIRICAL,0.1959145860517888,0.014700492895379308,0.07503521402685824
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,lfs_vc_reml,0.713996939441834,0.4608779407491726,,empirical,,,,EMPIRICAL,0.4608779407491726,0.25311899869266136,0.5492104878814723
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,mexa_external,0.0155555555555555,0.0155555555555555,,empirical,,,,EMPIRICAL,0.0155555555555555,0.0,0.0
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,aar10,-0.0005461228814188,-0.000546122882361,,empirical,,,,EMPIRICAL,-0.000546122882361,9.421999855666052e-13,1.7252527150909398e-09
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,mean_alignment_margin,-0.0002551961183242,-0.0002551961187905,,empirical,,,,EMPIRICAL,-0.0002551961187905,4.663000129252748e-13,1.8272221973253356e-09
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,linear_cka,0.7341349881551112,0.7341349881551112,,empirical,,,,EMPIRICAL,0.7341349881551112,0.0,0.0
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,cvp_within_raw,8.123694830077037,10.3991401475304,,empirical,,,,EMPIRICAL,10.3991401475304,-2.2754453174533626,-0.2188109098610175
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,cpres_shared_raw,4.412141241619756,7.27214942666836,,empirical,,,,EMPIRICAL,7.27214942666836,-2.8600081850486037,-0.3932823732362275
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,mean_norm,3.859081163856005,5.008938135094866,,empirical,,,,EMPIRICAL,5.008938135094866,-1.1498569712388607,-0.22956102475741264
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,concept_rank_covariance_entropy,1.0016012458455854,1.001389563389411,,empirical,,,,EMPIRICAL,1.001389563389411,0.00021168245617442238,0.0002113887181507456
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,concept_rank_singular_entropy,2.966061445429686,2.7724096152671094,,empirical,,,,EMPIRICAL,2.7724096152671094,0.19365183016257648,0.06984964598888067
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,concept_participation_ratio,1.0002140911318942,1.0001845420694446,,empirical,,,,EMPIRICAL,1.0001845420694446,2.9549062449563124e-05,2.9543610410559092e-05
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,cvp_within_ratio,0.7811890901389823,1.0,,empirical,,,,EMPIRICAL,1.0,-0.2188109098610177,-0.2188109098610177
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",raw,cpres_shared_ratio,0.6067176267637725,1.0,,empirical,,,,EMPIRICAL,1.0,-0.3932823732362275,-0.3932823732362275
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,lfs_direct,0.7816996880896506,0.749392110380016,,empirical,,,,EMPIRICAL,0.749392110380016,0.03230757770963466,0.04311171316342191
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,ss_language,7780279.286478124,7946365.088000813,,empirical,,,,EMPIRICAL,7946365.088000813,-166085.80152268894,-0.020900852110794933
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,ss_concept,2172749.2294880096,2657382.907119152,,empirical,,,,EMPIRICAL,2657382.907119152,-484633.67763114255,-0.18237254267452563
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,ss_residual,6021371.484033884,5370652.004880041,,empirical,,,,EMPIRICAL,5370652.004880041,650719.4791538427,0.12116210072120977
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,language_share_total,0.4870467301731593,0.4974437279647943,,empirical,,,,EMPIRICAL,0.4974437279647943,-0.010396997791634999,-0.020900852110795592
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,concept_share_total,0.1360144499629411,0.1663525958483042,,empirical,,,,EMPIRICAL,0.1663525958483042,-0.0303381458853631,-0.1823725426745264
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,residual_share_total,0.3769388198638996,0.3362036761869015,,empirical,,,,EMPIRICAL,0.3362036761869015,0.0407351436769981,0.121162100721209
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,lfs_vc_reml,0.8337306102367468,0.7948220327420257,,empirical,,,,EMPIRICAL,0.7948220327420257,0.0389085774947211,0.04895256534408326
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,mexa_external,0.0386111111111111,0.0591666666666666,,empirical,,,,EMPIRICAL,0.0591666666666666,-0.020555555555555494,-0.3474178403755862
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,aar10,-0.3363708656797433,-0.2130503260554549,,empirical,,,,EMPIRICAL,-0.2130503260554549,-0.12332053962428838,-0.5788329072643111
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,mean_alignment_margin,-0.1846145263618452,-0.083318704276016,,empirical,,,,EMPIRICAL,-0.083318704276016,-0.1012958220858292,-1.2157632906803144
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,linear_cka,0.673030539357978,0.6825418042449711,,empirical,,,,EMPIRICAL,0.6825418042449711,-0.009511264886993165,-0.013935065702700132
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,cvp_within_raw,2101.056593210737,2058.470490256202,,empirical,,,,EMPIRICAL,2058.470490256202,42.58610295453491,0.020688226115514796
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,cpres_shared_raw,557.1151870482075,681.3802325946543,,empirical,,,,EMPIRICAL,681.3802325946543,-124.2650455464468,-0.18237254267452563
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,mean_norm,58.25971547751655,60.7438369380172,,empirical,,,,EMPIRICAL,60.7438369380172,-2.4841214605006527,-0.04089503702302246
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,concept_rank_covariance_entropy,11.21092933508062,7.933069040277799,,empirical,,,,EMPIRICAL,7.933069040277799,3.277860294802821,0.41318943250846046
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,concept_rank_singular_entropy,219.2780392646134,210.51530672285347,,empirical,,,,EMPIRICAL,210.51530672285347,8.76273254175993,0.04162515628042287
Mistral-7B-v0.3,2,13,300,4096,language,bottom_tier_shrink_0.1,"swa,amh,zul,khm",standardized,concept_participation_ratio,2.3403550717654205,1.9794405594712947,,empirical,,,,EMPIRICAL,1.9794405594712947,0.36091451229412574,0.1823315737202664
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,lfs_direct,0.8661680432862489,0.8640918761101056,,empirical,,,,EMPIRICAL,0.8640918761101056,0.0020761671761432288,0.0024027157684776987
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,ss_language,30591.295168272623,43132.79063202015,,empirical,,,,EMPIRICAL,43132.79063202015,-12541.495463747528,-0.2907647587827808
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,ss_concept,4726.67275422079,6784.112679455978,,empirical,,,,EMPIRICAL,6784.112679455978,-2057.4399252351877,-0.3032732536217507
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,ss_residual,12581.309404090856,17019.99129837738,,empirical,,,,EMPIRICAL,17019.99129837738,-4438.681894286523,-0.2607922540306874
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,language_share_total,0.638658803966847,0.6443799175839081,,empirical,,,,EMPIRICAL,0.6443799175839081,-0.005721113617061069,-0.00887847907878987
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,concept_share_total,0.0986794168520256,0.1013508726240986,,empirical,,,,EMPIRICAL,0.1013508726240986,-0.002671455772073006,-0.026358488120582824
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,residual_share_total,0.2626617791811273,0.2542692097919932,,empirical,,,,EMPIRICAL,0.2542692097919932,0.00839256938913413,0.033006628667307907
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,lfs_vc_reml,0.89967431914927,0.8965647742613095,,empirical,,,,EMPIRICAL,0.8965647742613095,0.003109544887960447,0.0034682880448012677
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,mexa_external,0.1022222222222222,0.0852777777777777,,empirical,,,,EMPIRICAL,0.0852777777777777,0.016944444444444498,0.1986970684039096
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,aar10,-0.1929380833488948,-0.1217974514535922,,empirical,,,,EMPIRICAL,-0.1217974514535922,-0.0711406318953026,-0.5840896590714701
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,mean_alignment_margin,-0.0915784128428807,-0.0549809594648563,,empirical,,,,EMPIRICAL,-0.0549809594648563,-0.03659745337802439,-0.6656386817224861
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,linear_cka,0.5296187935296209,0.5541310862507665,,empirical,,,,EMPIRICAL,0.5541310862507665,-0.024512292721145523,-0.04423554882472833
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,cvp_within_raw,4.437944143156831,6.103616404572654,,empirical,,,,EMPIRICAL,6.103616404572654,-1.665672261415823,-0.27289923727315973
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,cpres_shared_raw,1.2119673728771256,1.7395160716553786,,empirical,,,,EMPIRICAL,1.7395160716553786,-0.527548698778253,-0.3032732536217506
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,mean_norm,5.497148516977356,7.537352317231376,,empirical,,,,EMPIRICAL,7.537352317231376,-2.0402038002540195,-0.2706791077803072
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,concept_rank_covariance_entropy,44.85179970903426,38.45839185431213,,empirical,,,,EMPIRICAL,38.45839185431213,6.393407854722128,0.16624220479477145
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,concept_rank_singular_entropy,211.18451085398263,209.74551618917704,,empirical,,,,EMPIRICAL,209.74551618917704,1.4389946648055911,0.006860669495827076
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,concept_participation_ratio,13.651087963335248,10.463264693654745,,empirical,,,,EMPIRICAL,10.463264693654745,3.1878232696805036,0.3046681282576843
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,cvp_within_ratio,0.7271007627268402,1.0,,empirical,,,,EMPIRICAL,1.0,-0.2728992372731598,-0.2728992372731598
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,cpres_shared_ratio,0.6967267463782494,1.0,,empirical,,,,EMPIRICAL,1.0,-0.3032732536217506,-0.3032732536217506
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,lfs_direct,0.8555304914009325,0.8555304914009325,0.8555304914009325,positive-diagonal invariant after coordinate standardization,0.0,0.0,8.565304914009324e-07,PASS,0.8555304914009325,0.0,0.0
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,ss_language,4690472.485386473,4690472.485386472,4690472.485386472,positive-diagonal invariant after coordinate standardization,9.313225746154783e-10,1.985562387407848e-16,4.690472486386472,PASS,4690472.485386472,9.313225746154785e-10,1.9855623874078478e-16
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,ss_concept,792058.5670203405,792058.5670203405,792058.5670203405,positive-diagonal invariant after coordinate standardization,0.0,0.0,0.7920585680203404,PASS,792058.5670203405,0.0,0.0
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,ss_residual,2504668.9475931874,2504668.9475931874,2504668.9475931874,positive-diagonal invariant after coordinate standardization,0.0,0.0,2.5046689485931872,PASS,2504668.9475931874,0.0,0.0
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,language_share_total,0.5872486585269521,0.5872486585269522,0.5872486585269522,positive-diagonal invariant after coordinate standardization,1.1102230246251563e-16,1.890550124729152e-16,5.882486585269522e-07,PASS,0.5872486585269522,-1.1102230246251565e-16,-1.8905501247291517e-16
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,concept_share_total,0.0991659864558719,0.0991659864558719,0.0991659864558719,positive-diagonal invariant after coordinate standardization,1.3877787807814457e-17,1.3994503865486135e-16,1.0016598645587195e-07,PASS,0.0991659864558719,0.0,0.0
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,residual_share_total,0.3135853550171758,0.3135853550171759,0.3135853550171759,positive-diagonal invariant after coordinate standardization,1.1102230246251563e-16,3.540417327729946e-16,3.145853550171759e-07,PASS,0.3135853550171759,-5.551115123125783e-17,-1.7702086638649735e-16
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,lfs_vc_reml,0.896547738070651,0.896547738070651,0.896547738070651,positive-diagonal invariant after coordinate standardization,0.0,0.0,8.97547738070651e-07,PASS,0.896547738070651,0.0,0.0
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,mexa_external,0.175,0.175,0.175,positive-diagonal invariant after coordinate standardization,0.0,0.0,1.7600000000000007e-07,PASS,0.175,0.0,0.0
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,aar10,-0.0787786410278964,-0.0787786410278964,-0.0787786410278964,positive-diagonal invariant after coordinate standardization,1.3877787807814457e-17,1.7616180765164727e-16,7.97786410278964e-08,PASS,-0.0787786410278964,0.0,0.0
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,mean_alignment_margin,-0.005505369467697,-0.005505369467697,-0.005505369467697,positive-diagonal invariant after coordinate standardization,8.673617379884035e-18,1.575483249721353e-15,6.5053694676970326e-09,PASS,-0.005505369467697,0.0,0.0
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,linear_cka,0.5035312429313471,0.5035312429313471,0.5035312429313471,positive-diagonal invariant after coordinate standardization,0.0,0.0,5.045312429313471e-07,PASS,0.5035312429313471,0.0,0.0
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,cvp_within_raw,845.314747336802,845.314747336802,845.314747336802,positive-diagonal invariant after coordinate standardization,0.0,0.0,0.0008453157473368,PASS,845.314747336802,0.0,0.0
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,cpres_shared_raw,203.09194026162572,203.09194026162572,203.09194026162572,positive-diagonal invariant after coordinate standardization,0.0,0.0,0.0002030929402616,PASS,203.09194026162572,0.0,0.0
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,mean_norm,44.6782544039034,44.67825440390339,44.67825440390339,positive-diagonal invariant after coordinate standardization,7.105427357601002e-15,1.590354737981935e-16,4.467925440390339e-05,PASS,44.67825440390339,1.4210854715202004e-14,3.1807094759638705e-16
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,concept_rank_covariance_entropy,63.75961221423103,63.75961221423103,63.75961221423103,positive-diagonal invariant after coordinate standardization,0.0,0.0,6.376061221423104e-05,PASS,63.75961221423103,0.0,0.0
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,concept_rank_singular_entropy,225.8500029689156,225.85000288733937,225.85000288733937,positive-diagonal invariant after coordinate standardization,8.15761893591116e-08,3.6119631753914207e-10,0.0002258510028873,PASS,225.85000288733937,8.157621778082103e-08,3.6119644338244106e-10
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,concept_participation_ratio,18.9568376258577,18.9568376258577,18.9568376258577,positive-diagonal invariant after coordinate standardization,0.0,0.0,1.8957837625857698e-05,PASS,18.9568376258577,0.0,0.0
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.5,raw,lfs_direct,0.8564572901966238,0.8640918761101056,,empirical,,,,EMPIRICAL,0.8640918761101056,-0.007634585913481873,-0.008835386750597163
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.5,raw,ss_language,20956.025963248507,43132.79063202015,,empirical,,,,EMPIRICAL,43132.79063202015,-22176.764668771644,-0.5141509358383237
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.5,raw,ss_concept,3512.2414017679826,6784.112679455978,,empirical,,,,EMPIRICAL,6784.112679455978,-3271.871277687995,-0.4822843358124129
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.5,raw,ss_residual,8497.55179453941,17019.99129837738,,empirical,,,,EMPIRICAL,17019.99129837738,-8522.43950383797,-0.5007311316692897
OLMo-2-0425-1B,9,13,300,2048,diagonal,diagonal_shrink_0.1,fraction=0.5,raw,language_share_total,0.6356895262277722,0.6443799175839081,,empirical,,,,EMPIRICAL,0.6443799175839081,-0.008690391356135918,-0.01348644040416467
