model,layer,n_languages,n_concepts,dimension,family,perturbation,magnitude,preprocessing,metric,value,reference_value,expected_value,analytic_expectation,absolute_error,relative_error,tolerance,analytic_status,identity_value,delta_from_identity,fractional_change_over_abs_identity,retained_rank
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,mean_alignment_margin,-0.1684896320400218,-0.083318704276016,,empirical,,,,EMPIRICAL,-0.083318704276016,-0.0851709277640058,-1.0222305844057993,9
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,linear_cka,0.6902140791457515,0.6825418042449711,,empirical,,,,EMPIRICAL,0.6825418042449711,0.007672274900780374,0.011240739912286335,9
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,cvp_within_raw,1982.2666342440389,2058.470490256202,,empirical,,,,EMPIRICAL,2058.470490256202,-76.20385601216321,-0.037019649479006475,9
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,cpres_shared_raw,544.2520992234287,681.3802325946543,,empirical,,,,EMPIRICAL,681.3802325946543,-137.12813337122566,-0.2012505306311134,9
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,mean_norm,60.69103821631842,60.7438369380172,,empirical,,,,EMPIRICAL,60.7438369380172,-0.0527987216987853,-0.0008692029407470741,9
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,concept_rank_covariance_entropy,1.5773183526067325,7.933069040277799,,empirical,,,,EMPIRICAL,7.933069040277799,-6.355750687671066,-0.8011717351004551,9
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,concept_rank_singular_entropy,5.028772704467835,210.51530672285347,,empirical,,,,EMPIRICAL,210.51530672285347,-205.48653401838564,-0.9761120804812151,9
Mistral-7B-v0.3,2,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,concept_participation_ratio,1.1935187932165996,1.9794405594712947,,empirical,,,,EMPIRICAL,1.9794405594712947,-0.7859217662546951,-0.3970423675993653,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,lfs_direct,0.910825558099542,0.8640918761101056,,empirical,,,,EMPIRICAL,0.8640918761101056,0.04673368198943639,0.054084158503859635,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,ss_language,43132.79063202015,43132.79063202015,,empirical,,,,EMPIRICAL,43132.79063202015,0.0,0.0,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,ss_concept,4222.918975006783,6784.112679455978,,empirical,,,,EMPIRICAL,6784.112679455978,-2561.193704449195,-0.3775281787705476,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,ss_residual,17019.99129837738,17019.99129837738,,empirical,,,,EMPIRICAL,17019.99129837738,0.0,0.0,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,language_share_total,0.6700166371066132,0.6443799175839081,,empirical,,,,EMPIRICAL,0.6443799175839081,0.025636719522705076,0.039785100098757784,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,concept_share_total,0.0655980271377871,0.1013508726240986,,empirical,,,,EMPIRICAL,0.1013508726240986,-0.035752845486311496,-0.35276307505427834,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,residual_share_total,0.2643853357555996,0.2542692097919932,,empirical,,,,EMPIRICAL,0.2542692097919932,0.010116125963606393,0.039785100098757395,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,lfs_vc_reml,0.9417966244715305,0.8965647742613095,,empirical,,,,EMPIRICAL,0.8965647742613095,0.045231850210220914,0.05045017550180686,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,mexa_external,0.0133333333333333,0.0852777777777777,,empirical,,,,EMPIRICAL,0.0852777777777777,-0.07194444444444441,-0.8436482084690557,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,aar10,-0.1552095550145114,-0.1217974514535922,,empirical,,,,EMPIRICAL,-0.1217974514535922,-0.033412103560919185,-0.2743251452486262,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,mean_alignment_margin,-0.0854469086921844,-0.0549809594648563,,empirical,,,,EMPIRICAL,-0.0549809594648563,-0.030465949227328093,-0.554118180618544,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,linear_cka,0.5731636888160182,0.5541310862507665,,empirical,,,,EMPIRICAL,0.5541310862507665,0.019032602565251744,0.03434675122456265,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,cvp_within_raw,5.4469000700985015,6.103616404572654,,empirical,,,,EMPIRICAL,6.103616404572654,-0.6567163344741527,-0.10759462766732189,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,cpres_shared_raw,1.0827997371812264,1.7395160716553786,,empirical,,,,EMPIRICAL,1.7395160716553786,-0.6567163344741522,-0.37752817877054745,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,mean_norm,7.492220467439679,7.537352317231376,,empirical,,,,EMPIRICAL,7.537352317231376,-0.04513184979169704,-0.005987759081994843,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,concept_rank_covariance_entropy,5.779183713469132,38.45839185431213,,empirical,,,,EMPIRICAL,38.45839185431213,-32.679208140843,-0.8497289295048581,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,concept_rank_singular_entropy,8.071774542328251,209.74551618917704,,empirical,,,,EMPIRICAL,209.74551618917704,-201.67374164684878,-0.9615163428092163,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,concept_participation_ratio,4.123502704454965,10.463264693654745,,empirical,,,,EMPIRICAL,10.463264693654745,-6.33976198919978,-0.6059066815966543,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,cvp_within_ratio,0.8924053723326781,1.0,,empirical,,,,EMPIRICAL,1.0,-0.10759462766732186,-0.10759462766732186,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,raw,cpres_shared_ratio,0.6224718212294525,1.0,,empirical,,,,EMPIRICAL,1.0,-0.37752817877054745,-0.37752817877054745,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,lfs_direct,0.921408419039203,0.8555304914009325,,empirical,,,,EMPIRICAL,0.8555304914009325,0.0658779276382705,0.07700243100674914,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,ss_language,4918290.361818017,4690472.485386472,,empirical,,,,EMPIRICAL,4690472.485386472,227817.87643154524,0.048570347047409264,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,ss_concept,419505.84254763793,792058.5670203405,,empirical,,,,EMPIRICAL,792058.5670203405,-372552.72447270254,-0.4703600718242534,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,ss_residual,2649403.7956343414,2504668.9475931874,,empirical,,,,EMPIRICAL,2504668.9475931874,144734.84804115398,0.05778601925824732,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,language_share_total,0.6157715296747319,0.5872486585269522,,empirical,,,,EMPIRICAL,0.5872486585269522,0.028522871147779738,0.04857034704740949,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,concept_share_total,0.0525222659439651,0.0991659864558719,,empirical,,,,EMPIRICAL,0.0991659864558719,-0.046643720511906794,-0.4703600718242529,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,residual_share_total,0.3317062043813029,0.3135853550171759,,empirical,,,,EMPIRICAL,0.3135853550171759,0.018120849364127,0.057786019258247806,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,lfs_vc_reml,0.9614697596221964,0.896547738070651,,empirical,,,,EMPIRICAL,0.896547738070651,0.06492202155154536,0.07241334598786225,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,mexa_external,0.03,0.175,,empirical,,,,EMPIRICAL,0.175,-0.145,-0.8285714285714285,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,aar10,-0.1757758842124383,-0.0787786410278964,,empirical,,,,EMPIRICAL,-0.0787786410278964,-0.0969972431845419,-1.2312632195596531,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,mean_alignment_margin,-0.1004227156846729,-0.005505369467697,,empirical,,,,EMPIRICAL,-0.005505369467697,-0.0949173462169759,-17.240867624581355,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,linear_cka,0.5276492828635357,0.5035312429313471,,empirical,,,,EMPIRICAL,0.5035312429313471,0.02411803993218864,0.04789780231268979,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,cvp_within_raw,786.8999072261493,845.314747336802,,empirical,,,,EMPIRICAL,845.314747336802,-58.41484011065279,-0.06910424820422344,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,cpres_shared_raw,107.56560065324052,203.09194026162572,,empirical,,,,EMPIRICAL,203.09194026162572,-95.5263396083852,-0.4703600718242531,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,mean_norm,44.68576798030493,44.67825440390339,,empirical,,,,EMPIRICAL,44.67825440390339,0.007513576401542821,0.00016817076901926557,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,concept_rank_covariance_entropy,6.594734830265627,63.75961221423103,,empirical,,,,EMPIRICAL,63.75961221423103,-57.164877383965404,-0.8965687744758006,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,concept_rank_singular_entropy,8.33785610478935,225.85000288733937,,empirical,,,,EMPIRICAL,225.85000288733937,-217.51214678255002,-0.9630823289874009,9
OLMo-2-0425-1B,9,13,300,2048,rank,concept_main_effect_projection,rank=9,standardized,concept_participation_ratio,5.08552093251072,18.9568376258577,,empirical,,,,EMPIRICAL,18.9568376258577,-13.871316693346978,-0.7317315771289872,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,lfs_direct,0.8766512525368415,0.7713140575720785,,empirical,,,,EMPIRICAL,0.7713140575720785,0.10533719496476301,0.13656848845247369,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,ss_language,27988.003108532917,27988.003108532917,,empirical,,,,EMPIRICAL,27988.003108532917,0.0,0.0,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,ss_concept,3938.0370671260016,8298.128116188693,,empirical,,,,EMPIRICAL,8298.128116188693,-4360.091049062691,-0.5254306740042559,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,ss_residual,18933.80374331344,18933.80374331344,,empirical,,,,EMPIRICAL,18933.80374331344,0.0,0.0,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,language_share_total,0.5502966771412464,0.5068459990895358,,empirical,,,,EMPIRICAL,0.5068459990895358,0.043450678051710656,0.08572757431204459,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,concept_share_total,0.0774292007934571,0.1502741377908575,,empirical,,,,EMPIRICAL,0.1502741377908575,-0.0728449369974004,-0.484746996843739,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,residual_share_total,0.3722741220652965,0.3428798631196067,,empirical,,,,EMPIRICAL,0.3428798631196067,0.029394258945689755,0.08572757431204457,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,lfs_vc_reml,0.9251689183498848,0.8177355311724772,,empirical,,,,EMPIRICAL,0.8177355311724772,0.10743338717740758,0.13137913552975805,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,mexa_external,0.0255555555555555,0.1966666666666666,,empirical,,,,EMPIRICAL,0.1966666666666666,-0.1711111111111111,-0.8700564971751414,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,aar10,-0.1888228434499656,-0.1222429073987326,,empirical,,,,EMPIRICAL,-0.1222429073987326,-0.06657993605123301,-0.5446527530146367,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,mean_alignment_margin,-0.0985125826123426,-0.0425962308674462,,empirical,,,,EMPIRICAL,-0.0425962308674462,-0.0559163517448964,-1.3127065612659639,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,linear_cka,0.5527108417529135,0.526731567892538,,empirical,,,,EMPIRICAL,0.526731567892538,0.025979273860375462,0.049321657261437696,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,cvp_within_raw,5.864574566779349,6.98254663064158,,empirical,,,,EMPIRICAL,6.98254663064158,-1.117972063862231,-0.1601095020198251,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,cpres_shared_raw,1.0097530941348718,2.127725157997101,,empirical,,,,EMPIRICAL,2.127725157997101,-1.1179720638622292,-0.5254306740042561,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,mean_norm,6.3614034536608886,6.448751417534469,,empirical,,,,EMPIRICAL,6.448751417534469,-0.08734796387358035,-0.013544941992348625,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,concept_rank_covariance_entropy,7.477330368041402,75.38667100454738,,empirical,,,,EMPIRICAL,75.38667100454738,-67.90934063650597,-0.9008136283456479,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,concept_rank_singular_entropy,8.584636077811938,230.1947065097517,,empirical,,,,EMPIRICAL,230.1947065097517,-221.61007043193976,-0.9627070656490171,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,concept_participation_ratio,6.3872034992430144,26.30940999582242,,empirical,,,,EMPIRICAL,26.30940999582242,-19.922206496579406,-0.7572274140599422,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,cvp_within_ratio,0.8398904979801749,1.0,,empirical,,,,EMPIRICAL,1.0,-0.1601095020198251,-0.1601095020198251,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,raw,cpres_shared_ratio,0.4745693259957438,1.0,,empirical,,,,EMPIRICAL,1.0,-0.5254306740042562,-0.5254306740042562,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,lfs_direct,0.8810934174069481,0.7420740191771581,,empirical,,,,EMPIRICAL,0.7420740191771581,0.13901939822979004,0.18733899130970844,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,ss_language,7783945.240421362,7093756.964607517,,empirical,,,,EMPIRICAL,7093756.964607517,690188.275813845,0.09729516802695139,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,ss_concept,1050470.142375913,2465608.7877110518,,empirical,,,,EMPIRICAL,2465608.7877110518,-1415138.6453351388,-0.573951006497216,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,ss_residual,7139984.61720274,6415034.247681427,,empirical,,,,EMPIRICAL,6415034.247681427,724950.3695213133,0.113008027943628,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,language_share_total,0.4872762194774986,0.4440703228044571,,empirical,,,,EMPIRICAL,0.4440703228044571,0.04320589667304153,0.0972951680269499,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,concept_share_total,0.0657595992573061,0.1543475052403252,,empirical,,,,EMPIRICAL,0.1543475052403252,-0.0885879059830191,-0.5739510064972169,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,residual_share_total,0.4469641812651951,0.4015821719552176,,empirical,,,,EMPIRICAL,0.4015821719552176,0.04538200930997749,0.11300802794362659,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,lfs_vc_reml,0.9448077454201946,0.7981610234528274,,empirical,,,,EMPIRICAL,0.7981610234528274,0.14664672196736728,0.18373074813021653,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,mexa_external,0.0586111111111111,0.3797222222222222,,empirical,,,,EMPIRICAL,0.3797222222222222,-0.32111111111111107,-0.8456474030724214,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,aar10,-0.225895708758483,-0.0578441047741992,,empirical,,,,EMPIRICAL,-0.0578441047741992,-0.16805160398428381,-2.9052503213644965,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,mean_alignment_margin,-0.1185326323832344,0.0349704802987195,,empirical,,,,EMPIRICAL,0.0349704802987195,-0.1535031126819539,-4.3895054163032095,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,linear_cka,0.5006045246098744,0.482584923832313,,empirical,,,,EMPIRICAL,0.482584923832313,0.018019600777561373,0.037339750762339946,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,cvp_within_raw,2100.116605020164,2277.0879577929445,,empirical,,,,EMPIRICAL,2277.0879577929445,-176.9713527727804,-0.0777182770507947,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,cpres_shared_raw,269.35131855792645,632.2073814643721,,empirical,,,,EMPIRICAL,632.2073814643721,-362.8560629064457,-0.5739510064972159,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,mean_norm,62.76045360257923,62.674715403550536,,empirical,,,,EMPIRICAL,62.674715403550536,0.08573819902869673,0.0013679870499075236,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,concept_rank_covariance_entropy,7.844957684392552,101.25205224785802,,empirical,,,,EMPIRICAL,101.25205224785802,-93.40709456346546,-0.9225205068911725,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,concept_rank_singular_entropy,8.697755407854016,241.02958139582688,,empirical,,,,EMPIRICAL,241.02958139582688,-232.33182598797288,-0.9639141579324645,9
OLMo-2-1124-7B,12,13,300,4096,rank,concept_main_effect_projection,rank=9,standardized,concept_participation_ratio,6.905051029047365,39.829776337315,,empirical,,,,EMPIRICAL,39.829776337315,-32.92472530826764,-0.8266359577174356,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,lfs_direct,0.4060339759548955,0.4059065487207696,,empirical,,,,EMPIRICAL,0.4059065487207696,0.00012742723412589863,0.00031393244215322604,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,ss_language,29260871.870594405,29260871.87059438,,empirical,,,,EMPIRICAL,29260871.87059438,2.60770320892334e-08,8.91191219610904e-16,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,ss_concept,42804210.37228879,42826833.93955124,,empirical,,,,EMPIRICAL,42826833.93955124,-22623.56726244837,-0.0005282568236162598,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,ss_residual,17743548.852526676,17743548.852526706,,empirical,,,,EMPIRICAL,17743548.852526706,-2.9802322387695312e-08,-1.6796145255604502e-15,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,language_share_total,0.3258135828783379,0.3257315283024002,,empirical,,,,EMPIRICAL,0.3257315283024002,8.20545759376845e-05,0.0002519086081882356,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,concept_share_total,0.4766157756799002,0.4767475874668722,,empirical,,,,EMPIRICAL,0.4767475874668722,-0.00013181178697196927,-0.00027648128787044674,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,residual_share_total,0.1975706414417617,0.1975208842307275,,empirical,,,,EMPIRICAL,0.1975208842307275,4.97572110342015e-05,0.00025190860818585266,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,lfs_vc_reml,0.4327696272350103,0.4326360519504516,,empirical,,,,EMPIRICAL,0.4326360519504516,0.00013357528455870682,0.000308747465581081,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,mexa_external,0.0258333333333333,0.08,,empirical,,,,EMPIRICAL,0.08,-0.0541666666666667,-0.6770833333333338,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,aar10,-0.0021731764098137,-0.001740520448747,,empirical,,,,EMPIRICAL,-0.001740520448747,-0.00043265596106670007,-0.2485784992518582,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,mean_alignment_margin,-0.001046115945289,-0.0007005664576738,,empirical,,,,EMPIRICAL,-0.0007005664576738,-0.00034554948761520007,-0.49324298049121834,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,linear_cka,0.7670058671314334,0.7670069306142105,,empirical,,,,EMPIRICAL,0.7670069306142105,-1.06348277717494e-06,-1.3865360725271607e-06,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,cvp_within_raw,15525.066467901408,15530.867382584094,,empirical,,,,EMPIRICAL,15530.867382584094,-5.800914682686198,-0.00037350873842314765,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,cpres_shared_raw,10975.438556997127,10981.239471679812,,empirical,,,,EMPIRICAL,10981.239471679812,-5.800914682684379,-0.000528256823616743,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,mean_norm,191.07241098501248,191.08319243569255,,empirical,,,,EMPIRICAL,191.08319243569255,-0.010781450680070748,-5.642281009984253e-05,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,concept_rank_covariance_entropy,1.0045421794394696,1.0116541870719815,,empirical,,,,EMPIRICAL,1.0116541870719815,-0.007112007632511963,-0.007030077790807312,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,concept_rank_singular_entropy,1.375588992275128,7.495879409871396,,empirical,,,,EMPIRICAL,7.495879409871396,-6.120290417596268,-0.8164873102862885,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,concept_participation_ratio,1.000843961916846,1.0019022019200303,,empirical,,,,EMPIRICAL,1.0019022019200303,-0.0010582400031842187,-0.0010562308388545544,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,cvp_within_ratio,0.9996264912615768,1.0,,empirical,,,,EMPIRICAL,1.0,-0.00037350873842323384,-0.00037350873842323384,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,raw,cpres_shared_ratio,0.9994717431763832,1.0,,empirical,,,,EMPIRICAL,1.0,-0.0005282568236167906,-0.0005282568236167906,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,lfs_direct,0.7593288476122806,0.6088355117370512,,empirical,,,,EMPIRICAL,0.6088355117370512,0.1504933358752294,0.2471822569052537,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,ss_language,1636403.4944265876,1463387.046789018,,empirical,,,,EMPIRICAL,1463387.046789018,173016.44763756962,0.1182301346846034,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,ss_concept,518662.1264467397,940196.5461158544,,empirical,,,,EMPIRICAL,940196.5461158544,-421534.4196691147,-0.44834712636475876,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,ss_residual,1838534.379126672,1590016.4070951263,,empirical,,,,EMPIRICAL,1590016.4070951263,248517.9720315456,0.15629899850252138,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,language_share_total,0.4097564839810166,0.3664330545845899,,empirical,,,,EMPIRICAL,0.3664330545845899,0.043323429396426694,0.1182301346846034,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,concept_share_total,0.1298733289379857,0.2354258178375037,,empirical,,,,EMPIRICAL,0.2354258178375037,-0.10555248889951799,-0.44834712636475893,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,residual_share_total,0.4603701870809977,0.3981411275779064,,empirical,,,,EMPIRICAL,0.3981411275779064,0.06222905950309132,0.15629899850252127,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,lfs_vc_reml,0.8269862403330354,0.6609179283743506,,empirical,,,,EMPIRICAL,0.6609179283743506,0.16606831195868477,0.25126918915206364,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,mexa_external,0.1247222222222222,0.4619444444444444,,empirical,,,,EMPIRICAL,0.4619444444444444,-0.3372222222222222,-0.7300060132291041,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,aar10,-0.2775077857555984,-0.0971555080255655,,empirical,,,,EMPIRICAL,-0.0971555080255655,-0.18035227773003293,-1.8563258161603666,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,mean_alignment_margin,-0.1347715076571554,0.0406285549962739,,empirical,,,,EMPIRICAL,0.0406285549962739,-0.1754000626534293,-4.317162219269562,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,linear_cka,0.7018137024249841,0.6882351415008978,,empirical,,,,EMPIRICAL,0.6882351415008978,0.01357856092408627,0.0197295373416624,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,cvp_within_raw,604.409360403439,648.7725521053801,,empirical,,,,EMPIRICAL,648.7725521053801,-44.363191701941105,-0.06838019203798744,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,cpres_shared_raw,132.99028883249736,241.07603746560375,,empirical,,,,EMPIRICAL,241.07603746560375,-108.08574863310639,-0.4483471263647589,9
Qwen3-0.6B-Base,8,13,300,1024,rank,concept_main_effect_projection,rank=9,standardized,mean_norm,31.222447345242653,31.13163700121745,,empirical,,,,EMPIRICAL,31.13163700121745,0.09081034402520416,0.002916979406564868,9
