model,layer,n_languages,n_concepts,raw_lfs,depth_from_layer0,analytic_null,excess_over_null,var_language_share_total,var_concept_share_total,residual_share_total
OLMo-2-0425-1B,13,128,300,0.9513010599948015,0.028638825672767987,0.2981220657276995,0.653178994267102,0.7637914725850415,0.039099961793487785,0.19710856562147067
OLMo-2-0425-1B,14,128,300,0.9678935658111776,0.01204631985639193,0.2981220657276995,0.6697715000834781,0.7939885318304213,0.0263377518400265,0.17967371632955223
OLMo-2-0425-1B,15,128,300,0.9663299035292169,0.013609982138352628,0.2981220657276995,0.6682078378015174,0.774727024318271,0.026994025075754328,0.1982789506059746
OLMo-2-0425-1B,16,128,300,0.9581800642401272,0.02175982142744226,0.2981220657276995,0.6600579985124277,0.7176145934936802,0.03132041389741547,0.25106499260890436
OLMo-2-1124-7B,0,128,300,0.980539069986036,0.0,0.2981220657276995,0.6824170042583365,0.7519892838626255,0.014924862529659215,0.2330858536077153
OLMo-2-1124-7B,1,128,300,0.9708099286183024,0.009729141367733618,0.2981220657276995,0.6726878628906029,0.7128584365734375,0.021434050101073236,0.26570751332548925
OLMo-2-1124-7B,2,128,300,0.9660325056448781,0.014506564341157935,0.2981220657276995,0.6679104399171786,0.6750865529356473,0.023737295113845758,0.30117615195050695
OLMo-2-1124-7B,3,128,300,0.9600405584360228,0.020498511550013254,0.2981220657276995,0.6619184927083233,0.6418571639096372,0.026715802377610162,0.33142703371275267
OLMo-2-1124-7B,4,128,300,0.9540330429918475,0.02650602699418847,0.2981220657276995,0.655910977264148,0.630740772294249,0.03039017796743791,0.3388690497383131
OLMo-2-1124-7B,5,128,300,0.9431433084825124,0.03739576150352364,0.2981220657276995,0.6450212427548129,0.6100320647142983,0.036775328422827956,0.3531926068628738
OLMo-2-1124-7B,6,128,300,0.9378494336570852,0.04268963632895084,0.2981220657276995,0.6397273679293857,0.628880123236451,0.04167540590021684,0.3294444708633321
OLMo-2-1124-7B,7,128,300,0.9236258431810177,0.05691322680501831,0.2981220657276995,0.6255037774533182,0.6143639110340262,0.0508014430644726,0.3348346459015012
OLMo-2-1124-7B,8,128,300,0.9123590970305426,0.06817997295549338,0.2981220657276995,0.6142370313028431,0.6016437060388505,0.05779368872930794,0.3405626052318415
OLMo-2-1124-7B,9,128,300,0.8902540203455136,0.09028504964052242,0.2981220657276995,0.5921319546178141,0.5691350931854869,0.0701600744618344,0.36070483235267864
OLMo-2-1124-7B,10,128,300,0.871892968474721,0.10864610151131504,0.2981220657276995,0.5737709027470215,0.5456278299501388,0.08016897043541026,0.374203199614451
OLMo-2-1124-7B,11,128,300,0.8593581895195574,0.12118088046647857,0.2981220657276995,0.5612361237918579,0.5357737381339509,0.08768426188055603,0.3765419999854931
OLMo-2-1124-7B,12,128,300,0.8460304941285677,0.13450857585746834,0.2981220657276995,0.5479084284008682,0.5239525622937241,0.09535438459523904,0.38069305311103685
OLMo-2-1124-7B,13,128,300,0.8520868028875491,0.1284522670984869,0.2981220657276995,0.5539647371598496,0.5357981835323729,0.09300886020620125,0.3711929562614259
OLMo-2-1124-7B,14,128,300,0.8682487498616929,0.11229032012434315,0.2981220657276995,0.5701266841339934,0.5684698299633105,0.08626169721005374,0.3452684728266358
OLMo-2-1124-7B,15,128,300,0.8662262428338519,0.11431282715218416,0.2981220657276995,0.5681041771061524,0.5686037926770149,0.08781108436115054,0.34358512296183463
OLMo-2-1124-7B,16,128,300,0.8527209871688555,0.12781808281718054,0.2981220657276995,0.554598921441156,0.5494956739136188,0.09490698789726953,0.3555973381891117
OLMo-2-1124-7B,17,128,300,0.8572172255483614,0.12332184443767458,0.2981220657276995,0.5590951598206619,0.5578162058121827,0.09291290833429049,0.3492708858535268
OLMo-2-1124-7B,18,128,300,0.8773487756530517,0.10319029433298432,0.2981220657276995,0.5792267099253522,0.5963987397339054,0.08337509284479504,0.32022616742129956
OLMo-2-1124-7B,19,128,300,0.882454158238098,0.09808491174793799,0.2981220657276995,0.5843320925103985,0.6022644957548652,0.08022364273081255,0.31751186151432226
OLMo-2-1124-7B,20,128,300,0.9368753244725839,0.04366374551345209,0.2981220657276995,0.6387532587448844,0.728751303093912,0.049101719669991155,0.2221469772360969
OLMo-2-1124-7B,21,128,300,0.9337749085703322,0.04676416141570383,0.2981220657276995,0.6356528428426327,0.7239221572177788,0.05134193541686794,0.2247359073653533
OLMo-2-1124-7B,22,128,300,0.9380394907599976,0.04249957922603842,0.2981220657276995,0.6399174250322981,0.7302981642771063,0.04823853004204256,0.2214633056808512
OLMo-2-1124-7B,23,128,300,0.9474477199055014,0.033091350080534654,0.2981220657276995,0.6493256541778019,0.7560851776793915,0.04193793409167661,0.2019768882289319
OLMo-2-1124-7B,24,128,300,0.9471002456445079,0.03343882434152812,0.2981220657276995,0.6489781799168084,0.7517656765610472,0.04198945128127084,0.206244872157682
OLMo-2-1124-7B,25,128,300,0.9585521296003859,0.021986940385650078,0.2981220657276995,0.6604300638726864,0.7846080777354719,0.03392651574831688,0.18146540651621124
OLMo-2-1124-7B,26,128,300,0.9583342892460069,0.022204780740029073,0.2981220657276995,0.6602122235183074,0.7794431370301037,0.03388802076802716,0.1866688422018692
OLMo-2-1124-7B,27,128,300,0.9582340496276396,0.022305020358396432,0.2981220657276995,0.6601119838999401,0.7727460180178863,0.03368119913033322,0.19357278285178045
OLMo-2-1124-7B,28,128,300,0.9595505363770668,0.02098853360896924,0.2981220657276995,0.6614284706493673,0.7701152610399631,0.03246389643479984,0.1974208425252371
OLMo-2-1124-7B,29,128,300,0.9597368286860322,0.020802241300003854,0.2981220657276995,0.6616147629583327,0.7628609288075366,0.03200377368800407,0.20513529750445925
OLMo-2-1124-7B,30,128,300,0.9617089100983497,0.018830159887686326,0.2981220657276995,0.6635868443706502,0.7615848930897973,0.030323016978243324,0.20809208993195943
OLMo-2-1124-7B,31,128,300,0.9612065947275442,0.0193324752584918,0.2981220657276995,0.6630845289998447,0.751215934231873,0.03031837728084245,0.2184656884872845
OLMo-2-1124-7B,32,128,300,0.9556388954430677,0.024900174542968334,0.2981220657276995,0.6575168297153682,0.727396811141176,0.03376602411986612,0.2388371647389578
Qwen3-0.6B-Base,0,128,300,0.933409176043102,0.0,0.2981220657276995,0.6352871103154025,0.6208567857343443,0.04429286317555133,0.33485035109010436
Qwen3-0.6B-Base,1,128,300,0.9618958754234445,-0.02848669938034243,0.2981220657276995,0.663773809695745,0.7233639849570932,0.028655026080515133,0.24798098896239168
Qwen3-0.6B-Base,2,128,300,0.9530032806722238,-0.01959410462912181,0.2981220657276995,0.6548812149445243,0.7075106643932676,0.03489041516462004,0.2575989204421124
Qwen3-0.6B-Base,3,128,300,0.8201556231310532,0.11325355291204886,0.2981220657276995,0.5220335574033537,0.5658955928715866,0.12409003535736454,0.31001437177104885
Qwen3-0.6B-Base,4,128,300,0.8261102842457788,0.10729889179732321,0.2981220657276995,0.5279882185180793,0.5572766270018056,0.11730234584149621,0.3254210271566982
Qwen3-0.6B-Base,5,128,300,0.7987952065437023,0.13461396949939974,0.2981220657276995,0.5006731408160028,0.5250973426357584,0.13226431694128887,0.34263834042295277
Qwen3-0.6B-Base,6,128,300,0.7746951270594001,0.1587140489837019,0.2981220657276995,0.47657306133170063,0.49176916796801423,0.14302141066216167,0.3652094213698241
Qwen3-0.6B-Base,7,128,300,0.7535262866803315,0.17988288936277053,0.2981220657276995,0.455404220952632,0.47573073858491416,0.15560853516590778,0.36866072624917806
Qwen3-0.6B-Base,8,128,300,0.7275324580993134,0.2058767179437886,0.2981220657276995,0.42941039237161394,0.44265659588743705,0.16577893294639984,0.3915644711661631
Qwen3-0.6B-Base,9,128,300,0.7674905648130621,0.16591861123003993,0.2981220657276995,0.4693684990853626,0.4908813327531077,0.14871132839272902,0.3604073388541633
Qwen3-0.6B-Base,10,128,300,0.7670447493600691,0.16636442668303297,0.2981220657276995,0.46892268363236955,0.4968563162170629,0.15089769895816735,0.35224598482476976
Qwen3-0.6B-Base,11,128,300,0.7641513843465216,0.1692577916965804,0.2981220657276995,0.46602931861882213,0.4946726595071428,0.1526763732112516,0.3526509672816056
