model,flores_code,mexa_shared,aar_shared,q_L,r_content,log_tokens,macro_family_g,script_g,fertility,acc_native,acc_trans,acc
Mistral-7B-v0.3,afr_Latn,0.13866666666666666,-0.130199905608106,0.28847535011767667,,9.04883387717687,Indo-European,Latn,1.465,,0.5,0.5
Mistral-7B-v0.3,ces_Latn,0.064,-0.1601509120598375,0.28847535011767667,,10.755192300065602,Balto-Slavic,Latn,1.8581,,0.5266666666666666,0.5266666666666666
Mistral-7B-v0.3,fra_Latn,0.2653333333333333,-0.10186078875192511,0.28847535011767667,,11.504243358607456,Indo-European,Latn,1.3019,0.5274463007159904,0.6233333333333333,0.5753898170246619
Mistral-7B-v0.3,mal_Mlym,0.0,-0.27671321850725605,0.28847535011767667,,9.322334431411548,Dravidian,other,9.1366,,0.2833333333333333,0.2833333333333333
Mistral-7B-v0.3,por_Latn,0.23,-0.09171813279685861,0.28847535011767667,,11.136535917638877,Indo-European,Latn,1.3473,0.49909255898366606,0.6333333333333333,0.5662129461584997
Mistral-7B-v0.3,swh_Latn,0.025333333333333333,-0.20707886837752862,0.28847535011767667,,7.487255902011655,Atlantic-Congo,Latn,1.7241,,0.2633333333333333,0.2633333333333333
Mistral-7B-v0.3,tur_Latn,0.020666666666666667,-0.22114770088733554,0.28847535011767667,,10.808162253319553,Turkic,Latn,1.988,0.3613138686131387,0.41333333333333333,0.38732360097323604
Mistral-7B-v0.3,yor_Latn,0.006,-0.3009047309781649,0.28847535011767667,,4.632892380992985,Atlantic-Congo,Latn,2.6017,,0.25666666666666665,0.25666666666666665
Mistral-7B-v0.3,als_Latn,0.024666666666666667,-0.22523741781878756,0.28847535011767667,,9.562161153905935,Indo-European,Latn,1.9624,,0.32,0.32
Mistral-7B-v0.3,azj_Latn,0.006666666666666667,-0.26232055948922456,0.28847535011767667,,9.545721659518483,Turkic,Latn,2.3203,,0.31333333333333335,0.31333333333333335
Mistral-7B-v0.3,hrv_Latn,0.05333333333333334,-0.16856060748335472,0.28847535011767667,,7.610626216540094,Balto-Slavic,Latn,1.7132,,0.5366666666666666,0.5366666666666666
Mistral-7B-v0.3,jpn_Jpan,0.011333333333333334,-0.21671829645304,0.28847535011767667,,11.032916144087627,other,other,4.4367,0.49500998003992014,0.42333333333333334,0.45917165668662674
Mistral-7B-v0.3,kir_Cyrl,0.009333333333333334,-0.27414053639427094,0.28847535011767667,,8.70022124395045,Turkic,Cyrl,2.4157,,0.31333333333333335,0.31333333333333335
Mistral-7B-v0.3,mar_Deva,0.0006666666666666666,-0.43014258431757135,0.28847535011767667,,9.291197362643686,Indo-European,Deva,4.3281,,0.31666666666666665,0.31666666666666665
Mistral-7B-v0.3,tam_Taml,0.0006666666666666666,-0.44658902350554397,0.28847535011767667,,9.641283555217916,Dravidian,other,4.6357,0.25272727272727274,0.26666666666666666,0.2596969696969697
Mistral-7B-v0.3,ukr_Cyrl,0.03266666666666666,-0.18359225152476047,0.28847535011767667,,10.582360317494818,Balto-Slavic,Cyrl,1.8431,0.5309090909090909,0.53,0.5304545454545455
Mistral-7B-v0.3,zho_Hans,0.068,-0.13015635191283928,0.28847535011767667,,11.356131798505956,Sino-Tibetan,other,4.1507,0.42385321100917434,0.64,0.5319266055045871
Mistral-7B-v0.3,amh_Ethi,0.002,-0.23380626081715714,0.28847535011767667,,8.5541337799261,Afro-Asiatic,other,9.2196,,0.2866666666666667,0.2866666666666667
Mistral-7B-v0.3,dan_Latn,0.164,-0.11432030855960408,0.28847535011767667,,10.360245901721395,Indo-European,Latn,1.5,,0.5566666666666666,0.5566666666666666
Mistral-7B-v0.3,hun_Latn,0.035333333333333335,-0.20397233472493947,0.28847535011767667,,10.637669631397417,Uralic,Latn,1.7772,0.3527272727272727,0.4866666666666667,0.4196969696969697
Mistral-7B-v0.3,kor_Hang,0.0033333333333333335,-0.27756101998235416,0.28847535011767667,,10.393846195528992,other,other,4.7549,0.424,0.53,0.477
Mistral-7B-v0.3,mkd_Cyrl,0.023333333333333334,-0.20107358630772287,0.28847535011767667,,9.301746425904852,Balto-Slavic,Cyrl,1.8058,,0.45666666666666667,0.45666666666666667
Mistral-7B-v0.3,ron_Latn,0.096,-0.13287196043851626,0.28847535011767667,,10.598220789235437,Indo-European,Latn,1.5271,,0.5466666666666666,0.5466666666666666
Mistral-7B-v0.3,som_Latn,0.02,-0.2527909975537859,0.28847535011767667,,3.7819706739125523,Afro-Asiatic,Latn,1.7756,,0.3,0.3
Mistral-7B-v0.3,tel_Telu,0.0006666666666666666,-0.35382666646510796,0.28847535011767667,,9.195061276656201,Dravidian,other,6.8033,0.28832116788321166,0.25666666666666665,0.27249391727493916
Mistral-7B-v0.3,urd_Arab,0.0006666666666666666,-0.3697917171119441,0.28847535011767667,,9.431854501264098,Indo-European,Arab,4.1239,0.26704545454545453,0.35333333333333333,0.31018939393939393
Mistral-7B-v0.3,zho_Hant,,,,,11.356131798505956,Sino-Tibetan,other,4.1507,,0.5733333333333334,0.5733333333333334
Mistral-7B-v0.3,ben_Beng,0.0,-0.4268990352227174,0.28847535011767667,,9.981044874347496,Indo-European,other,4.7725,0.30474452554744524,0.33666666666666667,0.32070559610705596
Mistral-7B-v0.3,deu_Latn,0.19133333333333333,-0.11327616713969112,0.28847535011767667,,11.552705133249123,Indo-European,Latn,1.3,0.4028776978417266,0.5233333333333333,0.46310551558753
Mistral-7B-v0.3,hye_Armn,0.0006666666666666666,-0.4356050391504393,0.28847535011767667,,9.379338026785135,Indo-European,other,4.4773,,0.2633333333333333,0.2633333333333333
Mistral-7B-v0.3,kan_Knda,0.0,-0.40862869357933707,0.28847535011767667,,9.094221311622814,Dravidian,other,5.6977,,0.2733333333333333,0.2733333333333333
Mistral-7B-v0.3,lao_Laoo,0.0013333333333333333,-0.22787030331944058,0.28847535011767667,,8.225972821174405,Tai-Kadai,other,9.7567,,0.29,0.29
Mistral-7B-v0.3,rus_Cyrl,0.05733333333333333,-0.1723573886216117,0.28847535011767667,,11.867586387163913,Balto-Slavic,Cyrl,1.7156,0.4365942028985507,0.6166666666666667,0.5266304347826087
Mistral-7B-v0.3,zsm_Latn,0.058,-0.1832632033316132,0.28847535011767667,,7.287263587861631,Austronesian,Latn,1.6127,0.4291417165668663,0.53,0.47957085828343315
Mistral-7B-v0.3,arb_Arab,0.0,-0.35039401495524913,0.28847535011767667,,10.841073612355865,Afro-Asiatic,Arab,3.7678,0.43478260869565216,0.36,0.3973913043478261
Mistral-7B-v0.3,ell_Grek,0.0,-0.4294124222573894,0.28847535011767667,,10.634956550916772,Indo-European,other,4.0826,0.3278985507246377,0.35,0.33894927536231884
Mistral-7B-v0.3,guj_Gujr,0.0,-0.28157358365682955,0.28847535011767667,,9.053743034427566,Indo-European,other,8.6059,,0.28,0.28
Mistral-7B-v0.3,kat_Geor,0.0013333333333333333,-0.40608795358787975,0.28847535011767667,,9.417907523376437,other,other,4.1277,0.278,0.29,0.28400000000000003
Mistral-7B-v0.3,pan_Guru,0.0,-0.28394797587402004,0.28847535011767667,,8.861860543889303,Indo-European,other,9.7603,,0.26,0.26
Mistral-7B-v0.3,spa_Latn,0.292,-0.08473248607211437,0.28847535011767667,,11.572692346038526,Indo-European,Latn,1.2834,0.5418181818181819,0.66,0.600909090909091
Mistral-7B-v0.3,uzn_Latn,0.013333333333333334,-0.28033557806308046,0.28847535011767667,,7.876511046298704,Turkic,Latn,1.778,,0.36666666666666664,0.36666666666666664
Mistral-7B-v0.3,arb_Latn,,,,,10.841073612355865,Afro-Asiatic,Latn,3.7678,,0.27666666666666667,0.27666666666666667
Mistral-7B-v0.3,eng_Latn,,,0.28847535011767667,,12.454382979077453,Indo-European,Latn,1.0,,0.7666666666666667,0.7666666666666667
Mistral-7B-v0.3,kaz_Cyrl,0.006,-0.2796948051465236,0.28847535011767667,,9.447543326977344,Turkic,Cyrl,2.4568,,0.31666666666666665,0.31666666666666665
Mistral-7B-v0.3,lit_Latn,0.016,-0.23940824570685587,0.28847535011767667,,10.153726802927073,Balto-Slavic,Latn,1.9341,,0.30666666666666664,0.30666666666666664
Mistral-7B-v0.3,mya_Mymr,0.0006666666666666666,-0.31875795880236135,0.28847535011767667,,8.94576714414124,Sino-Tibetan,other,7.485,,0.28,0.28
Mistral-7B-v0.3,pbt_Arab,0.0,-0.40504301737432136,0.28847535011767667,,8.559915920992061,Indo-European,Arab,4.4362,,0.2833333333333333,0.2833333333333333
Mistral-7B-v0.3,srp_Cyrl,0.02266666666666667,-0.2628728273428668,0.28847535011767667,,9.664593347362308,Balto-Slavic,Cyrl,1.8288,,0.51,0.51
Mistral-7B-v0.3,tha_Thai,0.008,-0.3546445272358713,0.28847535011767667,,10.196379987855126,Tai-Kadai,other,3.9367,,0.3433333333333333,0.3433333333333333
Mistral-7B-v0.3,vie_Latn,0.01,-0.27605266812480683,0.28847535011767667,,10.743353922054286,other,Latn,2.5754,0.37636363636363634,0.4766666666666667,0.4265151515151515
Mistral-7B-v0.3,bul_Cyrl,0.04466666666666667,-0.17897646392498465,0.28847535011767667,,10.360175858097726,Balto-Slavic,Cyrl,1.7556,0.5636363636363636,0.5333333333333333,0.5484848484848485
Mistral-7B-v0.3,est_Latn,0.051333333333333335,-0.18892455416982387,0.28847535011767667,,9.944761723531126,Uralic,Latn,1.7697,0.25892857142857145,0.37,0.31446428571428575
Mistral-7B-v0.3,ind_Latn,0.056,-0.17986156367189937,0.28847535011767667,,10.081454105942349,Austronesian,Latn,1.6053,0.48,0.54,0.51
Mistral-7B-v0.3,nld_Latn,0.18866666666666668,-0.10723057241491603,0.28847535011767667,,10.903264809073452,Indo-European,Latn,1.3522,0.5099818511796733,0.5666666666666667,0.53832425892317
Mistral-7B-v0.3,pes_Arab,0.002,-0.346841566973503,0.28847535011767667,,10.662263375070816,Indo-European,Arab,4.004,0.31386861313868614,0.37666666666666665,0.3452676399026764
Mistral-7B-v0.3,sin_Sinh,,,,,8.944625322846782,Indo-European,other,6.9151,,0.2866666666666667,0.2866666666666667
Mistral-7B-v0.3,cat_Latn,0.19866666666666666,-0.1078265930733963,0.28847535011767667,,10.097961053275002,Indo-European,Latn,1.3663,,0.64,0.64
Mistral-7B-v0.3,eus_Latn,0.037333333333333336,-0.21086535548790783,0.28847535011767667,,9.101082328203272,other,Latn,1.6714,,0.29,0.29
Mistral-7B-v0.3,heb_Hebr,0.0013333333333333333,-0.31751875812052344,0.28847535011767667,,9.693476506485494,Afro-Asiatic,other,4.0468,0.42363636363636364,0.29333333333333333,0.3584848484848485
Mistral-7B-v0.3,isl_Latn,0.03,-0.23791918274865428,0.28847535011767667,,9.371177412080817,Indo-European,Latn,1.9896,,0.3433333333333333,0.3433333333333333
Mistral-7B-v0.3,khk_Cyrl,0.004,-0.3133892765578478,0.28847535011767667,,9.267328434893145,other,Cyrl,2.733,,0.26,0.26
Mistral-7B-v0.3,nob_Latn,0.162,-0.12163610261746671,0.28847535011767667,,10.265445888776227,Indo-European,Latn,1.5038,,0.53,0.53
Mistral-7B-v0.3,plt_Latn,0.023333333333333334,-0.30735641824939736,0.28847535011767667,,8.15437957359287,Austronesian,Latn,1.7082,,0.2866666666666667,0.2866666666666667
Mistral-7B-v0.3,slk_Latn,0.054,-0.19368832982195788,0.28847535011767667,,10.215972316299656,Balto-Slavic,Latn,1.8175,,0.45666666666666667,0.45666666666666667
bloom-1b7,fin_Latn,0.03133333333333333,-0.13596351466912432,0.10106921235761135,,10.461273505456898,Uralic,Latn,1.6705,0.22141560798548093,0.27,0.24570780399274048
bloom-1b7,hin_Deva,0.9046666666666666,-0.0009988445807014952,0.10106921235761135,,10.225085947081105,Indo-European,Deva,1.2613,0.2449725776965265,0.2733333333333333,0.2591529555149299
bloom-1b7,ita_Latn,0.758,0.013802580178303811,0.10106921235761135,,11.218657350111846,Indo-European,Latn,1.2931,0.28832116788321166,0.26666666666666666,0.27749391727493916
bloom-1b7,khm_Khmr,0.005333333333333333,-0.10099655618864595,0.10106921235761135,,8.873125289337338,other,other,5.0014,,0.26,0.26
bloom-1b7,lvs_Latn,0.029333333333333333,-0.11143282401519004,0.10106921235761135,,9.894602930159628,Balto-Slavic,Latn,1.9751,,0.25,0.25
bloom-1b7,npi_Deva,0.7706666666666667,-0.003974692388863289,0.10106921235761135,,9.314204818644845,Indo-European,Deva,1.1422,,0.23666666666666666,0.23666666666666666
bloom-1b7,pol_Latn,0.032,-0.09792193163351759,0.10106921235761135,,11.069183544489329,Balto-Slavic,Latn,2.0183,0.25,0.24666666666666667,0.24833333333333335
bloom-1b7,slv_Latn,0.035333333333333335,-0.10219395172236695,0.10106921235761135,,9.903501694149961,Balto-Slavic,Latn,1.7412,,0.27,0.27
bloom-1b7,swe_Latn,0.13733333333333334,-0.08026721923808705,0.10106921235761135,,10.585304823582218,Indo-European,Latn,1.5766,,0.2633333333333333,0.2633333333333333
bloom-1b7,afr_Latn,0.098,-0.11383738645899714,0.10106921235761135,,9.04883387717687,Indo-European,Latn,1.5183,,0.23666666666666666,0.23666666666666666
bloom-1b7,ces_Latn,0.04133333333333333,-0.08557423399501922,0.10106921235761135,,10.755192300065602,Balto-Slavic,Latn,2.0292,,0.25666666666666665,0.25666666666666665
bloom-1b7,fra_Latn,0.9693333333333334,0.022971662788814403,0.10106921235761135,,11.504243358607456,Indo-European,Latn,1.0153,0.2649164677804296,0.2733333333333333,0.26912490055688143
bloom-1b7,mal_Mlym,0.6893333333333334,-0.022526426337872968,0.10106921235761135,,9.322334431411548,Dravidian,other,1.1939,,0.27,0.27
bloom-1b7,por_Latn,0.9826666666666667,0.05316645004332038,0.10106921235761135,,11.136535917638877,Indo-European,Latn,1.0141,0.25226860254083483,0.2633333333333333,0.25780096793708407
bloom-1b7,swh_Latn,0.6073333333333333,-0.025012332167402118,0.10106921235761135,,7.487255902011655,Atlantic-Congo,Latn,1.0901,,0.2633333333333333,0.2633333333333333
bloom-1b7,tur_Latn,0.024666666666666667,-0.14859291499619498,0.10106921235761135,,10.808162253319553,Turkic,Latn,1.7719,0.2755474452554745,0.27,0.27277372262773725
bloom-1b7,yor_Latn,0.016,-0.13344488668535803,0.10106921235761135,,4.632892380992985,Atlantic-Congo,Latn,2.2114,,0.23,0.23
bloom-1b7,als_Latn,0.04,-0.09853540790467102,0.10106921235761135,,9.562161153905935,Indo-European,Latn,1.8128,,0.25,0.25
bloom-1b7,azj_Latn,0.018666666666666668,-0.14129324880164887,0.10106921235761135,,9.545721659518483,Turkic,Latn,1.9969,,0.26666666666666666,0.26666666666666666
bloom-1b7,hrv_Latn,0.04133333333333333,-0.09448653084354097,0.10106921235761135,,7.610626216540094,Balto-Slavic,Latn,1.7581,,0.21,0.21
bloom-1b7,jpn_Jpan,0.30533333333333335,-0.03939212907184467,0.10106921235761135,,11.032916144087627,other,other,3.9055,0.2714570858283433,0.24666666666666667,0.259061876247505
bloom-1b7,kir_Cyrl,0.0033333333333333335,-0.1624651022869814,0.10106921235761135,,8.70022124395045,Turkic,Cyrl,2.7978,,0.24,0.24
bloom-1b7,mar_Deva,0.764,-0.008732318246804226,0.10106921235761135,,9.291197362643686,Indo-European,Deva,1.1994,,0.24666666666666667,0.24666666666666667
bloom-1b7,tam_Taml,0.6686666666666666,-0.02219854734171463,0.10106921235761135,,9.641283555217916,Dravidian,other,1.0547,0.27636363636363637,0.26666666666666666,0.2715151515151515
bloom-1b7,ukr_Cyrl,0.014,-0.0735080379479551,0.10106921235761135,,10.582360317494818,Balto-Slavic,Cyrl,2.5494,0.2509090909090909,0.2633333333333333,0.2571212121212121
bloom-1b7,zho_Hans,0.922,-0.005999433413438143,0.10106921235761135,,11.356131798505956,Sino-Tibetan,other,2.5662,0.25504587155963304,0.24666666666666667,0.25085626911314984
bloom-1b7,amh_Ethi,0.002,-0.10910075878392211,0.10106921235761135,,8.5541337799261,Afro-Asiatic,other,7.2607,,0.2833333333333333,0.2833333333333333
bloom-1b7,dan_Latn,0.12933333333333333,-0.08222305848612041,0.10106921235761135,,10.360245901721395,Indo-European,Latn,1.5482,,0.25333333333333335,0.25333333333333335
bloom-1b7,hun_Latn,0.022,-0.12730572219728542,0.10106921235761135,,10.637669631397417,Uralic,Latn,1.8404,0.24363636363636362,0.2,0.2218181818181818
bloom-1b7,kor_Hang,0.011333333333333334,-0.11398708537310959,0.10106921235761135,,10.393846195528992,other,other,5.3954,0.228,0.25333333333333335,0.2406666666666667
bloom-1b7,mkd_Cyrl,0.019333333333333334,-0.08631973839886015,0.10106921235761135,,9.301746425904852,Balto-Slavic,Cyrl,2.2529,,0.21,0.21
bloom-1b7,ron_Latn,0.18333333333333332,-0.05742219289784966,0.10106921235761135,,10.598220789235437,Indo-European,Latn,1.6284,,0.21666666666666667,0.21666666666666667
bloom-1b7,som_Latn,0.024666666666666667,-0.23094169336696108,0.10106921235761135,,3.7819706739125523,Afro-Asiatic,Latn,1.6694,,0.19666666666666666,0.19666666666666666
bloom-1b7,tel_Telu,0.636,-0.03174484413820178,0.10106921235761135,,9.195061276656201,Dravidian,other,1.2417,0.23175182481751824,0.25,0.2408759124087591
bloom-1b7,urd_Arab,0.816,-0.008248317237373721,0.10106921235761135,,9.431854501264098,Indo-European,Arab,1.3231,0.33238636363636365,0.22333333333333333,0.27785984848484846
bloom-1b7,zho_Hant,,,,,11.356131798505956,Sino-Tibetan,other,2.5662,,0.23333333333333334,0.23333333333333334
bloom-1b7,ben_Beng,0.8926666666666667,0.004731563645209782,0.10106921235761135,,9.981044874347496,Indo-European,other,1.2106,0.28102189781021897,0.31,0.2955109489051095
bloom-1b7,deu_Latn,0.2773333333333333,-0.11181757462840809,0.10106921235761135,,11.552705133249123,Indo-European,Latn,1.4099,0.2302158273381295,0.20666666666666667,0.2184412470023981
bloom-1b7,hye_Armn,0.0026666666666666666,-0.12585586263650883,0.10106921235761135,,9.379338026785135,Indo-European,other,3.7045,,0.27,0.27
bloom-1b7,kan_Knda,0.5993333333333334,-0.024092023228633953,0.10106921235761135,,9.094221311622814,Dravidian,other,1.197,,0.24666666666666667,0.24666666666666667
bloom-1b7,lao_Laoo,0.0033333333333333335,-0.0883220926745021,0.10106921235761135,,8.225972821174405,Tai-Kadai,other,7.986,,0.26,0.26
bloom-1b7,rus_Cyrl,0.19666666666666666,-0.05254204727394069,0.10106921235761135,,11.867586387163913,Balto-Slavic,Cyrl,2.2388,0.24094202898550723,0.25,0.2454710144927536
bloom-1b7,zsm_Latn,0.9313333333333333,0.03408776958317493,0.10106921235761135,,7.287263587861631,Austronesian,Latn,0.9466,0.25149700598802394,0.25333333333333335,0.2524151696606787
bloom-1b7,arb_Arab,0.9386666666666666,0.007778599815562826,0.10106921235761135,,10.841073612355865,Afro-Asiatic,Arab,1.2181,0.21920289855072464,0.26,0.2396014492753623
bloom-1b7,ell_Grek,0.004,-0.08453961372985454,0.10106921235761135,,10.634956550916772,Indo-European,other,2.9728,0.29347826086956524,0.26,0.2767391304347826
bloom-1b7,guj_Gujr,0.712,-0.006866677955610559,0.10106921235761135,,9.053743034427566,Indo-European,other,1.352,,0.2633333333333333,0.2633333333333333
bloom-1b7,kat_Geor,0.0033333333333333335,-0.13837777918826674,0.10106921235761135,,9.417907523376437,other,other,4.2148,0.254,0.27,0.262
bloom-1b7,pan_Guru,0.6366666666666667,-0.011597374787238037,0.10106921235761135,,8.861860543889303,Indo-European,other,1.3677,,0.27666666666666667,0.27666666666666667
bloom-1b7,spa_Latn,0.9813333333333333,0.03839269688914624,0.10106921235761135,,11.572692346038526,Indo-European,Latn,0.9971,0.24909090909090909,0.29,0.26954545454545453
bloom-1b7,uzn_Latn,0.014666666666666666,-0.17202258247759766,0.10106921235761135,,7.876511046298704,Turkic,Latn,1.7097,,0.25666666666666665,0.25666666666666665
bloom-1b7,arb_Latn,,,,,10.841073612355865,Afro-Asiatic,Latn,1.2181,,0.24666666666666667,0.24666666666666667
bloom-1b7,eng_Latn,,,0.10106921235761135,,12.454382979077453,Indo-European,Latn,1.0,,0.31333333333333335,0.31333333333333335
bloom-1b7,kaz_Cyrl,0.004666666666666667,-0.1477970842210731,0.10106921235761135,,9.447543326977344,Turkic,Cyrl,2.9647,,0.22666666666666666,0.22666666666666666
bloom-1b7,lit_Latn,0.028666666666666667,-0.11973920295068552,0.10106921235761135,,10.153726802927073,Balto-Slavic,Latn,1.8931,,0.23,0.23
bloom-1b7,mya_Mymr,0.0013333333333333333,-0.10442655188387555,0.10106921235761135,,8.94576714414124,Sino-Tibetan,other,8.5236,,0.26666666666666666,0.26666666666666666
bloom-1b7,pbt_Arab,0.007333333333333333,-0.12141269627492955,0.10106921235761135,,8.559915920992061,Indo-European,Arab,2.6877,,0.2633333333333333,0.2633333333333333
bloom-1b7,srp_Cyrl,0.008,-0.1070207657351273,0.10106921235761135,,9.664593347362308,Balto-Slavic,Cyrl,2.4338,,0.2633333333333333,0.2633333333333333
bloom-1b7,tha_Thai,0.01,-0.08353431171907671,0.10106921235761135,,10.196379987855126,Tai-Kadai,other,4.3353,,0.26,0.26
bloom-1b7,vie_Latn,0.9673333333333334,0.01852584889214606,0.10106921235761135,,10.743353922054286,other,Latn,1.1413,0.27090909090909093,0.22333333333333333,0.24712121212121213
bloom-1b7,bul_Cyrl,0.016,-0.08151675711557514,0.10106921235761135,,10.360175858097726,Balto-Slavic,Cyrl,2.2848,0.24363636363636362,0.2733333333333333,0.2584848484848485
bloom-1b7,est_Latn,0.037333333333333336,-0.14733851757699137,0.10106921235761135,,9.944761723531126,Uralic,Latn,1.7028,0.23214285714285715,0.21,0.22107142857142859
bloom-1b7,ind_Latn,0.9846666666666667,0.06092221454051711,0.10106921235761135,,10.081454105942349,Austronesian,Latn,0.8461,0.26,0.24333333333333335,0.2516666666666667
bloom-1b7,nld_Latn,0.14333333333333334,-0.098152319833438,0.10106921235761135,,10.903264809073452,Indo-European,Latn,1.4488,0.2613430127041742,0.19666666666666666,0.22900483968542043
bloom-1b7,pes_Arab,0.044,-0.08304431515307785,0.10106921235761135,,10.662263375070816,Indo-European,Arab,1.7821,0.2208029197080292,0.26,0.24040145985401462
bloom-1b7,sin_Sinh,,,,,8.944625322846782,Indo-European,other,7.5809,,0.26666666666666666,0.26666666666666666
bloom-1b7,cat_Latn,0.9826666666666667,0.03222675595629764,0.10106921235761135,,10.097961053275002,Indo-European,Latn,1.0421,,0.2866666666666667,0.2866666666666667
bloom-1b7,eus_Latn,0.8186666666666667,-0.0018185790361178622,0.10106921235761135,,9.101082328203272,other,Latn,1.0313,,0.22666666666666666,0.22666666666666666
bloom-1b7,heb_Hebr,0.009333333333333334,-0.10991548566988946,0.10106921235761135,,9.693476506485494,Afro-Asiatic,other,3.4849,0.24,0.2733333333333333,0.25666666666666665
bloom-1b7,isl_Latn,0.028666666666666667,-0.1283908139128051,0.10106921235761135,,9.371177412080817,Indo-European,Latn,1.9114,,0.23333333333333334,0.23333333333333334
bloom-1b7,khk_Cyrl,0.004666666666666667,-0.15460235244600715,0.10106921235761135,,9.267328434893145,other,Cyrl,3.1115,,0.26,0.26
bloom-1b7,nob_Latn,0.112,-0.07905404771890476,0.10106921235761135,,10.265445888776227,Indo-European,Latn,1.5488,,0.27666666666666667,0.27666666666666667
bloom-1b7,plt_Latn,0.028666666666666667,-0.1634030046729952,0.10106921235761135,,8.15437957359287,Austronesian,Latn,1.6069,,0.29,0.29
bloom-1b7,slk_Latn,0.04,-0.09638007244327976,0.10106921235761135,,10.215972316299656,Balto-Slavic,Latn,1.8798,,0.25666666666666665,0.25666666666666665
bloom-7b1,fin_Latn,0.04733333333333333,-0.1150605773550352,0.11581730369470478,,10.461273505456898,Uralic,Latn,1.6705,0.2323049001814882,0.25,0.2411524500907441
bloom-7b1,hin_Deva,0.9206666666666666,0.0044729183136391,0.11581730369470478,,10.225085947081105,Indo-European,Deva,1.2613,0.2413162705667276,0.22666666666666666,0.23399146861669712
bloom-7b1,ita_Latn,0.914,0.038032842287215776,0.11581730369470478,,11.218657350111846,Indo-European,Latn,1.2931,0.2518248175182482,0.24,0.2459124087591241
bloom-7b1,khm_Khmr,0.010666666666666666,-0.07517175087820263,0.11581730369470478,,8.873125289337338,other,other,5.0014,,0.22333333333333333,0.22333333333333333
bloom-7b1,lvs_Latn,0.03933333333333333,-0.08830898099080861,0.11581730369470478,,9.894602930159628,Balto-Slavic,Latn,1.9751,,0.26666666666666666,0.26666666666666666
bloom-7b1,npi_Deva,0.86,0.005658751570994615,0.11581730369470478,,9.314204818644845,Indo-European,Deva,1.1422,,0.24333333333333335,0.24333333333333335
bloom-7b1,pol_Latn,0.10933333333333334,-0.05969957293949908,0.11581730369470478,,11.069183544489329,Balto-Slavic,Latn,2.0183,0.2664233576642336,0.25666666666666665,0.2615450121654501
bloom-7b1,slv_Latn,0.07733333333333334,-0.07311291743974778,0.11581730369470478,,9.903501694149961,Balto-Slavic,Latn,1.7412,,0.22333333333333333,0.22333333333333333
bloom-7b1,swe_Latn,0.30866666666666664,-0.041515595888172024,0.11581730369470478,,10.585304823582218,Indo-European,Latn,1.5766,,0.24,0.24
bloom-7b1,afr_Latn,0.20866666666666667,-0.06041789246768065,0.11581730369470478,,9.04883387717687,Indo-European,Latn,1.5183,,0.27,0.27
bloom-7b1,ces_Latn,0.104,-0.05525528705058522,0.11581730369470478,,10.755192300065602,Balto-Slavic,Latn,2.0292,,0.20666666666666667,0.20666666666666667
bloom-7b1,fra_Latn,0.9726666666666667,0.03402246383764025,0.11581730369470478,,11.504243358607456,Indo-European,Latn,1.0153,0.2386634844868735,0.23333333333333334,0.23599840891010343
bloom-7b1,mal_Mlym,0.7853333333333333,-0.01634150500709154,0.11581730369470478,,9.322334431411548,Dravidian,other,1.1939,,0.23,0.23
bloom-7b1,por_Latn,0.986,0.06405954797697128,0.11581730369470478,,11.136535917638877,Indo-European,Latn,1.0141,0.22141560798548093,0.24666666666666667,0.2340411373260738
bloom-7b1,swh_Latn,0.8286666666666667,-0.0057592628970733655,0.11581730369470478,,7.487255902011655,Atlantic-Congo,Latn,1.0901,,0.25333333333333335,0.25333333333333335
bloom-7b1,tur_Latn,0.04666666666666667,-0.1346560672884461,0.11581730369470478,,10.808162253319553,Turkic,Latn,1.7719,0.25547445255474455,0.23666666666666666,0.24607055961070562
bloom-7b1,yor_Latn,0.04733333333333333,-0.10165729799332622,0.11581730369470478,,4.632892380992985,Atlantic-Congo,Latn,2.2114,,0.24333333333333335,0.24333333333333335
bloom-7b1,als_Latn,0.06666666666666667,-0.08440680540129383,0.11581730369470478,,9.562161153905935,Indo-European,Latn,1.8128,,0.26,0.26
bloom-7b1,azj_Latn,0.02666666666666667,-0.13151402287833017,0.11581730369470478,,9.545721659518483,Turkic,Latn,1.9969,,0.25333333333333335,0.25333333333333335
bloom-7b1,hrv_Latn,0.1,-0.06331570445508099,0.11581730369470478,,7.610626216540094,Balto-Slavic,Latn,1.7581,,0.23,0.23
bloom-7b1,jpn_Jpan,0.5313333333333333,-0.02498337655146979,0.11581730369470478,,11.032916144087627,other,other,3.9055,0.25349301397205587,0.22333333333333333,0.2384131736526946
bloom-7b1,kir_Cyrl,0.005333333333333333,-0.13266563624792743,0.11581730369470478,,8.70022124395045,Turkic,Cyrl,2.7978,,0.24666666666666667,0.24666666666666667
bloom-7b1,mar_Deva,0.8593333333333333,0.0017728371266460016,0.11581730369470478,,9.291197362643686,Indo-European,Deva,1.1994,,0.24666666666666667,0.24666666666666667
bloom-7b1,tam_Taml,0.7746666666666666,-0.017644445461505516,0.11581730369470478,,9.641283555217916,Dravidian,other,1.0547,0.19090909090909092,0.24,0.21545454545454545
bloom-7b1,ukr_Cyrl,0.1,-0.048040492487189966,0.11581730369470478,,10.582360317494818,Balto-Slavic,Cyrl,2.5494,0.25636363636363635,0.25333333333333335,0.2548484848484849
