flores_code,model,fertility
guj_Gujr,salamandra-7b,11.1886
hau_Latn,salamandra-2b,1.572
hau_Latn,salamandra-7b,1.572
heb_Hebr,salamandra-2b,7.2925
heb_Hebr,salamandra-7b,7.2925
hin_Deva,salamandra-2b,10.5921
hin_Deva,salamandra-7b,10.5921
hin_Latn^,salamandra-2b,10.5921
hin_Latn^,salamandra-7b,10.5921
hrv_Latn,salamandra-2b,0.9934
hrv_Latn,salamandra-7b,0.9934
hun_Latn,salamandra-2b,1.1512
hun_Latn,salamandra-7b,1.1512
hye_Armn,salamandra-2b,7.6473
hye_Armn,salamandra-7b,7.6473
ibo_Latn,salamandra-2b,2.8091
ibo_Latn,salamandra-7b,2.8091
ind_Latn,salamandra-2b,1.3328
ind_Latn,salamandra-7b,1.3328
isl_Latn,salamandra-2b,1.681
isl_Latn,salamandra-7b,1.681
ita_Latn,salamandra-2b,0.9546
ita_Latn,salamandra-7b,0.9546
jpn_Jpan,salamandra-2b,11.6856
jpn_Jpan,salamandra-7b,11.6856
kan_Knda,salamandra-2b,11.4753
kan_Knda,salamandra-7b,11.4753
kat_Geor,salamandra-2b,11.0643
kat_Geor,salamandra-7b,11.0643
kaz_Cyrl,salamandra-2b,2.3945
kaz_Cyrl,salamandra-7b,2.3945
khk_Cyrl,salamandra-2b,2.5557
khk_Cyrl,salamandra-7b,2.5557
khm_Khmr,salamandra-2b,11.439
khm_Khmr,salamandra-7b,11.439
kin_Latn,salamandra-2b,1.5569
kin_Latn,salamandra-7b,1.5569
kir_Cyrl,salamandra-2b,2.2448
kir_Cyrl,salamandra-7b,2.2448
kor_Hang,salamandra-2b,10.2019
kor_Hang,salamandra-7b,10.2019
lao_Laoo,salamandra-2b,10.9973
lao_Laoo,salamandra-7b,10.9973
lit_Latn,salamandra-2b,1.0555
lit_Latn,salamandra-7b,1.0555
lvs_Latn,salamandra-2b,1.1257
lvs_Latn,salamandra-7b,1.1257
mal_Mlym,salamandra-2b,11.7708
mal_Mlym,salamandra-7b,11.7708
mar_Deva,salamandra-2b,11.2092
mar_Deva,salamandra-7b,11.2092
mkd_Cyrl,salamandra-2b,1.3327
mkd_Cyrl,salamandra-7b,1.3327
mlt_Latn,salamandra-2b,1.2252
mlt_Latn,salamandra-7b,1.2252
mri_Latn,salamandra-2b,1.6729
mri_Latn,salamandra-7b,1.6729
mya_Mymr,salamandra-2b,12.0769
mya_Mymr,salamandra-7b,12.0769
nld_Latn,salamandra-2b,0.9794
nld_Latn,salamandra-7b,0.9794
nob_Latn,salamandra-2b,1.011
nob_Latn,salamandra-7b,1.011
npi_Deva,salamandra-2b,10.7609
npi_Deva,salamandra-7b,10.7609
npi_Latn^,salamandra-2b,10.7609
npi_Latn^,salamandra-7b,10.7609
nso_Latn,salamandra-2b,1.4483
nso_Latn,salamandra-7b,1.4483
nya_Latn,salamandra-2b,1.4674
nya_Latn,salamandra-7b,1.4674
pan_Guru,salamandra-2b,10.8518
pan_Guru,salamandra-7b,10.8518
pbt_Arab,salamandra-2b,7.1641
pbt_Arab,salamandra-7b,7.1641
pes_Arab,salamandra-2b,6.877
pes_Arab,salamandra-7b,6.877
plt_Latn,salamandra-2b,1.4987
plt_Latn,salamandra-7b,1.4987
pol_Latn,salamandra-2b,1.2014
pol_Latn,salamandra-7b,1.2014
por_Latn,salamandra-2b,0.9898
por_Latn,salamandra-7b,0.9898
ron_Latn,salamandra-2b,1.0331
ron_Latn,salamandra-7b,1.0331
rus_Cyrl,salamandra-2b,1.0878
rus_Cyrl,salamandra-7b,1.0878
sin_Latn^,salamandra-2b,10.873
sin_Latn^,salamandra-7b,10.873
sin_Sinh,salamandra-2b,10.873
sin_Sinh,salamandra-7b,10.873
slk_Latn,salamandra-2b,1.0963
slk_Latn,salamandra-7b,1.0963
slv_Latn,salamandra-2b,1.0457
slv_Latn,salamandra-7b,1.0457
som_Latn,salamandra-2b,1.5545
som_Latn,salamandra-7b,1.5545
spa_Latn,salamandra-2b,0.9846
spa_Latn,salamandra-7b,0.9846
srp_Cyrl,salamandra-2b,1.1932
srp_Cyrl,salamandra-7b,1.1932
ssw_Latn,salamandra-2b,1.5708
ssw_Latn,salamandra-7b,1.5708
swe_Latn,salamandra-2b,1.019
swe_Latn,salamandra-7b,1.019
swh_Latn,salamandra-2b,1.4659
swh_Latn,salamandra-7b,1.4659
tam_Taml,salamandra-2b,11.3061
tam_Taml,salamandra-7b,11.3061
tel_Telu,salamandra-2b,11.4316
tel_Telu,salamandra-7b,11.4316
tha_Thai,salamandra-2b,11.2672
tha_Thai,salamandra-7b,11.2672
tir_Ethi,salamandra-2b,10.5353
tir_Ethi,salamandra-7b,10.5353
tsn_Latn,salamandra-2b,1.4661
tsn_Latn,salamandra-7b,1.4661
tur_Latn,salamandra-2b,1.9058
tur_Latn,salamandra-7b,1.9058
ukr_Cyrl,salamandra-2b,1.1426
ukr_Cyrl,salamandra-7b,1.1426
urd_Arab,salamandra-2b,7.0461
urd_Arab,salamandra-7b,7.0461
urd_Latn^,salamandra-2b,7.0461
urd_Latn^,salamandra-7b,7.0461
uzn_Latn,salamandra-2b,1.5979
uzn_Latn,salamandra-7b,1.5979
vie_Latn,salamandra-2b,3.2591
vie_Latn,salamandra-7b,3.2591
wol_Latn,salamandra-2b,1.5901
wol_Latn,salamandra-7b,1.5901
xho_Latn,salamandra-2b,1.6409
xho_Latn,salamandra-7b,1.6409
yor_Latn,salamandra-2b,3.3715
yor_Latn,salamandra-7b,3.3715
zho_Hans,salamandra-2b,9.5686
zho_Hans,salamandra-7b,9.5686
zho_Hant,salamandra-2b,9.5686
zho_Hant,salamandra-7b,9.5686
zsm_Latn,salamandra-2b,1.3467
zsm_Latn,salamandra-7b,1.3467
zul_Latn,salamandra-2b,1.5714
zul_Latn,salamandra-7b,1.5714
afr_Latn,granite-3.1-8b-base,1.4448
als_Latn,granite-3.1-8b-base,1.8249
amh_Ethi,granite-3.1-8b-base,9.142
arb_Arab,granite-3.1-8b-base,2.8925
arb_Latn,granite-3.1-8b-base,2.8925
azj_Latn,granite-3.1-8b-base,1.9498
ben_Beng,granite-3.1-8b-base,3.5987
ben_Latn^,granite-3.1-8b-base,3.5987
bod_Tibt,granite-3.1-8b-base,10.9945
bul_Cyrl,granite-3.1-8b-base,2.0638
cat_Latn,granite-3.1-8b-base,1.3397
ces_Latn,granite-3.1-8b-base,1.7557
dan_Latn,granite-3.1-8b-base,1.4501
deu_Latn,granite-3.1-8b-base,1.3487
ell_Grek,granite-3.1-8b-base,3.3495
eng_Latn,granite-3.1-8b-base,1.0
est_Latn,granite-3.1-8b-base,1.6449
eus_Latn,granite-3.1-8b-base,1.5331
fin_Latn,granite-3.1-8b-base,1.6693
fra_Latn,granite-3.1-8b-base,1.34
gaz_Latn,granite-3.1-8b-base,1.6428
guj_Gujr,granite-3.1-8b-base,10.1093
hau_Latn,granite-3.1-8b-base,1.6553
heb_Hebr,granite-3.1-8b-base,3.2181
hin_Deva,granite-3.1-8b-base,4.2796
hin_Latn^,granite-3.1-8b-base,4.2796
hrv_Latn,granite-3.1-8b-base,1.6464
hun_Latn,granite-3.1-8b-base,1.6974
hye_Armn,granite-3.1-8b-base,4.4952
ibo_Latn,granite-3.1-8b-base,1.9925
ind_Latn,granite-3.1-8b-base,1.3718
isl_Latn,granite-3.1-8b-base,1.7876
ita_Latn,granite-3.1-8b-base,1.2933
jpn_Jpan,granite-3.1-8b-base,3.4027
kan_Knda,granite-3.1-8b-base,7.9149
kat_Geor,granite-3.1-8b-base,4.5717
kaz_Cyrl,granite-3.1-8b-base,2.8969
khk_Cyrl,granite-3.1-8b-base,2.9543
khm_Khmr,granite-3.1-8b-base,7.0021
kin_Latn,granite-3.1-8b-base,1.6427
kir_Cyrl,granite-3.1-8b-base,2.7184
kor_Hang,granite-3.1-8b-base,3.3708
lao_Laoo,granite-3.1-8b-base,6.7752
lit_Latn,granite-3.1-8b-base,1.8518
lvs_Latn,granite-3.1-8b-base,1.9359
mal_Mlym,granite-3.1-8b-base,5.5645
mar_Deva,granite-3.1-8b-base,4.511
mkd_Cyrl,granite-3.1-8b-base,2.1605
mlt_Latn,granite-3.1-8b-base,1.8838
mri_Latn,granite-3.1-8b-base,1.7777
mya_Mymr,granite-3.1-8b-base,7.5669
nld_Latn,granite-3.1-8b-base,1.3414
nob_Latn,granite-3.1-8b-base,1.4347
npi_Deva,granite-3.1-8b-base,4.3408
npi_Latn^,granite-3.1-8b-base,4.3408
nso_Latn,granite-3.1-8b-base,1.5526
nya_Latn,granite-3.1-8b-base,1.6162
pan_Guru,granite-3.1-8b-base,9.7885
pbt_Arab,granite-3.1-8b-base,3.3274
pes_Arab,granite-3.1-8b-base,2.7787
plt_Latn,granite-3.1-8b-base,1.5885
pol_Latn,granite-3.1-8b-base,1.745
por_Latn,granite-3.1-8b-base,1.2916
ron_Latn,granite-3.1-8b-base,1.6711
rus_Cyrl,granite-3.1-8b-base,1.9505
sin_Latn^,granite-3.1-8b-base,6.7614
sin_Sinh,granite-3.1-8b-base,6.7614
slk_Latn,granite-3.1-8b-base,1.7327
slv_Latn,granite-3.1-8b-base,1.6251
som_Latn,granite-3.1-8b-base,1.6601
spa_Latn,granite-3.1-8b-base,1.2649
srp_Cyrl,granite-3.1-8b-base,2.3476
ssw_Latn,granite-3.1-8b-base,1.6804
swe_Latn,granite-3.1-8b-base,1.4425
swh_Latn,granite-3.1-8b-base,1.5846
tam_Taml,granite-3.1-8b-base,3.7518
tel_Telu,granite-3.1-8b-base,4.7337
tha_Thai,granite-3.1-8b-base,3.4482
tir_Ethi,granite-3.1-8b-base,8.6813
tsn_Latn,granite-3.1-8b-base,1.5389
tur_Latn,granite-3.1-8b-base,1.5808
ukr_Cyrl,granite-3.1-8b-base,2.3159
urd_Arab,granite-3.1-8b-base,3.543
urd_Latn^,granite-3.1-8b-base,3.543
uzn_Latn,granite-3.1-8b-base,1.6623
vie_Latn,granite-3.1-8b-base,1.9595
wol_Latn,granite-3.1-8b-base,1.6828
xho_Latn,granite-3.1-8b-base,1.6731
yor_Latn,granite-3.1-8b-base,2.566
zho_Hans,granite-3.1-8b-base,3.382
zho_Hant,granite-3.1-8b-base,3.382
zsm_Latn,granite-3.1-8b-base,1.3866
zul_Latn,granite-3.1-8b-base,1.6641
afr_Latn,Yi-1.5-9B,1.6493
als_Latn,Yi-1.5-9B,2.0924
amh_Ethi,Yi-1.5-9B,11.2777
arb_Arab,Yi-1.5-9B,5.0139
arb_Latn,Yi-1.5-9B,5.0139
azj_Latn,Yi-1.5-9B,2.4469
ben_Beng,Yi-1.5-9B,11.6184
ben_Latn^,Yi-1.5-9B,11.6184
bod_Tibt,Yi-1.5-9B,12.5259
bul_Cyrl,Yi-1.5-9B,1.7054
cat_Latn,Yi-1.5-9B,1.544
ces_Latn,Yi-1.5-9B,2.2574
dan_Latn,Yi-1.5-9B,1.684
deu_Latn,Yi-1.5-9B,1.6763
ell_Grek,Yi-1.5-9B,4.721
eng_Latn,Yi-1.5-9B,1.0
est_Latn,Yi-1.5-9B,1.9054
eus_Latn,Yi-1.5-9B,1.8079
fin_Latn,Yi-1.5-9B,1.9509
fra_Latn,Yi-1.5-9B,1.5021
gaz_Latn,Yi-1.5-9B,1.9027
guj_Gujr,Yi-1.5-9B,11.4761
hau_Latn,Yi-1.5-9B,1.8699
heb_Hebr,Yi-1.5-9B,7.1035
hin_Deva,Yi-1.5-9B,9.5672
hin_Latn^,Yi-1.5-9B,9.5672
hrv_Latn,Yi-1.5-9B,1.9348
hun_Latn,Yi-1.5-9B,2.1683
hye_Armn,Yi-1.5-9B,7.8509
ibo_Latn,Yi-1.5-9B,3.0289
ind_Latn,Yi-1.5-9B,1.6575
isl_Latn,Yi-1.5-9B,2.4091
ita_Latn,Yi-1.5-9B,1.4999
jpn_Jpan,Yi-1.5-9B,5.3467
kan_Knda,Yi-1.5-9B,11.7199
kat_Geor,Yi-1.5-9B,11.3617
kaz_Cyrl,Yi-1.5-9B,3.2025
khk_Cyrl,Yi-1.5-9B,3.2498
khm_Khmr,Yi-1.5-9B,11.745
kin_Latn,Yi-1.5-9B,1.8897
kir_Cyrl,Yi-1.5-9B,2.9145
kor_Hang,Yi-1.5-9B,8.1136
lao_Laoo,Yi-1.5-9B,11.297
lit_Latn,Yi-1.5-9B,2.2264
lvs_Latn,Yi-1.5-9B,2.2772
mal_Mlym,Yi-1.5-9B,12.0733
mar_Deva,Yi-1.5-9B,9.6865
mkd_Cyrl,Yi-1.5-9B,2.069
mlt_Latn,Yi-1.5-9B,2.1696
mri_Latn,Yi-1.5-9B,2.0396
mya_Mymr,Yi-1.5-9B,12.3864
nld_Latn,Yi-1.5-9B,1.5941
nob_Latn,Yi-1.5-9B,1.6866
npi_Deva,Yi-1.5-9B,9.2829
npi_Latn^,Yi-1.5-9B,9.2829
nso_Latn,Yi-1.5-9B,1.746
nya_Latn,Yi-1.5-9B,1.8233
pan_Guru,Yi-1.5-9B,11.1279
pbt_Arab,Yi-1.5-9B,5.2051
pes_Arab,Yi-1.5-9B,5.03
plt_Latn,Yi-1.5-9B,1.8071
pol_Latn,Yi-1.5-9B,2.2156
por_Latn,Yi-1.5-9B,1.5679
ron_Latn,Yi-1.5-9B,2.0221
rus_Cyrl,Yi-1.5-9B,2.1364
sin_Latn^,Yi-1.5-9B,11.096
sin_Sinh,Yi-1.5-9B,11.096
slk_Latn,Yi-1.5-9B,2.1496
slv_Latn,Yi-1.5-9B,1.8939
som_Latn,Yi-1.5-9B,1.8586
spa_Latn,Yi-1.5-9B,1.5139
srp_Cyrl,Yi-1.5-9B,2.3623
ssw_Latn,Yi-1.5-9B,1.8691
swe_Latn,Yi-1.5-9B,1.7452
swh_Latn,Yi-1.5-9B,1.8244
tam_Taml,Yi-1.5-9B,11.6059
tel_Telu,Yi-1.5-9B,11.7259
tha_Thai,Yi-1.5-9B,10.1904
tir_Ethi,Yi-1.5-9B,10.8006
tsn_Latn,Yi-1.5-9B,1.7352
tur_Latn,Yi-1.5-9B,2.1069
ukr_Cyrl,Yi-1.5-9B,2.4803
urd_Arab,Yi-1.5-9B,5.6704
urd_Latn^,Yi-1.5-9B,5.6704
uzn_Latn,Yi-1.5-9B,1.8952
vie_Latn,Yi-1.5-9B,3.827
wol_Latn,Yi-1.5-9B,2.0059
xho_Latn,Yi-1.5-9B,1.9201
yor_Latn,Yi-1.5-9B,3.7232
zho_Hans,Yi-1.5-9B,2.6945
zho_Hant,Yi-1.5-9B,2.6945
zsm_Latn,Yi-1.5-9B,1.6717
zul_Latn,Yi-1.5-9B,1.8831
afr_Latn,Llama-3.1-8B,1.4947
als_Latn,Llama-3.1-8B,1.863
amh_Ethi,Llama-3.1-8B,11.0993
arb_Arab,Llama-3.1-8B,1.7784
arb_Latn,Llama-3.1-8B,1.7784
azj_Latn,Llama-3.1-8B,2.0719
ben_Beng,Llama-3.1-8B,5.5695
ben_Latn^,Llama-3.1-8B,5.5695
bod_Tibt,Llama-3.1-8B,9.3202
bul_Cyrl,Llama-3.1-8B,1.8805
cat_Latn,Llama-3.1-8B,1.4378
ces_Latn,Llama-3.1-8B,1.5544
dan_Latn,Llama-3.1-8B,1.492
deu_Latn,Llama-3.1-8B,1.3142
ell_Grek,Llama-3.1-8B,1.7842
eng_Latn,Llama-3.1-8B,1.0
est_Latn,Llama-3.1-8B,1.7927
eus_Latn,Llama-3.1-8B,1.6724
fin_Latn,Llama-3.1-8B,1.7486
fra_Latn,Llama-3.1-8B,1.3131
gaz_Latn,Llama-3.1-8B,1.8204
guj_Gujr,Llama-3.1-8B,7.7405
hau_Latn,Llama-3.1-8B,1.8181
heb_Hebr,Llama-3.1-8B,4.3236
hin_Deva,Llama-3.1-8B,2.4225
hin_Latn^,Llama-3.1-8B,2.4225
hrv_Latn,Llama-3.1-8B,1.6867
hun_Latn,Llama-3.1-8B,1.8827
hye_Armn,Llama-3.1-8B,7.3931
ibo_Latn,Llama-3.1-8B,2.1829
ind_Latn,Llama-3.1-8B,1.3162
isl_Latn,Llama-3.1-8B,2.0214
ita_Latn,Llama-3.1-8B,1.314
jpn_Jpan,Llama-3.1-8B,3.2394
kan_Knda,Llama-3.1-8B,8.0496
kat_Geor,Llama-3.1-8B,8.3436
kaz_Cyrl,Llama-3.1-8B,2.8164
khk_Cyrl,Llama-3.1-8B,3.0739
khm_Khmr,Llama-3.1-8B,7.0812
kin_Latn,Llama-3.1-8B,1.8009
kir_Cyrl,Llama-3.1-8B,2.6772
kor_Hang,Llama-3.1-8B,2.902
lao_Laoo,Llama-3.1-8B,8.182
lit_Latn,Llama-3.1-8B,2.1176
lvs_Latn,Llama-3.1-8B,2.2069
mal_Mlym,Llama-3.1-8B,7.6125
mar_Deva,Llama-3.1-8B,2.6778
mkd_Cyrl,Llama-3.1-8B,1.9455
mlt_Latn,Llama-3.1-8B,2.068
mri_Latn,Llama-3.1-8B,2.0015
mya_Mymr,Llama-3.1-8B,9.2138
nld_Latn,Llama-3.1-8B,1.35
nob_Latn,Llama-3.1-8B,1.4819
npi_Deva,Llama-3.1-8B,2.5177
npi_Latn^,Llama-3.1-8B,2.5177
nso_Latn,Llama-3.1-8B,1.7141
nya_Latn,Llama-3.1-8B,1.7534
pan_Guru,Llama-3.1-8B,7.3799
pbt_Arab,Llama-3.1-8B,2.8539
pes_Arab,Llama-3.1-8B,1.4924
plt_Latn,Llama-3.1-8B,1.7481
pol_Latn,Llama-3.1-8B,1.8042
por_Latn,Llama-3.1-8B,1.3098
ron_Latn,Llama-3.1-8B,1.5947
rus_Cyrl,Llama-3.1-8B,1.5282
sin_Latn^,Llama-3.1-8B,8.1477
sin_Sinh,Llama-3.1-8B,8.1477
slk_Latn,Llama-3.1-8B,1.7049
slv_Latn,Llama-3.1-8B,1.7151
som_Latn,Llama-3.1-8B,1.7704
spa_Latn,Llama-3.1-8B,1.2502
srp_Cyrl,Llama-3.1-8B,2.0981
ssw_Latn,Llama-3.1-8B,1.8138
swe_Latn,Llama-3.1-8B,1.5013
swh_Latn,Llama-3.1-8B,1.739
tam_Taml,Llama-3.1-8B,6.1203
tel_Telu,Llama-3.1-8B,7.997
tha_Thai,Llama-3.1-8B,2.1378
tir_Ethi,Llama-3.1-8B,10.5435
tsn_Latn,Llama-3.1-8B,1.7186
tur_Latn,Llama-3.1-8B,1.2728
ukr_Cyrl,Llama-3.1-8B,1.5963
urd_Arab,Llama-3.1-8B,3.0088
urd_Latn^,Llama-3.1-8B,3.0088
uzn_Latn,Llama-3.1-8B,1.8478
vie_Latn,Llama-3.1-8B,1.219
wol_Latn,Llama-3.1-8B,1.8312
xho_Latn,Llama-3.1-8B,1.84
yor_Latn,Llama-3.1-8B,2.7323
zho_Hans,Llama-3.1-8B,3.4817
zho_Hant,Llama-3.1-8B,3.4817
zsm_Latn,Llama-3.1-8B,1.3623
zul_Latn,Llama-3.1-8B,1.7952
