flores_code,model,fertility
zho_Hans,OLMo-2-1124-7B,4.8381
zho_Hant,OLMo-2-0425-1B,4.8381
zho_Hant,OLMo-2-1124-7B,4.8381
zsm_Latn,OLMo-2-0425-1B,1.3733
zsm_Latn,OLMo-2-1124-7B,1.3733
zul_Latn,OLMo-2-0425-1B,1.8171
zul_Latn,OLMo-2-1124-7B,1.8171
afr_Latn,Mistral-7B-v0.3,1.465
als_Latn,Mistral-7B-v0.3,1.9624
amh_Ethi,Mistral-7B-v0.3,9.2196
arb_Arab,Mistral-7B-v0.3,3.7678
arb_Latn,Mistral-7B-v0.3,3.7678
azj_Latn,Mistral-7B-v0.3,2.3203
ben_Beng,Mistral-7B-v0.3,4.7725
ben_Latn^,Mistral-7B-v0.3,4.7725
bod_Tibt,Mistral-7B-v0.3,5.8325
bul_Cyrl,Mistral-7B-v0.3,1.7556
cat_Latn,Mistral-7B-v0.3,1.3663
ces_Latn,Mistral-7B-v0.3,1.8581
dan_Latn,Mistral-7B-v0.3,1.5
deu_Latn,Mistral-7B-v0.3,1.3
ell_Grek,Mistral-7B-v0.3,4.0826
eng_Latn,Mistral-7B-v0.3,1.0
est_Latn,Mistral-7B-v0.3,1.7697
eus_Latn,Mistral-7B-v0.3,1.6714
fin_Latn,Mistral-7B-v0.3,1.7698
fra_Latn,Mistral-7B-v0.3,1.3019
gaz_Latn,Mistral-7B-v0.3,1.7989
guj_Gujr,Mistral-7B-v0.3,8.6059
hau_Latn,Mistral-7B-v0.3,1.7787
heb_Hebr,Mistral-7B-v0.3,4.0468
hin_Deva,Mistral-7B-v0.3,4.2653
hin_Latn^,Mistral-7B-v0.3,4.2653
hrv_Latn,Mistral-7B-v0.3,1.7132
hun_Latn,Mistral-7B-v0.3,1.7772
hye_Armn,Mistral-7B-v0.3,4.4773
ibo_Latn,Mistral-7B-v0.3,2.1585
ind_Latn,Mistral-7B-v0.3,1.6053
isl_Latn,Mistral-7B-v0.3,1.9896
ita_Latn,Mistral-7B-v0.3,1.275
jpn_Jpan,Mistral-7B-v0.3,4.4367
kan_Knda,Mistral-7B-v0.3,5.6977
kat_Geor,Mistral-7B-v0.3,4.1277
kaz_Cyrl,Mistral-7B-v0.3,2.4568
khk_Cyrl,Mistral-7B-v0.3,2.733
khm_Khmr,Mistral-7B-v0.3,4.8562
kin_Latn,Mistral-7B-v0.3,1.7929
kir_Cyrl,Mistral-7B-v0.3,2.4157
kor_Hang,Mistral-7B-v0.3,4.7549
lao_Laoo,Mistral-7B-v0.3,9.7567
lit_Latn,Mistral-7B-v0.3,1.9341
lvs_Latn,Mistral-7B-v0.3,2.0704
mal_Mlym,Mistral-7B-v0.3,9.1366
mar_Deva,Mistral-7B-v0.3,4.3281
mkd_Cyrl,Mistral-7B-v0.3,1.8058
mlt_Latn,Mistral-7B-v0.3,1.9464
mri_Latn,Mistral-7B-v0.3,1.9446
mya_Mymr,Mistral-7B-v0.3,7.485
nld_Latn,Mistral-7B-v0.3,1.3522
nob_Latn,Mistral-7B-v0.3,1.5038
npi_Deva,Mistral-7B-v0.3,4.182
npi_Latn^,Mistral-7B-v0.3,4.182
nso_Latn,Mistral-7B-v0.3,1.6827
nya_Latn,Mistral-7B-v0.3,1.7322
pan_Guru,Mistral-7B-v0.3,9.7603
pbt_Arab,Mistral-7B-v0.3,4.4362
pes_Arab,Mistral-7B-v0.3,4.004
plt_Latn,Mistral-7B-v0.3,1.7082
pol_Latn,Mistral-7B-v0.3,1.7959
por_Latn,Mistral-7B-v0.3,1.3473
ron_Latn,Mistral-7B-v0.3,1.5271
rus_Cyrl,Mistral-7B-v0.3,1.7156
sin_Latn^,Mistral-7B-v0.3,6.9151
sin_Sinh,Mistral-7B-v0.3,6.9151
slk_Latn,Mistral-7B-v0.3,1.8175
slv_Latn,Mistral-7B-v0.3,1.7043
som_Latn,Mistral-7B-v0.3,1.7756
spa_Latn,Mistral-7B-v0.3,1.2834
srp_Cyrl,Mistral-7B-v0.3,1.8288
ssw_Latn,Mistral-7B-v0.3,1.8037
swe_Latn,Mistral-7B-v0.3,1.448
swh_Latn,Mistral-7B-v0.3,1.7241
tam_Taml,Mistral-7B-v0.3,4.6357
tel_Telu,Mistral-7B-v0.3,6.8033
tha_Thai,Mistral-7B-v0.3,3.9367
tir_Ethi,Mistral-7B-v0.3,9.0785
tsn_Latn,Mistral-7B-v0.3,1.6608
tur_Latn,Mistral-7B-v0.3,1.988
ukr_Cyrl,Mistral-7B-v0.3,1.8431
urd_Arab,Mistral-7B-v0.3,4.1239
urd_Latn^,Mistral-7B-v0.3,4.1239
uzn_Latn,Mistral-7B-v0.3,1.778
vie_Latn,Mistral-7B-v0.3,2.5754
wol_Latn,Mistral-7B-v0.3,1.7926
xho_Latn,Mistral-7B-v0.3,1.8478
yor_Latn,Mistral-7B-v0.3,2.6017
zho_Hans,Mistral-7B-v0.3,4.1507
zho_Hant,Mistral-7B-v0.3,4.1507
zsm_Latn,Mistral-7B-v0.3,1.6127
zul_Latn,Mistral-7B-v0.3,1.8138
afr_Latn,bloom-1b7,1.5183
afr_Latn,bloom-7b1,1.5183
als_Latn,bloom-1b7,1.8128
als_Latn,bloom-7b1,1.8128
amh_Ethi,bloom-1b7,7.2607
amh_Ethi,bloom-7b1,7.2607
arb_Arab,bloom-1b7,1.2181
arb_Arab,bloom-7b1,1.2181
arb_Latn,bloom-1b7,1.2181
arb_Latn,bloom-7b1,1.2181
azj_Latn,bloom-1b7,1.9969
azj_Latn,bloom-7b1,1.9969
ben_Beng,bloom-1b7,1.2106
ben_Beng,bloom-7b1,1.2106
ben_Latn^,bloom-1b7,1.2106
ben_Latn^,bloom-7b1,1.2106
bod_Tibt,bloom-1b7,5.452
bod_Tibt,bloom-7b1,5.452
bul_Cyrl,bloom-1b7,2.2848
bul_Cyrl,bloom-7b1,2.2848
cat_Latn,bloom-1b7,1.0421
cat_Latn,bloom-7b1,1.0421
ces_Latn,bloom-1b7,2.0292
ces_Latn,bloom-7b1,2.0292
dan_Latn,bloom-1b7,1.5482
dan_Latn,bloom-7b1,1.5482
deu_Latn,bloom-1b7,1.4099
deu_Latn,bloom-7b1,1.4099
ell_Grek,bloom-1b7,2.9728
ell_Grek,bloom-7b1,2.9728
eng_Latn,bloom-1b7,1.0
eng_Latn,bloom-7b1,1.0
est_Latn,bloom-1b7,1.7028
est_Latn,bloom-7b1,1.7028
eus_Latn,bloom-1b7,1.0313
eus_Latn,bloom-7b1,1.0313
fin_Latn,bloom-1b7,1.6705
fin_Latn,bloom-7b1,1.6705
fra_Latn,bloom-1b7,1.0153
fra_Latn,bloom-7b1,1.0153
gaz_Latn,bloom-1b7,1.6932
gaz_Latn,bloom-7b1,1.6932
guj_Gujr,bloom-1b7,1.352
guj_Gujr,bloom-7b1,1.352
hau_Latn,bloom-1b7,1.6313
hau_Latn,bloom-7b1,1.6313
heb_Hebr,bloom-1b7,3.4849
heb_Hebr,bloom-7b1,3.4849
hin_Deva,bloom-1b7,1.2613
hin_Deva,bloom-7b1,1.2613
hin_Latn^,bloom-1b7,1.2613
hin_Latn^,bloom-7b1,1.2613
hrv_Latn,bloom-1b7,1.7581
hrv_Latn,bloom-7b1,1.7581
hun_Latn,bloom-1b7,1.8404
hun_Latn,bloom-7b1,1.8404
hye_Armn,bloom-1b7,3.7045
hye_Armn,bloom-7b1,3.7045
ibo_Latn,bloom-1b7,1.5724
ibo_Latn,bloom-7b1,1.5724
ind_Latn,bloom-1b7,0.8461
ind_Latn,bloom-7b1,0.8461
isl_Latn,bloom-1b7,1.9114
isl_Latn,bloom-7b1,1.9114
ita_Latn,bloom-1b7,1.2931
ita_Latn,bloom-7b1,1.2931
jpn_Jpan,bloom-1b7,3.9055
jpn_Jpan,bloom-7b1,3.9055
kan_Knda,bloom-1b7,1.197
kan_Knda,bloom-7b1,1.197
kat_Geor,bloom-1b7,4.2148
kat_Geor,bloom-7b1,4.2148
kaz_Cyrl,bloom-1b7,2.9647
kaz_Cyrl,bloom-7b1,2.9647
khk_Cyrl,bloom-1b7,3.1115
khk_Cyrl,bloom-7b1,3.1115
khm_Khmr,bloom-1b7,5.0014
khm_Khmr,bloom-7b1,5.0014
kin_Latn,bloom-1b7,1.3223
kin_Latn,bloom-7b1,1.3223
kir_Cyrl,bloom-1b7,2.7978
kir_Cyrl,bloom-7b1,2.7978
kor_Hang,bloom-1b7,5.3954
kor_Hang,bloom-7b1,5.3954
lao_Laoo,bloom-1b7,7.986
lao_Laoo,bloom-7b1,7.986
lit_Latn,bloom-1b7,1.8931
lit_Latn,bloom-7b1,1.8931
lvs_Latn,bloom-1b7,1.9751
lvs_Latn,bloom-7b1,1.9751
mal_Mlym,bloom-1b7,1.1939
mal_Mlym,bloom-7b1,1.1939
mar_Deva,bloom-1b7,1.1994
mar_Deva,bloom-7b1,1.1994
mkd_Cyrl,bloom-1b7,2.2529
mkd_Cyrl,bloom-7b1,2.2529
mlt_Latn,bloom-1b7,1.9665
mlt_Latn,bloom-7b1,1.9665
mri_Latn,bloom-1b7,1.8075
mri_Latn,bloom-7b1,1.8075
mya_Mymr,bloom-1b7,8.5236
mya_Mymr,bloom-7b1,8.5236
nld_Latn,bloom-1b7,1.4488
nld_Latn,bloom-7b1,1.4488
nob_Latn,bloom-1b7,1.5488
nob_Latn,bloom-7b1,1.5488
npi_Deva,bloom-1b7,1.1422
npi_Deva,bloom-7b1,1.1422
npi_Latn^,bloom-1b7,1.1422
npi_Latn^,bloom-7b1,1.1422
nso_Latn,bloom-1b7,1.5519
nso_Latn,bloom-7b1,1.5519
nya_Latn,bloom-1b7,1.5101
nya_Latn,bloom-7b1,1.5101
pan_Guru,bloom-1b7,1.3677
pan_Guru,bloom-7b1,1.3677
pbt_Arab,bloom-1b7,2.6877
pbt_Arab,bloom-7b1,2.6877
pes_Arab,bloom-1b7,1.7821
pes_Arab,bloom-7b1,1.7821
plt_Latn,bloom-1b7,1.6069
plt_Latn,bloom-7b1,1.6069
pol_Latn,bloom-1b7,2.0183
pol_Latn,bloom-7b1,2.0183
por_Latn,bloom-1b7,1.0141
por_Latn,bloom-7b1,1.0141
ron_Latn,bloom-1b7,1.6284
ron_Latn,bloom-7b1,1.6284
rus_Cyrl,bloom-1b7,2.2388
rus_Cyrl,bloom-7b1,2.2388
sin_Latn^,bloom-1b7,7.5809
sin_Latn^,bloom-7b1,7.5809
sin_Sinh,bloom-1b7,7.5809
sin_Sinh,bloom-7b1,7.5809
slk_Latn,bloom-1b7,1.8798
slk_Latn,bloom-7b1,1.8798
slv_Latn,bloom-1b7,1.7412
slv_Latn,bloom-7b1,1.7412
som_Latn,bloom-1b7,1.6694
som_Latn,bloom-7b1,1.6694
spa_Latn,bloom-1b7,0.9971
spa_Latn,bloom-7b1,0.9971
srp_Cyrl,bloom-1b7,2.4338
srp_Cyrl,bloom-7b1,2.4338
ssw_Latn,bloom-1b7,1.5602
ssw_Latn,bloom-7b1,1.5602
swe_Latn,bloom-1b7,1.5766
swe_Latn,bloom-7b1,1.5766
swh_Latn,bloom-1b7,1.0901
swh_Latn,bloom-7b1,1.0901
tam_Taml,bloom-1b7,1.0547
tam_Taml,bloom-7b1,1.0547
tel_Telu,bloom-1b7,1.2417
tel_Telu,bloom-7b1,1.2417
tha_Thai,bloom-1b7,4.3353
tha_Thai,bloom-7b1,4.3353
tir_Ethi,bloom-1b7,6.9418
tir_Ethi,bloom-7b1,6.9418
tsn_Latn,bloom-1b7,1.5272
tsn_Latn,bloom-7b1,1.5272
tur_Latn,bloom-1b7,1.7719
tur_Latn,bloom-7b1,1.7719
ukr_Cyrl,bloom-1b7,2.5494
ukr_Cyrl,bloom-7b1,2.5494
urd_Arab,bloom-1b7,1.3231
urd_Arab,bloom-7b1,1.3231
urd_Latn^,bloom-1b7,1.3231
urd_Latn^,bloom-7b1,1.3231
uzn_Latn,bloom-1b7,1.7097
uzn_Latn,bloom-7b1,1.7097
vie_Latn,bloom-1b7,1.1413
vie_Latn,bloom-7b1,1.1413
wol_Latn,bloom-1b7,1.6487
wol_Latn,bloom-7b1,1.6487
xho_Latn,bloom-1b7,1.5398
xho_Latn,bloom-7b1,1.5398
yor_Latn,bloom-1b7,2.2114
yor_Latn,bloom-7b1,2.2114
zho_Hans,bloom-1b7,2.5662
zho_Hans,bloom-7b1,2.5662
zho_Hant,bloom-1b7,2.5662
zho_Hant,bloom-7b1,2.5662
zsm_Latn,bloom-1b7,0.9466
zsm_Latn,bloom-7b1,0.9466
zul_Latn,bloom-1b7,1.5122
zul_Latn,bloom-7b1,1.5122
afr_Latn,EuroLLM-1.7B,1.2458
als_Latn,EuroLLM-1.7B,1.7587
amh_Ethi,EuroLLM-1.7B,11.091
arb_Arab,EuroLLM-1.7B,1.5275
arb_Latn,EuroLLM-1.7B,1.5275
azj_Latn,EuroLLM-1.7B,1.8967
ben_Beng,EuroLLM-1.7B,5.7863
ben_Latn^,EuroLLM-1.7B,5.7863
bod_Tibt,EuroLLM-1.7B,9.8607
bul_Cyrl,EuroLLM-1.7B,1.2658
cat_Latn,EuroLLM-1.7B,1.1852
ces_Latn,EuroLLM-1.7B,1.4583
dan_Latn,EuroLLM-1.7B,1.1776
deu_Latn,EuroLLM-1.7B,1.0169
ell_Grek,EuroLLM-1.7B,1.3918
eng_Latn,EuroLLM-1.7B,1.0
est_Latn,EuroLLM-1.7B,1.2586
eus_Latn,EuroLLM-1.7B,1.4877
fin_Latn,EuroLLM-1.7B,1.2058
fra_Latn,EuroLLM-1.7B,1.1156
gaz_Latn,EuroLLM-1.7B,1.6035
guj_Gujr,EuroLLM-1.7B,10.1765
hau_Latn,EuroLLM-1.7B,1.6503
heb_Hebr,EuroLLM-1.7B,4.1431
hin_Deva,EuroLLM-1.7B,1.5511
hin_Latn^,EuroLLM-1.7B,1.5511
hrv_Latn,EuroLLM-1.7B,1.2366
hun_Latn,EuroLLM-1.7B,1.2629
hye_Armn,EuroLLM-1.7B,5.2254
ibo_Latn,EuroLLM-1.7B,2.1052
ind_Latn,EuroLLM-1.7B,1.4122
isl_Latn,EuroLLM-1.7B,1.7853
ita_Latn,EuroLLM-1.7B,0.9742
jpn_Jpan,EuroLLM-1.7B,2.7131
kan_Knda,EuroLLM-1.7B,11.511
kat_Geor,EuroLLM-1.7B,4.753
kaz_Cyrl,EuroLLM-1.7B,2.2464
khk_Cyrl,EuroLLM-1.7B,2.4459
khm_Khmr,EuroLLM-1.7B,9.8175
kin_Latn,EuroLLM-1.7B,1.6368
kir_Cyrl,EuroLLM-1.7B,2.1535
kor_Hang,EuroLLM-1.7B,2.4424
lao_Laoo,EuroLLM-1.7B,11.1009
lit_Latn,EuroLLM-1.7B,1.3047
lvs_Latn,EuroLLM-1.7B,1.3953
mal_Mlym,EuroLLM-1.7B,10.6542
mar_Deva,EuroLLM-1.7B,2.0177
mkd_Cyrl,EuroLLM-1.7B,1.5664
mlt_Latn,EuroLLM-1.7B,1.4396
mri_Latn,EuroLLM-1.7B,1.7361
mya_Mymr,EuroLLM-1.7B,11.58
nld_Latn,EuroLLM-1.7B,1.0172
nob_Latn,EuroLLM-1.7B,1.1685
npi_Deva,EuroLLM-1.7B,1.8958
npi_Latn^,EuroLLM-1.7B,1.8958
nso_Latn,EuroLLM-1.7B,1.5503
nya_Latn,EuroLLM-1.7B,1.5625
pan_Guru,EuroLLM-1.7B,10.9248
pbt_Arab,EuroLLM-1.7B,3.3186
pes_Arab,EuroLLM-1.7B,2.5935
plt_Latn,EuroLLM-1.7B,1.5625
pol_Latn,EuroLLM-1.7B,1.3636
por_Latn,EuroLLM-1.7B,1.029
ron_Latn,EuroLLM-1.7B,1.1933
rus_Cyrl,EuroLLM-1.7B,1.1894
sin_Latn^,EuroLLM-1.7B,10.9055
sin_Sinh,EuroLLM-1.7B,10.9055
slk_Latn,EuroLLM-1.7B,1.2619
slv_Latn,EuroLLM-1.7B,1.2411
som_Latn,EuroLLM-1.7B,1.6397
spa_Latn,EuroLLM-1.7B,1.0247
srp_Cyrl,EuroLLM-1.7B,1.8069
ssw_Latn,EuroLLM-1.7B,1.6339
swe_Latn,EuroLLM-1.7B,1.1856
swh_Latn,EuroLLM-1.7B,1.5312
tam_Taml,EuroLLM-1.7B,6.4096
tel_Telu,EuroLLM-1.7B,9.3212
tha_Thai,EuroLLM-1.7B,4.6693
tir_Ethi,EuroLLM-1.7B,10.6227
tsn_Latn,EuroLLM-1.7B,1.541
tur_Latn,EuroLLM-1.7B,1.1797
ukr_Cyrl,EuroLLM-1.7B,1.3911
urd_Arab,EuroLLM-1.7B,3.6226
urd_Latn^,EuroLLM-1.7B,3.6226
uzn_Latn,EuroLLM-1.7B,1.6324
vie_Latn,EuroLLM-1.7B,2.7007
wol_Latn,EuroLLM-1.7B,1.6666
xho_Latn,EuroLLM-1.7B,1.6941
yor_Latn,EuroLLM-1.7B,2.7445
zho_Hans,EuroLLM-1.7B,3.3334
zho_Hant,EuroLLM-1.7B,3.3334
zsm_Latn,EuroLLM-1.7B,1.4229
zul_Latn,EuroLLM-1.7B,1.6439
afr_Latn,SmolLM2-1.7B,1.7021
als_Latn,SmolLM2-1.7B,2.1651
amh_Ethi,SmolLM2-1.7B,10.9377
arb_Arab,SmolLM2-1.7B,4.3379
arb_Latn,SmolLM2-1.7B,4.3379
azj_Latn,SmolLM2-1.7B,2.5151
ben_Beng,SmolLM2-1.7B,8.3417
ben_Latn^,SmolLM2-1.7B,8.3417
bod_Tibt,SmolLM2-1.7B,10.1883
bul_Cyrl,SmolLM2-1.7B,3.3847
cat_Latn,SmolLM2-1.7B,1.561
ces_Latn,SmolLM2-1.7B,2.4253
dan_Latn,SmolLM2-1.7B,1.724
deu_Latn,SmolLM2-1.7B,1.705
ell_Grek,SmolLM2-1.7B,3.706
eng_Latn,SmolLM2-1.7B,1.0
est_Latn,SmolLM2-1.7B,1.961
eus_Latn,SmolLM2-1.7B,1.8232
fin_Latn,SmolLM2-1.7B,1.9839
fra_Latn,SmolLM2-1.7B,1.5494
gaz_Latn,SmolLM2-1.7B,1.9275
guj_Gujr,SmolLM2-1.7B,11.9871
hau_Latn,SmolLM2-1.7B,1.9038
heb_Hebr,SmolLM2-1.7B,4.7508
hin_Deva,SmolLM2-1.7B,4.7998
hin_Latn^,SmolLM2-1.7B,4.7998
hrv_Latn,SmolLM2-1.7B,1.9876
hun_Latn,SmolLM2-1.7B,2.2792
hye_Armn,SmolLM2-1.7B,8.1973
ibo_Latn,SmolLM2-1.7B,2.7125
ind_Latn,SmolLM2-1.7B,1.6717
isl_Latn,SmolLM2-1.7B,2.2748
ita_Latn,SmolLM2-1.7B,1.525
jpn_Jpan,SmolLM2-1.7B,7.574
kan_Knda,SmolLM2-1.7B,12.2679
kat_Geor,SmolLM2-1.7B,8.148
kaz_Cyrl,SmolLM2-1.7B,4.0549
khk_Cyrl,SmolLM2-1.7B,4.4845
khm_Khmr,SmolLM2-1.7B,9.1233
kin_Latn,SmolLM2-1.7B,1.9378
kir_Cyrl,SmolLM2-1.7B,3.9591
kor_Hang,SmolLM2-1.7B,9.2384
lao_Laoo,SmolLM2-1.7B,11.7937
lit_Latn,SmolLM2-1.7B,2.2922
lvs_Latn,SmolLM2-1.7B,2.3249
mal_Mlym,SmolLM2-1.7B,9.8331
mar_Deva,SmolLM2-1.7B,5.1509
mkd_Cyrl,SmolLM2-1.7B,3.3697
mlt_Latn,SmolLM2-1.7B,2.2388
mri_Latn,SmolLM2-1.7B,2.0449
mya_Mymr,SmolLM2-1.7B,12.6398
nld_Latn,SmolLM2-1.7B,1.6266
nob_Latn,SmolLM2-1.7B,1.7384
npi_Deva,SmolLM2-1.7B,4.9684
npi_Latn^,SmolLM2-1.7B,4.9684
nso_Latn,SmolLM2-1.7B,1.7841
nya_Latn,SmolLM2-1.7B,1.8588
pan_Guru,SmolLM2-1.7B,7.9751
pbt_Arab,SmolLM2-1.7B,5.0026
pes_Arab,SmolLM2-1.7B,4.551
plt_Latn,SmolLM2-1.7B,1.865
pol_Latn,SmolLM2-1.7B,2.3802
por_Latn,SmolLM2-1.7B,1.6192
ron_Latn,SmolLM2-1.7B,1.935
rus_Cyrl,SmolLM2-1.7B,3.463
sin_Latn^,SmolLM2-1.7B,11.6228
sin_Sinh,SmolLM2-1.7B,11.6228
slk_Latn,SmolLM2-1.7B,2.2127
slv_Latn,SmolLM2-1.7B,1.9513
som_Latn,SmolLM2-1.7B,1.8966
spa_Latn,SmolLM2-1.7B,1.5328
srp_Cyrl,SmolLM2-1.7B,3.6305
ssw_Latn,SmolLM2-1.7B,1.9332
swe_Latn,SmolLM2-1.7B,1.8109
swh_Latn,SmolLM2-1.7B,1.8768
tam_Taml,SmolLM2-1.7B,7.6241
tel_Telu,SmolLM2-1.7B,12.2036
tha_Thai,SmolLM2-1.7B,7.6953
tir_Ethi,SmolLM2-1.7B,10.3708
tsn_Latn,SmolLM2-1.7B,1.7812
tur_Latn,SmolLM2-1.7B,2.1623
ukr_Cyrl,SmolLM2-1.7B,3.6423
urd_Arab,SmolLM2-1.7B,5.3802
urd_Latn^,SmolLM2-1.7B,5.3802
uzn_Latn,SmolLM2-1.7B,1.9031
vie_Latn,SmolLM2-1.7B,3.3841
wol_Latn,SmolLM2-1.7B,1.9477
xho_Latn,SmolLM2-1.7B,1.9778
yor_Latn,SmolLM2-1.7B,3.6949
zho_Hans,SmolLM2-1.7B,6.9495
zho_Hant,SmolLM2-1.7B,6.9495
zsm_Latn,SmolLM2-1.7B,1.6711
zul_Latn,SmolLM2-1.7B,1.939
afr_Latn,Falcon3-7B-Base,1.6107
als_Latn,Falcon3-7B-Base,2.0329
amh_Ethi,Falcon3-7B-Base,8.7125
arb_Arab,Falcon3-7B-Base,3.6352
arb_Latn,Falcon3-7B-Base,3.6352
azj_Latn,Falcon3-7B-Base,2.4599
ben_Beng,Falcon3-7B-Base,6.6116
ben_Latn^,Falcon3-7B-Base,6.6116
bod_Tibt,Falcon3-7B-Base,13.3317
bul_Cyrl,Falcon3-7B-Base,3.8464
cat_Latn,Falcon3-7B-Base,1.3955
ces_Latn,Falcon3-7B-Base,2.2327
dan_Latn,Falcon3-7B-Base,1.6146
deu_Latn,Falcon3-7B-Base,1.5468
ell_Grek,Falcon3-7B-Base,4.0475
eng_Latn,Falcon3-7B-Base,1.0
est_Latn,Falcon3-7B-Base,1.8547
eus_Latn,Falcon3-7B-Base,1.6635
fin_Latn,Falcon3-7B-Base,1.8271
fra_Latn,Falcon3-7B-Base,1.1582
gaz_Latn,Falcon3-7B-Base,1.7896
guj_Gujr,Falcon3-7B-Base,9.406
hau_Latn,Falcon3-7B-Base,1.7678
heb_Hebr,Falcon3-7B-Base,3.8586
hin_Deva,Falcon3-7B-Base,4.546
hin_Latn^,Falcon3-7B-Base,4.546
hrv_Latn,Falcon3-7B-Base,1.845
hun_Latn,Falcon3-7B-Base,2.0912
hye_Armn,Falcon3-7B-Base,7.83
ibo_Latn,Falcon3-7B-Base,2.5562
ind_Latn,Falcon3-7B-Base,1.5172
isl_Latn,Falcon3-7B-Base,2.1189
ita_Latn,Falcon3-7B-Base,1.2913
jpn_Jpan,Falcon3-7B-Base,6.0826
kan_Knda,Falcon3-7B-Base,11.97
kat_Geor,Falcon3-7B-Base,8.3223
kaz_Cyrl,Falcon3-7B-Base,4.3596
khk_Cyrl,Falcon3-7B-Base,4.7379
khm_Khmr,Falcon3-7B-Base,9.3076
kin_Latn,Falcon3-7B-Base,1.7943
kir_Cyrl,Falcon3-7B-Base,4.2624
kor_Hang,Falcon3-7B-Base,7.2379
lao_Laoo,Falcon3-7B-Base,8.826
lit_Latn,Falcon3-7B-Base,2.1121
lvs_Latn,Falcon3-7B-Base,2.2543
mal_Mlym,Falcon3-7B-Base,8.7818
mar_Deva,Falcon3-7B-Base,4.9844
mkd_Cyrl,Falcon3-7B-Base,4.0121
mlt_Latn,Falcon3-7B-Base,2.1601
mri_Latn,Falcon3-7B-Base,1.942
mya_Mymr,Falcon3-7B-Base,9.1527
nld_Latn,Falcon3-7B-Base,1.4967
nob_Latn,Falcon3-7B-Base,1.5996
npi_Deva,Falcon3-7B-Base,4.8086
npi_Latn^,Falcon3-7B-Base,4.8086
nso_Latn,Falcon3-7B-Base,1.7086
nya_Latn,Falcon3-7B-Base,1.7528
pan_Guru,Falcon3-7B-Base,8.2654
pbt_Arab,Falcon3-7B-Base,4.1994
pes_Arab,Falcon3-7B-Base,3.7501
plt_Latn,Falcon3-7B-Base,1.7124
pol_Latn,Falcon3-7B-Base,2.2352
por_Latn,Falcon3-7B-Base,1.1616
ron_Latn,Falcon3-7B-Base,1.7222
rus_Cyrl,Falcon3-7B-Base,3.9509
sin_Latn^,Falcon3-7B-Base,11.1584
sin_Sinh,Falcon3-7B-Base,11.1584
slk_Latn,Falcon3-7B-Base,2.0978
slv_Latn,Falcon3-7B-Base,1.8414
som_Latn,Falcon3-7B-Base,1.7572
spa_Latn,Falcon3-7B-Base,1.14
srp_Cyrl,Falcon3-7B-Base,4.0902
ssw_Latn,Falcon3-7B-Base,1.8246
swe_Latn,Falcon3-7B-Base,1.6779
swh_Latn,Falcon3-7B-Base,1.7245
tam_Taml,Falcon3-7B-Base,6.8074
tel_Telu,Falcon3-7B-Base,8.0251
tha_Thai,Falcon3-7B-Base,6.2534
tir_Ethi,Falcon3-7B-Base,8.2985
tsn_Latn,Falcon3-7B-Base,1.7036
tur_Latn,Falcon3-7B-Base,2.0344
ukr_Cyrl,Falcon3-7B-Base,4.2166
urd_Arab,Falcon3-7B-Base,4.4813
urd_Latn^,Falcon3-7B-Base,4.4813
uzn_Latn,Falcon3-7B-Base,1.8301
vie_Latn,Falcon3-7B-Base,2.907
wol_Latn,Falcon3-7B-Base,1.842
xho_Latn,Falcon3-7B-Base,1.8573
yor_Latn,Falcon3-7B-Base,3.3154
zho_Hans,Falcon3-7B-Base,5.2566
zho_Hant,Falcon3-7B-Base,5.2566
zsm_Latn,Falcon3-7B-Base,1.5361
zul_Latn,Falcon3-7B-Base,1.8041
afr_Latn,salamandra-2b,1.1984
afr_Latn,salamandra-7b,1.1984
als_Latn,salamandra-2b,1.6762
als_Latn,salamandra-7b,1.6762
amh_Ethi,salamandra-2b,11.0
amh_Ethi,salamandra-7b,11.0
arb_Arab,salamandra-2b,7.0591
arb_Arab,salamandra-7b,7.0591
arb_Latn,salamandra-2b,7.0591
arb_Latn,salamandra-7b,7.0591
azj_Latn,salamandra-2b,2.5803
azj_Latn,salamandra-7b,2.5803
ben_Beng,salamandra-2b,11.3257
ben_Beng,salamandra-7b,11.3257
ben_Latn^,salamandra-2b,11.3257
ben_Latn^,salamandra-7b,11.3257
bod_Tibt,salamandra-2b,12.216
bod_Tibt,salamandra-7b,12.216
bul_Cyrl,salamandra-2b,1.0608
bul_Cyrl,salamandra-7b,1.0608
cat_Latn,salamandra-2b,1.046
cat_Latn,salamandra-7b,1.046
ces_Latn,salamandra-2b,1.1655
ces_Latn,salamandra-7b,1.1655
dan_Latn,salamandra-2b,1.0255
dan_Latn,salamandra-7b,1.0255
deu_Latn,salamandra-2b,0.9779
deu_Latn,salamandra-7b,0.9779
ell_Grek,salamandra-2b,1.0844
ell_Grek,salamandra-7b,1.0844
eng_Latn,salamandra-2b,1.0
eng_Latn,salamandra-7b,1.0
est_Latn,salamandra-2b,1.0506
est_Latn,salamandra-7b,1.0506
eus_Latn,salamandra-2b,0.9308
eus_Latn,salamandra-7b,0.9308
fin_Latn,salamandra-2b,0.995
fin_Latn,salamandra-7b,0.995
fra_Latn,salamandra-2b,1.0887
fra_Latn,salamandra-7b,1.0887
gaz_Latn,salamandra-2b,1.4954
gaz_Latn,salamandra-7b,1.4954
guj_Gujr,salamandra-2b,11.1886
