checkpoint,arm,seed,profile_result_sha256,reference_grid_sha256,R1_concept_dominance,R2_mean_alignment_margin,R3_weak_language_tail,R4_within_concept_ratio,R4_shared_concept_ratio,R4_effective_rank_ratio,R4_passes_legacy_cvp_gate,lfs,ss_language,ss_concept,ss_residual,language_share_total,concept_share_total,residual_share_total,within_concept_spread,shared_concept_energy,language_energy,residual_energy,mean_vector_norm,effective_rank
ckpt_armCS-W25_seed2,CS-W25,2,156a7a121ec678ff01aadb27b7c190a24c40c1b8200604d35c59f5655edea9a2,a673a1508d679ece31e54d8a2b3384898654eafe918a8f205172d2e02ddcac14,0.37026939530749525,0.028326633932989745,-0.23754180221463247,0.9760050938648819,0.9743131764938505,0.9136729132631676,True,0.6297306046925047,1614994.895781618,949585.7101906999,1429019.3940276834,0.40439575715685533,0.23777687054053975,0.3578273723026049,15131.436470156628,10681.104356029142,7381.423054404077,4450.332114127487,190.18472914340876,37.44370339564443
ckpt_armCS-W50_s2000_seed0,CS-W50_s2000,0,ceb424515bc6a95e4a92360e0082afe20c644093a27414e560e94391ee854e62,a673a1508d679ece31e54d8a2b3384898654eafe918a8f205172d2e02ddcac14,0.3876495635690762,0.04721121296229599,-0.1915022012370632,0.9105927845797048,0.9016827527806152,1.017569982802051,True,0.6123504364309238,1545190.767541569,978185.8410352,1470223.391423232,0.386916758699311,0.24493836163741983,0.36814487966326914,14117.320654023482,9884.878713371443,6914.283776257666,4232.44194065204,182.30964127487522,41.70156307279792
ckpt_armCS-W50_s2000_seed1,CS-W50_s2000,1,9e3ca536db4f83d7d987da29734afaae71f85ca26365d8287aa5b6f266986987,a673a1508d679ece31e54d8a2b3384898654eafe918a8f205172d2e02ddcac14,0.3782646310889195,0.041043378118277414,-0.20352396489725666,0.910094960285809,0.9005783598682984,1.0313494024686287,True,0.6217353689110805,1573643.9450226228,957407.0836147435,1462548.971362632,0.39404145257978357,0.23973534745962138,0.3662231999605951,14109.602664923083,9872.77158372247,6927.521691167201,4236.831081200617,182.6148322349259,42.266264614749865
ckpt_armCS-W50_s2000_seed2,CS-W50_s2000,2,5c019da2eda50da36db8384f04bcff0c02cc3db39394c250d1a0b81a138e1962,a673a1508d679ece31e54d8a2b3384898654eafe918a8f205172d2e02ddcac14,0.3874015547516487,0.04096368022672729,-0.2138546465190125,0.8952913307327122,0.8841477741881243,1.0191123842155294,False,0.6125984452483513,1540362.855416035,974111.1321755631,1479126.0124084014,0.385707846408262,0.24391805192697397,0.370374101664764,13880.095481488823,9692.64798022964,6879.926364992631,4187.44750125918,182.15641588259854,41.76477302485509
ckpt_armCS-W50_seed0,CS-W50,0,19642905ff51e8bc4614b70d14e4beda6f8e3bcf37f840c1eb7000e99db8dc1e,a673a1508d679ece31e54d8a2b3384898654eafe918a8f205172d2e02ddcac14,0.3833659662104605,0.03651722212825924,-0.22496534473608676,0.9599474147537187,0.9572487801330909,0.9349000701696036,True,0.6166340337895395,1572027.400657184,977341.1299707011,1444231.4693721149,0.3936366688344311,0.2447268454453879,0.36163648572018103,14882.48720456769,10494.032475345131,7403.230472339225,4388.454729222556,189.32201546470813,38.31362451905685
ckpt_armCS-W50_seed1,CS-W50,1,c3c59f16c517471d7eb50f25be1c9d7cb1ed65a9484628bf0868f306a4b235f0,a673a1508d679ece31e54d8a2b3384898654eafe918a8f205172d2e02ddcac14,0.37465528588379315,0.03300408265083245,-0.23136965860442174,0.9841226057293283,0.9824205564219969,0.912171549377996,True,0.6253447141162068,1602806.4655918116,960270.2334045835,1430523.301003606,0.4013437664242316,0.24045228200234958,0.3582039515734189,15257.285828776492,10769.983140752274,7505.1711828873185,4487.302688024217,190.32511123742702,37.38217522381265
ckpt_armCS-W50_seed2,CS-W50,2,1d25716ff7c76e392a881c8771c6891b982d09b2f5b6eea970d015679c6d8e96,a673a1508d679ece31e54d8a2b3384898654eafe918a8f205172d2e02ddcac14,0.37242641512604946,0.03158082722668695,-0.23678986619493034,0.9717360676857091,0.9700826885706803,0.9282386367589134,True,0.6275735848739505,1612279.228727072,956788.7938712686,1424531.9774016598,0.4037157523855849,0.23958052731151555,0.35670372030289954,15065.251878676892,10634.726780446197,7394.640512143819,4430.525098230696,189.50011987342225,38.040628862516165
ckpt_armC_seed0,C,0,cb8040d720b8d8ada99974651e43f20cb5afddb8ee40f81edfef573b6e0db4d8,a673a1508d679ece31e54d8a2b3384898654eafe918a8f205172d2e02ddcac14,0.44590976719720354,0.012344948547058235,-0.29438003638176363,0.9711795977564553,0.9484816028819917,1.1075073224830698,True,0.5540902328027965,1300131.9176902545,1046294.4235821752,1647173.6587275697,0.32555386560753574,0.2619927943665303,0.41245334002593403,15056.62468048399,10397.920529631969,3709.277634010009,4658.704150852022,169.82157961820857,45.387331822559915
ckpt_armC_seed1,C,1,b3cfa194d52e96130e0899967e30f1025f899a830ed034c7b3291e31e9125312,a673a1508d679ece31e54d8a2b3384898654eafe918a8f205172d2e02ddcac14,0.43690661451060886,0.01699727408084621,-0.2790848596380465,0.97622172686389,0.9404165620880738,1.0864742152568954,True,0.5630933854893911,1329886.680907606,1031864.8778534429,1631848.4412389528,0.33300447739072647,0.25837962686634675,0.40861589574292667,15134.795026871585,10309.505896191966,4031.6012520292807,4825.28913067962,175.97277639286068,44.52536314970858
ckpt_armC_seed2,C,2,32e1ca9bf706a8c3af8d5036e8989f1b30dfd3789214f1ac4f3b65351f7e7ec9,a673a1508d679ece31e54d8a2b3384898654eafe918a8f205172d2e02ddcac14,0.4435997439804298,0.02170942342494291,-0.27568435907435584,0.9484921013781916,0.9097539984589621,1.0735572635009536,True,0.5564002560195702,1306801.1782334414,1041869.8802275336,1644928.9415390238,0.32722385272271676,0.2608848858742823,0.41189126140300086,14704.890440291456,9973.361369106231,4377.248310062663,4731.529071185226,176.32961405175553,43.99600685238994
