model,layer,seed,sweeps,dimension,share_q05,share_q25,share_q50,share_q75,share_q95,fraction_share_gt_0_50,fraction_share_gt_0_75,fraction_share_gt_0_90,fraction_language_heavy_by,gini_ss_language,top5_ss_language_fraction,raw_global_lfs,ss_language_relative_error,ss_concept_relative_error
salamandra-2b,0,1729,0,2048,0.8982990994272296,0.9464797902012816,0.9652931572611267,0.9776794356488124,0.9877608592894537,0.99951171875,0.9970703125,0.94775390625,1.0,0.38167570625872616,0.17597281886679286,0.9658585408768164,1.3274861613416378e-16,1.1735766789813282e-16
salamandra-2b,0,1729,1,2048,0.8981829883736785,0.9478069398580484,0.9662061727937303,0.9774894409847531,0.9874864825892049,0.99951171875,0.998046875,0.94677734375,1.0,0.36205922684421776,0.16808217572197093,0.9658585408768164,1.3274861613416378e-16,0.0
salamandra-2b,0,1729,4,2048,0.8955314542204532,0.9466982538735421,0.9653091577984294,0.9768074587194111,0.9870965905889337,0.99951171875,0.99609375,0.94140625,1.0,0.3474640471884922,0.15502354504108906,0.9658585408768164,1.3274861613416378e-16,1.1735766789813282e-16
salamandra-2b,0,1729,16,2048,0.8875953615932166,0.9414025849152908,0.9616885449417831,0.974781947786254,0.9856770816914241,1.0,0.99853515625,0.93359375,1.0,0.3260876820947298,0.13885360253183854,0.9658585408768164,1.3274861613416378e-16,0.0
salamandra-2b,0,2718,0,2048,0.8982990994272296,0.9464797902012816,0.9652931572611267,0.9776794356488124,0.9877608592894537,0.99951171875,0.9970703125,0.94775390625,1.0,0.38167570625872616,0.17597281886679286,0.9658585408768164,1.3274861613416378e-16,1.1735766789813282e-16
salamandra-2b,0,2718,1,2048,0.8975746781703772,0.9473049926751715,0.9653873767924079,0.9776914912914136,0.9873898353109783,0.99951171875,0.99755859375,0.94775390625,1.0,0.36878413934597276,0.1692357185510659,0.9658585408768164,1.3274861613416378e-16,0.0
salamandra-2b,0,2718,4,2048,0.8899914772294363,0.9468204197020264,0.9657065576583481,0.9775102012115571,0.9872249190112441,1.0,0.99658203125,0.93798828125,1.0,0.3482339462019901,0.1568628909849973,0.9658585408768164,1.3274861613416378e-16,0.0
salamandra-2b,0,2718,16,2048,0.8900249792960861,0.9414115311170768,0.963215677639698,0.975015300567723,0.9857989636515716,1.0,0.99853515625,0.93212890625,1.0,0.32088480952996723,0.13550385252755923,0.9658585408768164,1.3274861613416378e-16,0.0
salamandra-2b,0,3141,0,2048,0.8982990994272296,0.9464797902012816,0.9652931572611267,0.9776794356488124,0.9877608592894537,0.99951171875,0.9970703125,0.94775390625,1.0,0.38167570625872616,0.17597281886679286,0.9658585408768164,1.3274861613416378e-16,1.1735766789813282e-16
salamandra-2b,0,3141,1,2048,0.8924972135411716,0.946646357138695,0.965410878563784,0.9777977757261,0.9874628449901267,1.0,0.9970703125,0.94189453125,1.0,0.3744457164689692,0.17274185054379637,0.9658585408768164,1.3274861613416378e-16,1.1735766789813282e-16
salamandra-2b,0,3141,4,2048,0.8913276266805592,0.9448389845931991,0.9647108556821089,0.9778432511052481,0.986960728932255,1.0,0.9970703125,0.94091796875,1.0,0.3534041726588373,0.15466755375904634,0.9658585408768164,1.3274861613416378e-16,0.0
salamandra-2b,0,3141,16,2048,0.8861368840697563,0.9408404616654569,0.9614653766055627,0.9753468338602689,0.9860950558447444,1.0,0.9970703125,0.92822265625,1.0,0.32703245867924347,0.13868245704079654,0.9658585408768164,1.3274861613416378e-16,0.0
salamandra-2b,0,5772,0,2048,0.8982990994272296,0.9464797902012816,0.9652931572611267,0.9776794356488124,0.9877608592894537,0.99951171875,0.9970703125,0.94775390625,1.0,0.38167570625872616,0.17597281886679286,0.9658585408768164,1.3274861613416378e-16,1.1735766789813282e-16
salamandra-2b,0,5772,1,2048,0.8987534878685055,0.9469923971361495,0.9660076904524568,0.9775170793313794,0.9873000268396518,1.0,0.99755859375,0.94873046875,1.0,0.3659139215896561,0.16896521849418258,0.9658585408768164,1.3274861613416378e-16,1.1735766789813282e-16
salamandra-2b,0,5772,4,2048,0.8968272956451687,0.9471160140265915,0.9648082364211268,0.9772760181884299,0.9869817674070482,1.0,0.99560546875,0.9423828125,1.0,0.3489779153585648,0.1595810770609666,0.9658585408768164,1.3274861613416378e-16,0.0
salamandra-2b,0,5772,16,2048,0.889456345839351,0.9398060281985992,0.9618545947727409,0.9748928384086513,0.9857843406641582,1.0,0.998046875,0.92529296875,1.0,0.3327593404834832,0.1443801227822483,0.9658585408768164,1.3274861613416378e-16,0.0
salamandra-2b,0,8111,0,2048,0.8982990994272296,0.9464797902012816,0.9652931572611267,0.9776794356488124,0.9877608592894537,0.99951171875,0.9970703125,0.94775390625,1.0,0.38167570625872616,0.17597281886679286,0.9658585408768164,1.3274861613416378e-16,1.1735766789813282e-16
salamandra-2b,0,8111,1,2048,0.8995947546291175,0.9468228889529456,0.9658332896182222,0.9773134447380274,0.9874985107277787,1.0,0.9970703125,0.94921875,1.0,0.3689242655117224,0.17134880794772914,0.9658585408768164,1.3274861613416378e-16,1.1735766789813282e-16
salamandra-2b,0,8111,4,2048,0.8911377837442633,0.9466420696875553,0.9652996503657305,0.9775875857360028,0.9866997428809781,1.0,0.9951171875,0.93701171875,1.0,0.349650067502816,0.15391337089891102,0.9658585408768164,1.3274861613416378e-16,0.0
salamandra-2b,0,8111,16,2048,0.8926140548370143,0.9404390735466558,0.9614317776957534,0.975267646001833,0.9855347913383161,1.0,0.99951171875,0.93603515625,1.0,0.3245458343646561,0.13534046578999773,0.9658585408768164,1.3274861613416378e-16,0.0
