model,layer,seed,sweeps,dimension,share_q05,share_q25,share_q50,share_q75,share_q95,fraction_share_gt_0_50,fraction_share_gt_0_75,fraction_share_gt_0_90,fraction_language_heavy_by,gini_ss_language,top5_ss_language_fraction,raw_global_lfs,ss_language_relative_error,ss_concept_relative_error
bloom-1b7,0,1729,0,2048,0.5845070502355975,0.7270197305453835,0.8115715033305553,0.8796399365135134,0.9471910887762393,0.98193359375,0.69287109375,0.177734375,1.0,0.574568610037884,0.4124284899188575,0.8702391930007555,1.3373669717842397e-16,1.1211293120639239e-16
bloom-1b7,0,1729,1,2048,0.5733506730022435,0.726448632298159,0.8138181839594181,0.8813520876979932,0.9416450513204866,0.98193359375,0.69384765625,0.17919921875,1.0,0.5624378652333231,0.3958881896206886,0.8702391930007556,2.6747339435684793e-16,0.0
bloom-1b7,0,1729,4,2048,0.586487811867748,0.7465494626575525,0.819701822498712,0.8843372249060681,0.9402976500700548,0.98291015625,0.740234375,0.18603515625,1.0,0.5258478497303662,0.35410500070566153,0.8702391930007556,2.6747339435684793e-16,1.1211293120639239e-16
bloom-1b7,0,1729,16,2048,0.634024522143844,0.7770537242326859,0.8457053632386899,0.8920125400633762,0.9370945359867583,0.99169921875,0.81103515625,0.2158203125,1.0,0.4120203210045592,0.22371889483916205,0.8702391930007555,0.0,1.1211293120639239e-16
bloom-1b7,0,2718,0,2048,0.5845070502355975,0.7270197305453835,0.8115715033305553,0.8796399365135134,0.9471910887762393,0.98193359375,0.69287109375,0.177734375,1.0,0.574568610037884,0.4124284899188575,0.8702391930007555,1.3373669717842397e-16,1.1211293120639239e-16
bloom-1b7,0,2718,1,2048,0.5885635583246523,0.7306459088116124,0.8139430446151115,0.8807045006851633,0.9432576850224069,0.98583984375,0.7060546875,0.17578125,1.0,0.5558884290602395,0.3937347475708042,0.8702391930007556,2.6747339435684793e-16,1.1211293120639239e-16
bloom-1b7,0,2718,4,2048,0.5961717108296648,0.7430679235379966,0.8262193289462423,0.8852297152564543,0.939279847799592,0.982421875,0.73486328125,0.18701171875,1.0,0.5168497201615154,0.3432123494548502,0.8702391930007556,2.6747339435684793e-16,0.0
bloom-1b7,0,2718,16,2048,0.6513055118158335,0.7806307502975741,0.8471002121069107,0.8931764271170861,0.9376068324038997,0.99169921875,0.81884765625,0.21826171875,1.0,0.38387465931897635,0.18746253655720163,0.8702391930007555,1.3373669717842397e-16,0.0
bloom-1b7,0,3141,0,2048,0.5845070502355975,0.7270197305453835,0.8115715033305553,0.8796399365135134,0.9471910887762393,0.98193359375,0.69287109375,0.177734375,1.0,0.574568610037884,0.4124284899188575,0.8702391930007555,1.3373669717842397e-16,1.1211293120639239e-16
bloom-1b7,0,3141,1,2048,0.5868746624459622,0.7289297133537394,0.8127274575120258,0.8792345871303274,0.9434692634550758,0.98876953125,0.701171875,0.17822265625,1.0,0.5629377965037188,0.3992912854036007,0.8702391930007555,0.0,1.1211293120639239e-16
bloom-1b7,0,3141,4,2048,0.5963178186935597,0.7442982917541549,0.8225748456885784,0.8823245452004578,0.9384245586305351,0.984375,0.732421875,0.1796875,1.0,0.5228361090028026,0.34946699841325535,0.8702391930007555,1.3373669717842397e-16,0.0
bloom-1b7,0,3141,16,2048,0.6524351395052779,0.7805179548273657,0.8498837725279755,0.8936930905260233,0.9388533971763233,0.99658203125,0.8310546875,0.216796875,1.0,0.3713882020223962,0.1688443641504802,0.8702391930007556,2.6747339435684793e-16,1.1211293120639239e-16
bloom-1b7,0,5772,0,2048,0.5845070502355975,0.7270197305453835,0.8115715033305553,0.8796399365135134,0.9471910887762393,0.98193359375,0.69287109375,0.177734375,1.0,0.574568610037884,0.4124284899188575,0.8702391930007555,1.3373669717842397e-16,1.1211293120639239e-16
bloom-1b7,0,5772,1,2048,0.5806069657203852,0.7278584070057174,0.8159046328378552,0.8808423400582839,0.9451282210944484,0.97998046875,0.69140625,0.1767578125,1.0,0.5615785891131158,0.3982124041082036,0.8702391930007555,1.3373669717842397e-16,0.0
bloom-1b7,0,5772,4,2048,0.5944043168499472,0.7379762571875911,0.8208589173389429,0.8860727743073396,0.9395131613603137,0.98583984375,0.71923828125,0.18994140625,1.0,0.5248721840377615,0.35205443183701285,0.8702391930007555,1.3373669717842397e-16,1.1211293120639239e-16
bloom-1b7,0,5772,16,2048,0.640630777189135,0.7792669520022616,0.8463631443406434,0.893925094167401,0.938826788322084,0.99267578125,0.828125,0.21875,1.0,0.3828164189384724,0.18565602559422748,0.8702391930007555,1.3373669717842397e-16,0.0
bloom-1b7,0,8111,0,2048,0.5845070502355975,0.7270197305453835,0.8115715033305553,0.8796399365135134,0.9471910887762393,0.98193359375,0.69287109375,0.177734375,1.0,0.574568610037884,0.4124284899188575,0.8702391930007555,1.3373669717842397e-16,1.1211293120639239e-16
bloom-1b7,0,8111,1,2048,0.5851428937514144,0.7295456621416598,0.8125455971254849,0.879196526494215,0.9424097935440038,0.9833984375,0.701171875,0.171875,1.0,0.5608022977170246,0.3952395905635443,0.8702391930007556,2.6747339435684793e-16,1.1211293120639239e-16
bloom-1b7,0,8111,4,2048,0.5931362968862767,0.7412546976937671,0.8214950295834994,0.8846768436379457,0.9366698514072517,0.9833984375,0.72900390625,0.193359375,1.0,0.5215836312503996,0.3495265424322081,0.8702391930007555,1.3373669717842397e-16,0.0
bloom-1b7,0,8111,16,2048,0.660187038365513,0.7802222427323561,0.8446589073814752,0.8956982942046003,0.9395388184140331,0.9921875,0.82470703125,0.23095703125,1.0,0.3756082470896902,0.17621665499618705,0.8702391930007555,1.3373669717842397e-16,0.0
bloom-1b7,6,1729,0,2048,0.6989094585574335,0.8196830867531505,0.8777930100866744,0.9196259567395211,0.9544275693701187,0.998046875,0.8916015625,0.37646484375,1.0,0.8652493676691853,0.81475087947668,0.4007176964749765,1.4050003389175536e-16,0.0
bloom-1b7,6,1729,1,2048,0.7041799428493528,0.8209858661658772,0.8795113297269646,0.9188360193177281,0.9550204670307778,0.9951171875,0.89794921875,0.37451171875,1.0,0.859464080788878,0.8088353741906413,0.40071769647497646,0.0,0.0
bloom-1b7,6,1729,4,2048,0.6895845641948578,0.8217579979556219,0.8800209900572445,0.9190027071460903,0.9542044253994433,0.98876953125,0.90185546875,0.3798828125,1.0,0.8419051841585514,0.7882802877807668,0.4007176964749767,1.4050003389175536e-16,7.515770060900447e-16
bloom-1b7,6,1729,16,2048,0.259679259535262,0.42744958675383316,0.6540269867702266,0.8336767770614831,0.9304905423472987,0.66748046875,0.38330078125,0.11083984375,1.0,0.6821180392257593,0.509352851734834,0.40071769647497657,0.0,3.7578850304502233e-16
bloom-1b7,6,2718,0,2048,0.6989094585574335,0.8196830867531505,0.8777930100866744,0.9196259567395211,0.9544275693701187,0.998046875,0.8916015625,0.37646484375,1.0,0.8652493676691853,0.81475087947668,0.4007176964749765,1.4050003389175536e-16,0.0
bloom-1b7,6,2718,1,2048,0.6999369514307285,0.8179892366509629,0.876203136431263,0.9191110739717823,0.9565309303849713,0.99609375,0.90380859375,0.37255859375,1.0,0.8604850146746275,0.8083085321972857,0.4007176964749765,1.4050003389175536e-16,1.8789425152251117e-16
bloom-1b7,6,2718,4,2048,0.6943056586635108,0.8217248199567795,0.8794015406441771,0.9198312959993529,0.9566577812275711,0.98779296875,0.896484375,0.3701171875,1.0,0.8396431915629423,0.7834259810065057,0.4007176964749765,1.4050003389175536e-16,1.8789425152251117e-16
bloom-1b7,6,2718,16,2048,0.2547034159475211,0.44021720480834126,0.6715642941414656,0.8399149562693048,0.9303198610942747,0.685546875,0.4033203125,0.12060546875,1.0,0.6867104126095198,0.503521286668765,0.40071769647497657,1.4050003389175536e-16,5.636827545675336e-16
bloom-1b7,6,3141,0,2048,0.6989094585574335,0.8196830867531505,0.8777930100866744,0.9196259567395211,0.9544275693701187,0.998046875,0.8916015625,0.37646484375,1.0,0.8652493676691853,0.81475087947668,0.4007176964749765,1.4050003389175536e-16,0.0
bloom-1b7,6,3141,1,2048,0.6961193927071814,0.8213470593766294,0.8794709581892002,0.9195117715208312,0.9527853914721124,0.99658203125,0.900390625,0.37744140625,1.0,0.8593817734007481,0.8087833817748664,0.40071769647497657,1.4050003389175536e-16,5.636827545675336e-16
bloom-1b7,6,3141,4,2048,0.6930952712319229,0.8223746264639052,0.8783359948874518,0.917676957810377,0.9551891996591297,0.9912109375,0.89599609375,0.3671875,1.0,0.8430899806584669,0.7879370789677719,0.4007176964749766,1.4050003389175536e-16,7.515770060900447e-16
bloom-1b7,6,3141,16,2048,0.2430870173655739,0.3841816707766673,0.6085380617958183,0.812566497789891,0.9279434968106242,0.611328125,0.337890625,0.10498046875,1.0,0.6509266337615129,0.42226971087620385,0.40071769647497657,1.4050003389175536e-16,5.636827545675336e-16
bloom-1b7,6,5772,0,2048,0.6989094585574335,0.8196830867531505,0.8777930100866744,0.9196259567395211,0.9544275693701187,0.998046875,0.8916015625,0.37646484375,1.0,0.8652493676691853,0.81475087947668,0.4007176964749765,1.4050003389175536e-16,0.0
bloom-1b7,6,5772,1,2048,0.6908547741351251,0.8219117136524511,0.8782934315099578,0.9209760160363207,0.9527450310038705,0.99609375,0.896484375,0.38720703125,1.0,0.8587123123386267,0.8083208341806526,0.4007176964749765,2.810000677835107e-16,5.636827545675336e-16
bloom-1b7,6,5772,4,2048,0.6931957106117872,0.8187312510894277,0.8785429098795616,0.9208330221003991,0.9554526244509022,0.99169921875,0.896484375,0.36962890625,1.0,0.8416631144638145,0.7847614751349489,0.4007176964749765,1.4050003389175536e-16,3.7578850304502233e-16
bloom-1b7,6,5772,16,2048,0.24774828078300945,0.3767912931367764,0.581914842220305,0.792556875998403,0.9219750704561213,0.59375,0.3095703125,0.08349609375,1.0,0.6263396627672286,0.38722221529772016,0.4007176964749766,0.0,5.636827545675336e-16
bloom-1b7,6,8111,0,2048,0.6989094585574335,0.8196830867531505,0.8777930100866744,0.9196259567395211,0.9544275693701187,0.998046875,0.8916015625,0.37646484375,1.0,0.8652493676691853,0.81475087947668,0.4007176964749765,1.4050003389175536e-16,0.0
bloom-1b7,6,8111,1,2048,0.7090418824165964,0.8183175881215681,0.8761611102673466,0.9182212155202529,0.9549914816487685,0.9970703125,0.90673828125,0.3759765625,1.0,0.8600299181400257,0.8092620457177654,0.40071769647497674,0.0,9.394712576125559e-16
bloom-1b7,6,8111,4,2048,0.683046642134869,0.8178833967689236,0.8772690681343898,0.9187316925511823,0.9533766042540661,0.98876953125,0.89453125,0.37255859375,1.0,0.8426732619331034,0.7888998572902809,0.4007176964749765,1.4050003389175536e-16,1.8789425152251117e-16
bloom-1b7,6,8111,16,2048,0.2509091829747577,0.40118548399674303,0.6279399177825116,0.8235242076304023,0.9241312291247639,0.6298828125,0.34814453125,0.10693359375,1.0,0.6556159202985521,0.43760828987140316,0.4007176964749765,1.4050003389175536e-16,3.7578850304502233e-16
bloom-1b7,14,1729,0,2048,0.5250196398721256,0.6935728746537974,0.7862171980883572,0.8601865291148243,0.9213763596315071,0.9638671875,0.61865234375,0.1123046875,1.0,0.8547929579117683,0.7974440634830982,0.403456443100681,0.0,8.971409451381012e-16
bloom-1b7,14,1729,1,2048,0.5261077385639955,0.7006747256343281,0.7904864930972795,0.859176078546734,0.9230752380783062,0.96435546875,0.626953125,0.1083984375,1.0,0.8497285071531873,0.7918752803814404,0.4034564431006811,1.8949953214267905e-16,5.126519686503436e-16
