model,layer,n_languages,n_concepts,dimension,family,perturbation,magnitude,preprocessing,metric,value,reference_value,expected_value,analytic_expectation,absolute_error,relative_error,tolerance,analytic_status
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,lfs_direct,0.7420740191771581,0.7420740191771581,0.7420740191771581,uniform-scale invariant after coordinate standardization,0.0,0.0,7.43074019177158e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,ss_language,7093756.964607517,7093756.964607517,7093756.964607517,uniform-scale invariant after coordinate standardization,0.0,0.0,7.093756965607517,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,ss_concept,2465608.7877110513,2465608.7877110513,2465608.7877110513,uniform-scale invariant after coordinate standardization,0.0,0.0,2.465608788711051,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,ss_residual,6415034.247681427,6415034.247681427,6415034.247681427,uniform-scale invariant after coordinate standardization,0.0,0.0,6.415034248681427,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,language_share_total,0.4440703228044571,0.4440703228044571,0.4440703228044571,uniform-scale invariant after coordinate standardization,0.0,0.0,4.4507032280445705e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,concept_share_total,0.15434750524032526,0.15434750524032526,0.15434750524032526,uniform-scale invariant after coordinate standardization,0.0,0.0,1.5534750524032524e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,residual_share_total,0.4015821719552176,0.4015821719552176,0.4015821719552176,uniform-scale invariant after coordinate standardization,0.0,0.0,4.025821719552176e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,lfs_vc_reml,0.7981610234528274,0.7981610234528274,0.7981610234528274,uniform-scale invariant after coordinate standardization,0.0,0.0,7.991610234528273e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,mexa_external,0.37972222222222224,0.37972222222222224,0.37972222222222224,uniform-scale invariant after coordinate standardization,0.0,0.0,3.8072222222222227e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,aar10,-0.05784410477419927,-0.05784410477419927,-0.05784410477419927,uniform-scale invariant after coordinate standardization,0.0,0.0,5.8844104774199265e-08,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,mean_alignment_margin,0.034970480298719596,0.034970480298719596,0.034970480298719596,uniform-scale invariant after coordinate standardization,0.0,0.0,3.5970480298719594e-08,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,linear_cka,0.482584923832313,0.482584923832313,0.482584923832313,uniform-scale invariant after coordinate standardization,0.0,0.0,4.83584923832313e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,cvp_within_raw,2277.0879577929445,2277.0879577929445,2277.0879577929445,uniform-scale invariant after coordinate standardization,0.0,0.0,0.0022770889577929444,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,cpres_shared_raw,632.2073814643721,632.2073814643721,632.2073814643721,uniform-scale invariant after coordinate standardization,0.0,0.0,0.0006322083814643721,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,mean_norm,62.674715403550536,62.674715403550536,62.674715403550536,uniform-scale invariant after coordinate standardization,0.0,0.0,6.267571540355053e-05,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,concept_rank_covariance_entropy,101.25205224785802,101.25205224785802,101.25205224785802,uniform-scale invariant after coordinate standardization,0.0,0.0,0.00010125305224785802,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,concept_rank_singular_entropy,241.02958139582688,241.02958139582688,241.02958139582688,uniform-scale invariant after coordinate standardization,0.0,0.0,0.00024103058139582687,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.5,standardized,concept_participation_ratio,39.829776337315,39.829776337315,39.829776337315,uniform-scale invariant after coordinate standardization,0.0,0.0,3.9830776337315e-05,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,lfs_direct,0.7713140575720785,0.7713140575720785,0.7713140575720785,uniform-scale invariant,0.0,0.0,7.723140575720784e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,ss_language,279.8800310853291,27988.003108532914,279.88003108532916,quadratic in uniform scale,5.684341886080802e-14,2.0309923019651847e-16,0.0002798810310853292,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,ss_concept,82.98128116188693,8298.128116188693,82.98128116188694,quadratic in uniform scale,1.4210854715202004e-14,1.7125373959312895e-16,8.298228116188694e-05,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,ss_residual,189.33803743313447,18933.80374331344,189.33803743313445,quadratic in uniform scale,2.842170943040401e-14,1.5011093288870314e-16,0.00018933903743313443,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,language_share_total,0.5068459990895356,0.5068459990895358,0.5068459990895358,uniform-scale invariant,1.1102230246251565e-16,2.1904543522479944e-16,5.078459990895358e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,concept_share_total,0.15027413779085758,0.15027413779085758,0.15027413779085758,uniform-scale invariant,0.0,0.0,1.5127413779085757e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,residual_share_total,0.34287986311960683,0.3428798631196067,0.3428798631196067,uniform-scale invariant,1.1102230246251565e-16,3.237935918791118e-16,3.4387986311960673e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,lfs_vc_reml,0.8177355311724772,0.8177355311724772,0.8177355311724772,uniform-scale invariant,0.0,0.0,8.187355311724771e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,mexa_external,0.19666666666666666,0.19666666666666666,0.19666666666666666,uniform-scale invariant,0.0,0.0,1.9766666666666665e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,aar10,-0.12224290686321032,-0.12224290739873263,-0.12224290739873263,uniform-scale invariant,5.3552230705467e-10,4.380804730927253e-09,1.2324290739873263e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,mean_alignment_margin,-0.04259623060507121,-0.04259623086744624,-0.04259623086744624,uniform-scale invariant,2.623750314234563e-10,6.1595832795613354e-09,4.359623086744624e-08,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,linear_cka,0.526731567892538,0.526731567892538,0.526731567892538,uniform-scale invariant,0.0,0.0,5.27731567892538e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,cvp_within_raw,0.0698254663064158,6.98254663064158,0.06982546630641581,quadratic in uniform scale,1.3877787807814457e-17,1.9874966171961413e-16,7.082546630641581e-08,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,cpres_shared_raw,0.021277251579971013,2.127725157997101,0.021277251579971013,quadratic in uniform scale,0.0,0.0,2.227725157997101e-08,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,mean_norm,0.6448751417534471,6.448751417534469,0.644875141753447,linear in uniform scale,1.1102230246251565e-16,1.7216092740160615e-16,6.458751417534469e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,concept_rank_covariance_entropy,75.38667100454738,75.38667100454738,75.38667100454738,uniform-scale invariant,0.0,0.0,7.538767100454738e-05,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,concept_rank_singular_entropy,230.19470628212412,230.1947065097517,230.1947065097517,uniform-scale invariant,2.276275949952833e-07,9.88848086242332e-10,0.00023019570650975168,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,concept_participation_ratio,26.309409995822424,26.30940999582242,26.30940999582242,uniform-scale invariant,3.552713678800501e-15,1.350358552078752e-16,2.631040999582242e-05,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,cvp_within_ratio,0.01,1.0,0.010000000000000002,quadratic preservation ratio,1.734723475976807e-18,1.7347234759768068e-16,1.1000000000000003e-08,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,raw,cpres_shared_ratio,0.01,1.0,0.010000000000000002,quadratic preservation ratio,1.734723475976807e-18,1.7347234759768068e-16,1.1000000000000003e-08,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,lfs_direct,0.7420740191771581,0.7420740191771581,0.7420740191771581,uniform-scale invariant after coordinate standardization,0.0,0.0,7.43074019177158e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,ss_language,7093756.964607517,7093756.964607517,7093756.964607517,uniform-scale invariant after coordinate standardization,0.0,0.0,7.093756965607517,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,ss_concept,2465608.7877110513,2465608.7877110513,2465608.7877110513,uniform-scale invariant after coordinate standardization,0.0,0.0,2.465608788711051,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,ss_residual,6415034.247681426,6415034.247681427,6415034.247681427,uniform-scale invariant after coordinate standardization,9.313225746154785e-10,1.45178114201352e-16,6.415034248681427,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,language_share_total,0.44407032280445713,0.4440703228044571,0.4440703228044571,uniform-scale invariant after coordinate standardization,5.551115123125783e-17,1.2500531645683005e-16,4.4507032280445705e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,concept_share_total,0.15434750524032528,0.15434750524032526,0.15434750524032526,uniform-scale invariant after coordinate standardization,2.7755575615628914e-17,1.7982522990839644e-16,1.5534750524032524e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,residual_share_total,0.4015821719552176,0.4015821719552176,0.4015821719552176,uniform-scale invariant after coordinate standardization,0.0,0.0,4.025821719552176e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,lfs_vc_reml,0.7981610234528274,0.7981610234528274,0.7981610234528274,uniform-scale invariant after coordinate standardization,0.0,0.0,7.991610234528273e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,mexa_external,0.37972222222222224,0.37972222222222224,0.37972222222222224,uniform-scale invariant after coordinate standardization,0.0,0.0,3.8072222222222227e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,aar10,-0.05784410477419927,-0.05784410477419927,-0.05784410477419927,uniform-scale invariant after coordinate standardization,0.0,0.0,5.8844104774199265e-08,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,mean_alignment_margin,0.034970480298719596,0.034970480298719596,0.034970480298719596,uniform-scale invariant after coordinate standardization,0.0,0.0,3.5970480298719594e-08,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,linear_cka,0.482584923832313,0.482584923832313,0.482584923832313,uniform-scale invariant after coordinate standardization,0.0,0.0,4.83584923832313e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,cvp_within_raw,2277.087957792944,2277.0879577929445,2277.0879577929445,uniform-scale invariant after coordinate standardization,4.547473508864641e-13,1.9970565885703668e-16,0.0022770889577929444,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,cpres_shared_raw,632.2073814643719,632.2073814643721,632.2073814643721,uniform-scale invariant after coordinate standardization,2.2737367544323206e-13,3.596504598167929e-16,0.0006322083814643721,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,mean_norm,62.674715403550536,62.674715403550536,62.674715403550536,uniform-scale invariant after coordinate standardization,0.0,0.0,6.267571540355053e-05,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,concept_rank_covariance_entropy,101.2520522478581,101.25205224785802,101.25205224785802,uniform-scale invariant after coordinate standardization,8.526512829121202e-14,8.421076550872163e-16,0.00010125305224785802,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,concept_rank_singular_entropy,241.02958070283265,241.02958139582688,241.02958139582688,uniform-scale invariant after coordinate standardization,6.929942344413575e-07,2.8751418412136687e-09,0.00024103058139582687,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.1,standardized,concept_participation_ratio,39.829776337314996,39.829776337315,39.829776337315,uniform-scale invariant after coordinate standardization,7.105427357601002e-15,1.783948596001579e-16,3.9830776337315e-05,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,lfs_direct,0.7713140575720783,0.7713140575720785,0.7713140575720785,uniform-scale invariant,2.220446049250313e-16,2.8787833275589106e-16,7.723140575720784e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,ss_language,2.798800310853291,27988.003108532914,2.7988003108532915,quadratic in uniform scale,4.440892098500626e-16,1.5867127359103007e-16,2.7998003108532916e-06,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,ss_concept,0.8298128116188699,8298.128116188693,0.8298128116188693,quadratic in uniform scale,5.551115123125783e-16,6.689599202856601e-16,8.308128116188692e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,ss_residual,1.893380374331342,18933.80374331344,1.8933803743313442,quadratic in uniform scale,2.220446049250313e-15,1.1727416631929935e-15,1.8943803743313442e-06,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,language_share_total,0.5068459990895358,0.5068459990895358,0.5068459990895358,uniform-scale invariant,0.0,0.0,5.078459990895358e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,concept_share_total,0.15027413779085771,0.15027413779085758,0.15027413779085758,uniform-scale invariant,1.3877787807814457e-16,9.234980823599015e-16,1.5127413779085757e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,residual_share_total,0.3428798631196064,0.3428798631196067,0.3428798631196067,uniform-scale invariant,3.3306690738754696e-16,9.713807756373354e-16,3.4387986311960673e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,lfs_vc_reml,0.8177355311724772,0.8177355311724772,0.8177355311724772,uniform-scale invariant,0.0,0.0,8.187355311724771e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,mexa_external,0.19666666666666666,0.19666666666666666,0.19666666666666666,uniform-scale invariant,0.0,0.0,1.9766666666666665e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,aar10,-0.12224290150798645,-0.12224290739873263,-0.12224290739873263,uniform-scale invariant,5.8907461825130625e-09,4.818885862472652e-08,1.2324290739873263e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,mean_alignment_margin,-0.042596227981320546,-0.04259623086744624,-0.04259623086744624,uniform-scale invariant,2.8861256926027146e-09,6.775542422013701e-08,4.359623086744624e-08,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,linear_cka,0.526731567892538,0.526731567892538,0.526731567892538,uniform-scale invariant,0.0,0.0,5.27731567892538e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,cvp_within_raw,0.000698254663064158,6.98254663064158,0.000698254663064158,quadratic in uniform scale,0.0,0.0,1.698254663064158e-09,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,cpres_shared_raw,0.00021277251579971011,2.127725157997101,0.0002127725157997101,quadratic in uniform scale,2.710505431213761e-20,1.2738982857002315e-16,1.2127725157997102e-09,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,mean_norm,0.06448751417534469,6.448751417534469,0.06448751417534469,linear in uniform scale,0.0,0.0,6.548751417534468e-08,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,concept_rank_covariance_entropy,75.38667100454745,75.38667100454738,75.38667100454738,uniform-scale invariant,7.105427357601002e-14,9.42530988955912e-16,7.538767100454738e-05,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,concept_rank_singular_entropy,230.19470650768264,230.1947065097517,230.1947065097517,uniform-scale invariant,2.0690720248239813e-09,8.988356231972387e-12,0.00023019570650975168,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,concept_participation_ratio,26.30940999582244,26.30940999582242,26.30940999582242,uniform-scale invariant,1.7763568394002505e-14,6.75179276039376e-16,2.631040999582242e-05,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,cvp_within_ratio,9.999999999999999e-05,1.0,0.0001,quadratic preservation ratio,1.3552527156068805e-20,1.3552527156068805e-16,1.1000000000000001e-09,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,raw,cpres_shared_ratio,0.0001,1.0,0.0001,quadratic preservation ratio,0.0,0.0,1.1000000000000001e-09,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,lfs_direct,0.7420740191771581,0.7420740191771581,0.7420740191771581,uniform-scale invariant after coordinate standardization,0.0,0.0,7.43074019177158e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,ss_language,7093756.964607517,7093756.964607517,7093756.964607517,uniform-scale invariant after coordinate standardization,0.0,0.0,7.093756965607517,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,ss_concept,2465608.7877110513,2465608.7877110513,2465608.7877110513,uniform-scale invariant after coordinate standardization,0.0,0.0,2.465608788711051,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,ss_residual,6415034.247681426,6415034.247681427,6415034.247681427,uniform-scale invariant after coordinate standardization,9.313225746154785e-10,1.45178114201352e-16,6.415034248681427,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,language_share_total,0.44407032280445713,0.4440703228044571,0.4440703228044571,uniform-scale invariant after coordinate standardization,5.551115123125783e-17,1.2500531645683005e-16,4.4507032280445705e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,concept_share_total,0.15434750524032528,0.15434750524032526,0.15434750524032526,uniform-scale invariant after coordinate standardization,2.7755575615628914e-17,1.7982522990839644e-16,1.5534750524032524e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,residual_share_total,0.4015821719552176,0.4015821719552176,0.4015821719552176,uniform-scale invariant after coordinate standardization,0.0,0.0,4.025821719552176e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,lfs_vc_reml,0.7981610234528274,0.7981610234528274,0.7981610234528274,uniform-scale invariant after coordinate standardization,0.0,0.0,7.991610234528273e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,mexa_external,0.37972222222222224,0.37972222222222224,0.37972222222222224,uniform-scale invariant after coordinate standardization,0.0,0.0,3.8072222222222227e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,aar10,-0.05784410477419927,-0.05784410477419927,-0.05784410477419927,uniform-scale invariant after coordinate standardization,0.0,0.0,5.8844104774199265e-08,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,mean_alignment_margin,0.03497048029871959,0.034970480298719596,0.034970480298719596,uniform-scale invariant after coordinate standardization,6.938893903907228e-18,1.9842146417878304e-16,3.5970480298719594e-08,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,linear_cka,0.482584923832313,0.482584923832313,0.482584923832313,uniform-scale invariant after coordinate standardization,0.0,0.0,4.83584923832313e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,cvp_within_raw,2277.0879577929445,2277.0879577929445,2277.0879577929445,uniform-scale invariant after coordinate standardization,0.0,0.0,0.0022770889577929444,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,cpres_shared_raw,632.2073814643719,632.2073814643721,632.2073814643721,uniform-scale invariant after coordinate standardization,2.2737367544323206e-13,3.596504598167929e-16,0.0006322083814643721,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,mean_norm,62.674715403550536,62.674715403550536,62.674715403550536,uniform-scale invariant after coordinate standardization,0.0,0.0,6.267571540355053e-05,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,concept_rank_covariance_entropy,101.2520522478581,101.25205224785802,101.25205224785802,uniform-scale invariant after coordinate standardization,8.526512829121202e-14,8.421076550872163e-16,0.00010125305224785802,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,concept_rank_singular_entropy,241.02958092559544,241.02958139582688,241.02958139582688,uniform-scale invariant after coordinate standardization,4.7023144134072936e-07,1.950928340901441e-09,0.00024103058139582687,PASS
OLMo-2-1124-7B,12,13,300,4096,uniform,uniform_shrink,0.01,standardized,concept_participation_ratio,39.829776337314996,39.829776337315,39.829776337315,uniform-scale invariant after coordinate standardization,7.105427357601002e-15,1.783948596001579e-16,3.9830776337315e-05,PASS
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,lfs_direct,0.7685585355614339,0.7713140575720785,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,ss_language,20693.546812656215,27988.003108532914,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,ss_concept,6231.594025887107,8298.128116188693,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,ss_residual,14213.717977206003,18933.80374331344,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,language_share_total,0.5030170356775681,0.5068459990895358,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,concept_share_total,0.15147707557462545,0.15027413779085758,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,residual_share_total,0.3455058887478064,0.3428798631196067,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,lfs_vc_reml,0.8153881220315903,0.8177355311724772,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,mexa_external,0.21194444444444452,0.19666666666666666,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,aar10,-0.15234964509768803,-0.12224290739873263,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,mean_alignment_margin,-0.05329841087840742,-0.04259623086744624,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,linear_cka,0.522208624621074,0.526731567892538,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,cvp_within_raw,5.242387693100795,6.98254663064158,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,cpres_shared_raw,1.597844622022335,2.127725157997101,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,mean_norm,5.164100467375571,6.448751417534469,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,concept_rank_covariance_entropy,74.63578481329135,75.38667100454738,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,concept_rank_singular_entropy,229.51177519057555,230.1947065097517,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,concept_participation_ratio,25.90085347791129,26.30940999582242,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,cvp_within_ratio,0.7507844874383757,1.0,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,raw,cpres_shared_ratio,0.7509638244473453,1.0,,empirical,,,,EMPIRICAL
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,lfs_direct,0.7420740191771581,0.7420740191771581,0.7420740191771581,positive-diagonal invariant after coordinate standardization,0.0,0.0,7.43074019177158e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,ss_language,7093756.964607517,7093756.964607517,7093756.964607517,positive-diagonal invariant after coordinate standardization,0.0,0.0,7.093756965607517,PASS
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,ss_concept,2465608.7877110513,2465608.7877110513,2465608.7877110513,positive-diagonal invariant after coordinate standardization,0.0,0.0,2.465608788711051,PASS
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,ss_residual,6415034.247681426,6415034.247681427,6415034.247681427,positive-diagonal invariant after coordinate standardization,9.313225746154785e-10,1.45178114201352e-16,6.415034248681427,PASS
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,language_share_total,0.44407032280445713,0.4440703228044571,0.4440703228044571,positive-diagonal invariant after coordinate standardization,5.551115123125783e-17,1.2500531645683005e-16,4.4507032280445705e-07,PASS
OLMo-2-1124-7B,12,13,300,4096,diagonal,diagonal_shrink_0.1,fraction=0.25,standardized,concept_share_total,0.15434750524032528,0.15434750524032526,0.15434750524032526,positive-diagonal invariant after coordinate standardization,2.7755575615628914e-17,1.7982522990839644e-16,1.5534750524032524e-07,PASS
