model,flores_code,acc,script,macro_family,log_tokens,fertility,mexa,aar10,margin_mean,macro_family_g,script_g,y,alpha,s2,alpha_shrunk
salamandra-2b,lvs_Latn,0.26,Latn,Balto-Slavic,9.894602930159628,1.1257,0.8666666666666667,-0.035340189933776855,0.1542402058839798,Balto-Slavic,Latn,-4.304065093204169,-0.8292025158130887,6.587837837837826,-1.2586677898963578e-05
salamandra-2b,pol_Latn,0.25666666666666665,Latn,Balto-Slavic,11.069183544489329,1.2014,0.87,-0.01412633154541254,0.1599113494157791,Balto-Slavic,Latn,-4.304065093204169,-1.1575581665435224,6.587837837837826,-1.7570872632018324e-05
salamandra-2b,slv_Latn,0.21666666666666667,Latn,Balto-Slavic,9.903501694149961,1.0457,0.9266666666666666,-0.017873425036668777,0.17624451220035553,Balto-Slavic,Latn,-4.304065093204169,-0.8399988321574061,6.587837837837826,-1.2750557956882596e-05
salamandra-2b,ces_Latn,0.24333333333333335,Latn,Balto-Slavic,10.755192300065602,1.1655,0.93,0.004215244669467211,0.18959231674671173,Balto-Slavic,Latn,-4.304065093204169,-1.0713967022564352,6.587837837837826,-1.6263005642256844e-05
salamandra-2b,hrv_Latn,0.22333333333333333,Latn,Balto-Slavic,7.610626216540094,0.9934,0.9366666666666666,0.0074687013402581215,0.18117278814315796,Balto-Slavic,Latn,-4.304065093204169,-0.18917727238943893,6.587837837837826,-2.8715703922159535e-06
salamandra-2b,ukr_Cyrl,0.26666666666666666,Cyrl,Balto-Slavic,10.582360317494818,1.1426,0.94,-0.012457356788218021,0.186014324426651,Balto-Slavic,Cyrl,-3.7841896339182615,-0.40164962592905784,2.4545454545454564,-1.636283664480176e-05
salamandra-2b,mkd_Cyrl,0.20333333333333334,Cyrl,Balto-Slavic,9.301746425904852,1.3327,0.68,-0.028237445279955864,0.11988026648759842,Balto-Slavic,Cyrl,-4.304065093204169,-0.5354139892062824,6.587837837837826,-8.127186418648878e-06
salamandra-2b,rus_Cyrl,0.21666666666666667,Cyrl,Balto-Slavic,11.867586387163913,1.0878,0.8833333333333333,-0.059781964868307114,0.15162284672260284,Balto-Slavic,Cyrl,-4.304065093204169,-1.2950041826057266,6.587837837837826,-1.9657201001311412e-05
salamandra-2b,lit_Latn,0.20333333333333334,Latn,Balto-Slavic,10.153726802927073,1.0555,0.8633333333333333,-0.06600571423768997,0.14928655326366425,Balto-Slavic,Latn,-4.304065093204169,-0.9106020072198211,6.587837837837826,-1.3822261679660694e-05
salamandra-2b,srp_Cyrl,0.22,Cyrl,Balto-Slavic,9.664593347362308,1.1932,0.9233333333333333,-0.006672519259154797,0.17555232346057892,Balto-Slavic,Cyrl,-4.304065093204169,-0.6536448748858845,6.587837837837826,-9.921843390069328e-06
salamandra-2b,bul_Cyrl,0.23,Cyrl,Balto-Slavic,10.360175858097726,1.0608,0.91,-0.0028684744611382484,0.19016270339488983,Balto-Slavic,Cyrl,-4.304065093204169,-0.8663716302049309,6.587837837837826,-1.3150877430087891e-05
salamandra-2b,slk_Latn,0.2633333333333333,Latn,Balto-Slavic,10.215972316299656,1.0963,0.9366666666666666,0.012955129146575928,0.18507523834705353,Balto-Slavic,Latn,-4.011868340397864,-0.6320124974255021,3.7701498868778427,-1.6763146114965757e-05
salamandra-7b,lvs_Latn,0.32,Latn,Balto-Slavic,9.894602930159628,1.1257,0.9666666666666667,0.06287863105535507,0.22126197814941406,Balto-Slavic,Latn,-2.2735975561207935,-0.11386301137234112,0.18007202881152456,-6.319683034261924e-05
salamandra-7b,pol_Latn,0.37333333333333335,Latn,Balto-Slavic,11.069183544489329,1.2014,0.97,0.029404742643237114,0.2035171538591385,Balto-Slavic,Latn,-1.6255240501857244,0.20585484383229424,0.07343456164617751,0.00027994298085650944
salamandra-7b,slv_Latn,0.4,Latn,Balto-Slavic,9.903501694149961,1.0457,0.9833333333333333,0.06467103958129883,0.23908229172229767,Balto-Slavic,Latn,-1.3862943611198904,0.7626438672842446,0.05555555555555554,0.001370292434728833
salamandra-7b,ces_Latn,0.3466666666666667,Latn,Balto-Slavic,10.755192300065602,1.1655,0.9833333333333333,0.07183604687452316,0.2384999543428421,Balto-Slavic,Latn,-1.9108188292440431,0.006721529061062714,0.10646946055473316,6.307181274784986e-06
salamandra-7b,hrv_Latn,0.37333333333333335,Latn,Balto-Slavic,7.610626216540094,0.9934,0.99,0.07608428597450256,0.24224400520324707,Balto-Slavic,Latn,-1.6255240501857244,1.1742357379863777,0.07343456164617751,0.0015968487629479187
salamandra-7b,ukr_Cyrl,0.34,Cyrl,Balto-Slavic,10.582360317494818,1.1426,0.9733333333333334,0.06715890020132065,0.24567808210849762,Balto-Slavic,Cyrl,-1.9924301646902058,0.07498181065637,0.11924803591470251,6.282617898262366e-05
salamandra-7b,mkd_Cyrl,0.3466666666666667,Cyrl,Balto-Slavic,9.301746425904852,1.3327,0.91,0.05346846207976341,0.18081851303577423,Balto-Slavic,Cyrl,-1.9108188292440431,0.5427042421112152,0.10646946055473316,0.0005092493095920025
salamandra-7b,rus_Cyrl,0.3566666666666667,Cyrl,Balto-Slavic,11.867586387163913,1.0878,0.9433333333333334,0.012732545845210552,0.19003213942050934,Balto-Slavic,Cyrl,-1.7969542861051588,-0.1030214081493448,0.09136298777525904,-0.00011263726525395972
salamandra-7b,lit_Latn,0.3466666666666667,Latn,Balto-Slavic,10.153726802927073,1.0555,0.9666666666666667,0.06141887605190277,0.22323709726333618,Balto-Slavic,Latn,-1.9108188292440431,0.16751622409767686,0.10646946055473316,0.0001571897082197641
salamandra-7b,srp_Cyrl,0.3566666666666667,Cyrl,Balto-Slavic,9.664593347362308,1.1932,0.9833333333333333,0.04950657859444618,0.2329484075307846,Balto-Slavic,Cyrl,-1.7969542861051588,0.5383378995704982,0.09136298777525904,0.0005885855171197998
salamandra-7b,bul_Cyrl,0.36,Cyrl,Balto-Slavic,10.360175858097726,1.0608,0.97,0.06070197373628616,0.24513043463230133,Balto-Slavic,Cyrl,-1.7609878105613017,0.3615776197953089,0.08716425619834708,0.00041434790777704426
salamandra-7b,slk_Latn,0.34,Latn,Balto-Slavic,10.215972316299656,1.0963,0.98,0.06451622396707535,0.24044637382030487,Balto-Slavic,Latn,-1.9924301646902058,0.07229764563952812,0.11924803591470251,6.05771557823087e-05
granite-3.1-8b-base,lvs_Latn,0.29,Latn,Balto-Slavic,9.894602930159628,1.9359,0.08,-0.05493505671620369,0.0030774895567446947,Balto-Slavic,Latn,-2.876385515921425,-1.1190207675133328,0.478653169014085,-0.00023373647214057987
granite-3.1-8b-base,pol_Latn,0.37,Latn,Balto-Slavic,11.069183544489329,1.745,0.38333333333333336,-0.011894180439412594,0.0634327307343483,Balto-Slavic,Latn,-1.6582280766035322,-0.2567104858985281,0.07647156084656088,-0.0003352556524388575
granite-3.1-8b-base,slv_Latn,0.38333333333333336,Latn,Balto-Slavic,9.903501694149961,1.6251,0.26666666666666666,-0.09192610532045364,0.02071491628885269,Balto-Slavic,Latn,-1.5314763709643884,0.19129221185224243,0.06556165540540541,0.00029133016929131633
granite-3.1-8b-base,ces_Latn,0.5266666666666666,Latn,Balto-Slavic,10.755192300065602,1.7557,0.75,0.02578696794807911,0.12326784431934357,Balto-Slavic,Latn,-0.5369864498046631,0.9554979473664441,0.0272556371762291,0.0034928740325473064
granite-3.1-8b-base,hrv_Latn,0.3933333333333333,Latn,Balto-Slavic,7.610626216540094,1.6464,0.3,-0.09958843141794205,0.025430209934711456,Balto-Slavic,Latn,-1.442806571383233,0.9383731245141458,0.0591721690964525,0.0015831597507203988
granite-3.1-8b-base,ukr_Cyrl,0.4166666666666667,Cyrl,Balto-Slavic,10.582360317494818,2.3159,0.38666666666666666,-0.010444930754601955,0.05604279041290283,Balto-Slavic,Cyrl,-1.2527629684953678,0.4497216943134392,0.04821428571428569,0.0009308255056750671
granite-3.1-8b-base,mkd_Cyrl,0.41,Cyrl,Balto-Slavic,9.301746425904852,2.1605,0.09,-0.24068143963813782,-0.10668229311704636,Balto-Slavic,Cyrl,-1.3049487216659383,0.748019446532451,0.05089711334745765,0.0014667878188238499
granite-3.1-8b-base,rus_Cyrl,0.48,Cyrl,Balto-Slavic,11.867586387163913,1.9505,0.6266666666666667,-0.02155705727636814,0.06707682460546494,Balto-Slavic,Cyrl,-0.8157495026522779,0.4812273228343851,0.0327177548349571,0.0014663627211989843
granite-3.1-8b-base,lit_Latn,0.30666666666666664,Latn,Balto-Slavic,10.153726802927073,1.8518,0.06666666666666667,-0.0735531821846962,-0.003973982762545347,Balto-Slavic,Latn,-2.5043247356451026,-0.8297928317829775,0.2582678999201492,-0.0003211671542943983
granite-3.1-8b-base,srp_Cyrl,0.37666666666666665,Cyrl,Balto-Slavic,9.664593347362308,2.3476,0.14666666666666667,-0.15352843701839447,-0.04113398864865303,Balto-Slavic,Cyrl,-1.593522457128201,0.3748934682160521,0.07061767668538078,0.0005301269580499997
granite-3.1-8b-base,bul_Cyrl,0.41333333333333333,Cyrl,Balto-Slavic,10.360175858097726,2.0638,0.2866666666666667,-0.10186491906642914,0.011320006102323532,Balto-Slavic,Cyrl,-1.2786636969275254,0.46141326696242224,0.04951771988944001,0.0009299364581653758
granite-3.1-8b-base,slk_Latn,0.42,Latn,Balto-Slavic,10.215972316299656,1.7327,0.48,-0.0076426295563578606,0.09030067175626755,Balto-Slavic,Latn,-1.2272296664902034,0.4172062773121965,0.046981267151891194,0.0008861407148751703
Yi-1.5-9B,lvs_Latn,0.5066666666666667,Latn,Balto-Slavic,9.894602930159628,2.2772,0.24333333333333335,-0.04683016240596771,0.024712366983294487,Balto-Slavic,Latn,-0.6534068519104311,-0.32957385347079404,0.02923103572454221,-0.0011236352393622284
Yi-1.5-9B,pol_Latn,0.6566666666666666,Latn,Balto-Slavic,11.069183544489329,2.2156,0.68,-0.010542845353484154,0.09234664589166641,Balto-Slavic,Latn,0.16929205650362053,0.1506111750029758,0.02168468519006531,0.0006913626416396246
Yi-1.5-9B,slv_Latn,0.6033333333333334,Latn,Balto-Slavic,9.903501694149961,1.8939,0.5733333333333334,-0.026827240362763405,0.07486208528280258,Balto-Slavic,Latn,-0.11568439899946181,0.16607631135990175,0.022843553583768862,0.000723847379410846
Yi-1.5-9B,ces_Latn,0.61,Latn,Balto-Slavic,10.755192300065602,2.2574,0.69,-0.004618400242179632,0.09408887475728989,Balto-Slavic,Latn,-0.0800427076735365,-0.004549783957704112,0.022628798670465335,-2.0017705395416562e-05
Yi-1.5-9B,hrv_Latn,0.59,Latn,Balto-Slavic,7.610626216540094,1.9348,0.6566666666666666,-0.006884729955345392,0.08823028951883316,Balto-Slavic,Latn,-0.18721154208814647,0.7549814123972166,0.023340577263904132,0.003220831142071465
Yi-1.5-9B,ukr_Cyrl,0.66,Cyrl,Balto-Slavic,10.582360317494818,2.4803,0.7466666666666667,-0.010937625542283058,0.09391467273235321,Balto-Slavic,Cyrl,0.18721154208814672,0.4379227160557949,0.02165202785456836,0.0020132500702170547
Yi-1.5-9B,mkd_Cyrl,0.5266666666666666,Cyrl,Balto-Slavic,9.301746425904852,2.069,0.41,-0.04385360702872276,0.04905278980731964,Balto-Slavic,Cyrl,-0.5369864498046631,0.03782009514033147,0.0272556371762291,0.0001382533877628515
Yi-1.5-9B,rus_Cyrl,0.75,Cyrl,Balto-Slavic,11.867586387163913,2.1364,0.8266666666666667,-0.009893120266497135,0.10072783380746841,Balto-Slavic,Cyrl,0.6931471805599452,0.5405675742193743,0.022499999999999996,0.0023918919213243707
Yi-1.5-9B,lit_Latn,0.3933333333333333,Latn,Balto-Slavic,10.153726802927073,2.2264,0.27,-0.04674411565065384,0.03273539990186691,Balto-Slavic,Latn,-1.442806571383233,-1.198372557091253,0.0591721690964525,-0.0020218132309977365
Yi-1.5-9B,srp_Cyrl,0.5233333333333333,Cyrl,Balto-Slavic,9.664593347362308,2.3623,0.38333333333333336,-0.04164111986756325,0.04620129242539406,Balto-Slavic,Cyrl,-0.5561253829956544,-0.054919850445321106,0.02755368516076428,-0.00019859866822858133
Yi-1.5-9B,bul_Cyrl,0.6566666666666666,Cyrl,Balto-Slavic,10.360175858097726,1.7054,0.7433333333333333,-0.013335112482309341,0.0968465581536293,Balto-Slavic,Cyrl,0.16929205650362053,0.4036849544882545,0.02168468519006531,0.0018530676526474976
Yi-1.5-9B,slk_Latn,0.5966666666666667,Latn,Balto-Slavic,10.215972316299656,2.1496,0.61,-0.016949184238910675,0.08390936255455017,Balto-Slavic,Latn,-0.15139964645536813,0.06730033855311818,0.023080476123526823,0.000290331994021227
Llama-3.1-8B,lvs_Latn,0.49666666666666665,Latn,Balto-Slavic,9.894602930159628,2.2069,0.7933333333333333,0.0033891380298882723,0.13913674652576447,Balto-Slavic,Latn,-0.7132147436107549,-0.44571379982460113,0.030408126490549973,-0.0014609674571880152
Llama-3.1-8B,pol_Latn,0.6433333333333333,Latn,Balto-Slavic,11.069183544489329,1.8042,0.92,0.02091490849852562,0.185902401804924,Balto-Slavic,Latn,0.0978557900037583,-0.012331013473598024,0.021860158081118596,-5.615175185949587e-05
Llama-3.1-8B,slv_Latn,0.5,Latn,Balto-Slavic,9.903501694149961,1.7151,0.8933333333333333,0.02496303804218769,0.1797659993171692,Balto-Slavic,Latn,-0.6931471805599454,-0.4789069288545651,0.029999999999999995,-0.0015910529197829038
Llama-3.1-8B,ces_Latn,0.62,Latn,Balto-Slavic,10.755192300065602,1.5544,0.95,0.051398396492004395,0.21349848806858063,Balto-Slavic,Latn,-0.02666824708216118,-0.07275072558769921,0.02234631502056823,-0.0003241098840549182
Llama-3.1-8B,hrv_Latn,0.5333333333333333,Latn,Balto-Slavic,7.610626216540094,1.6867,0.97,0.06134696677327156,0.20521427690982819,Balto-Slavic,Latn,-0.4989911661189879,0.3685351878023961,0.02669303015323777,0.001375489019698587
Llama-3.1-8B,ukr_Cyrl,0.66,Cyrl,Balto-Slavic,10.582360317494818,1.5963,0.96,0.05915195122361183,0.21217647194862366,Balto-Slavic,Cyrl,0.18721154208814672,0.2976827873451139,0.02165202785456836,0.0013685288991689595
Llama-3.1-8B,mkd_Cyrl,0.5666666666666667,Cyrl,Balto-Slavic,9.301746425904852,1.9455,0.9366666666666666,0.060681894421577454,0.20138375461101532,Balto-Slavic,Cyrl,-0.3136575588550415,0.19933100431364353,0.024451310462390803,0.0008118955793374801
Llama-3.1-8B,rus_Cyrl,0.68,Cyrl,Balto-Slavic,11.867586387163913,1.5282,0.9266666666666666,0.012112672440707684,0.17457562685012817,Balto-Slavic,Cyrl,0.29546421289383606,0.031084878979334762,0.021548810167658188,0.00014358700888656507
Llama-3.1-8B,lit_Latn,0.41,Latn,Balto-Slavic,10.153726802927073,2.1176,0.8,0.004121177364140749,0.13852106034755707,Balto-Slavic,Latn,-1.3049487216659383,-1.1208168408663288,0.05089711334745765,-0.002197804478128085
Llama-3.1-8B,srp_Cyrl,0.67,Cyrl,Balto-Slavic,9.664593347362308,2.0981,0.9466666666666667,0.031705282628536224,0.1891019642353058,Balto-Slavic,Cyrl,0.24116205681688824,0.6660407740160714,0.021580601937744793,0.003072058496938987
Llama-3.1-8B,bul_Cyrl,0.67,Cyrl,Balto-Slavic,10.360175858097726,1.8805,0.9166666666666666,0.04500831291079521,0.20023956894874573,Balto-Slavic,Cyrl,0.24116205681688824,0.44452828578603404,0.021580601937744793,0.002050350294989133
Llama-3.1-8B,slk_Latn,0.5533333333333333,Latn,Balto-Slavic,10.215972316299656,1.7049,0.9433333333333334,0.0466427206993103,0.1898624449968338,Balto-Slavic,Latn,-0.3869802934340614,-0.2632200908005973,0.025244355447734155,-0.0010385748074891545
Qwen3-0.6B-Base,mal_Mlym,0.2966666666666667,Mlym,Dravidian,9.322334431411548,6.2127,0.07,-0.10812380164861679,-0.04147893935441971,Dravidian,other,-2.7128008038608074,-0.6348013498164344,0.3631577038398295,-0.0001747523432984833
Qwen3-0.6B-Base,tam_Taml,0.35,Taml,Dravidian,9.641283555217916,4.9487,0.1,-0.10473975539207458,-0.027406593784689903,Dravidian,other,-1.8718021769015918,-0.015427416891550916,0.10096153846153849,-1.5265369087340657e-05
Qwen3-0.6B-Base,tel_Telu,0.2733333333333333,Telu,Dravidian,9.195061276656201,6.8005,0.07666666666666666,-0.10751907527446747,-0.03385637700557709,Dravidian,other,-3.4385849137337767,-1.2635469239199835,1.2954034824939167,-9.753327107802807e-05
Qwen3-0.6B-Base,kan_Knda,0.30333333333333334,Knda,Dravidian,9.094221311622814,6.3937,0.07,-0.0972069725394249,-0.028620760887861252,Dravidian,other,-2.56974552972503,-0.4077961992740988,0.2870112514952153,-0.00014203421044508768
Qwen3-1.7B-Base,mal_Mlym,0.44333333333333336,Mlym,Dravidian,9.322334431411548,6.2127,0.2833333333333333,-0.0834883525967598,0.0004993053153157234,Dravidian,other,-1.0575508018703355,0.026127183172253154,0.039950568541869895,6.523548638463863e-05
Qwen3-1.7B-Base,tam_Taml,0.53,Taml,Dravidian,9.641283555217916,4.9487,0.4266666666666667,-0.0673057958483696,0.02158348821103573,Dravidian,other,-0.5179430915348547,0.34411019947340227,0.026968899261832387,0.0012712382434009882
Qwen3-1.7B-Base,tel_Telu,0.39666666666666667,Telu,Dravidian,9.195061276656201,6.8005,0.32666666666666666,-0.07880593091249466,0.003976040054112673,Dravidian,other,-1.4143073973475646,-0.23359087653555566,0.057306886671841466,-0.0004069039274819264
Qwen3-1.7B-Base,kan_Knda,0.42,Knda,Dravidian,9.094221311622814,6.3937,0.3566666666666667,-0.0747489407658577,0.009237243793904781,Dravidian,other,-1.2272296664902034,-0.059601805041057165,0.046981267151891194,-0.00012659345983644614
Qwen3-4B-Base,mal_Mlym,0.6833333333333333,Mlym,Dravidian,9.322334431411548,6.2127,0.44,-0.07059049606323242,0.018268728628754616,Dravidian,other,0.31365755885504176,0.3471329209209223,0.021547025848645287,0.001603605610103683
Qwen3-4B-Base,tam_Taml,0.6866666666666666,Taml,Dravidian,9.641283555217916,4.9487,0.52,-0.06411981582641602,0.03778199478983879,Dravidian,other,0.3319025409311476,0.1437532089626961,0.02154966667369233,0.0006639973314043089
Qwen3-4B-Base,tel_Telu,0.6233333333333333,Telu,Dravidian,9.195061276656201,6.8005,0.36333333333333334,-0.062789186835289,0.01724240742623806,Dravidian,other,-0.008888947417246376,0.1216249504180545,0.022262344511919805,0.0005438828221345772
Qwen3-4B-Base,kan_Knda,0.6666666666666666,Knda,Dravidian,9.094221311622814,6.3937,0.4166666666666667,-0.06692145019769669,0.02428380399942398,Dravidian,other,0.2231435513142094,0.34056878978664795,0.021599999999999998,0.0015694414276277277
Qwen3-8B-Base,mal_Mlym,0.7633333333333333,Mlym,Dravidian,9.322334431411548,6.2127,0.5566666666666666,-0.050555888563394547,0.037885308265686035,Dravidian,other,0.7742727253723136,0.48763792611896006,0.02294983003095313,0.0021155814401807986
Qwen3-8B-Base,tam_Taml,0.73,Taml,Dravidian,9.641283555217916,4.9487,0.65,-0.04847867041826248,0.05516073852777481,Dravidian,other,0.5753641449035619,0.06710465161587631,0.022002797067901245,0.00030360253237839136
Qwen3-8B-Base,tel_Telu,0.7133333333333334,Telu,Dravidian,9.195061276656201,6.8005,0.5133333333333333,-0.04458918049931526,0.033855922520160675,Dravidian,other,0.48012663687718443,0.2905303733932512,0.021733491573814736,0.0013306638217696293
Qwen3-8B-Base,kan_Knda,0.7233333333333334,Knda,Dravidian,9.094221311622814,6.3937,0.59,-0.04624808952212334,0.04563926160335541,Dravidian,other,0.536986449804663,0.3343015269578675,0.021880071366601105,0.0015209301252521019
OLMo-2-0425-1B,mal_Mlym,0.2633333333333333,Mlym,Dravidian,9.322334431411548,7.615,0.0,-0.10965985804796219,-0.05553175508975983,Dravidian,other,-4.011868340397864,0.17765657141236701,3.7701498868778427,4.712063609532702e-06
OLMo-2-0425-1B,tam_Taml,0.29,Taml,Dravidian,9.641283555217916,6.1222,0.02,-0.0981021299958229,-0.04823479428887367,Dravidian,other,-2.876385515921425,1.0679210904690901,0.478653169014085,0.00022306298104682784
OLMo-2-0425-1B,tel_Telu,0.2833333333333333,Telu,Dravidian,9.195061276656201,7.9996,0.006666666666666667,-0.10228554904460907,-0.04908522590994835,Dravidian,other,-3.0680529351336174,1.1975567456911822,0.6671511627906979,0.00017947615721600386
OLMo-2-0425-1B,kan_Knda,0.26,Knda,Dravidian,9.094221311622814,8.0789,0.01,-0.10968469083309174,-0.05223856121301651,Dravidian,other,-4.304065093204169,-0.0014179594413796792,6.587837837837826,-2.1523530774415278e-08
OLMo-2-1124-7B,mal_Mlym,0.27666666666666667,Mlym,Dravidian,9.322334431411548,7.615,0.09333333333333334,-0.059642765671014786,-0.016873780637979507,Dravidian,other,-3.3004558118606235,-0.37115034343591624,1.0085145449308752,-3.679803596935698e-05
OLMo-2-1124-7B,tam_Taml,0.25666666666666665,Taml,Dravidian,9.641283555217916,6.1222,0.09333333333333334,-0.055620841681957245,-0.01242439728230238,Dravidian,other,-4.304065093204169,-1.6199779301991781,6.587837837837826,-2.4590060918325316e-05
OLMo-2-1124-7B,tel_Telu,0.24333333333333335,Telu,Dravidian,9.195061276656201,7.9996,0.07666666666666666,-0.045675717294216156,-0.010024880059063435,Dravidian,other,-4.304065093204169,-1.2986748557648937,6.587837837837826,-1.9712919051732708e-05
OLMo-2-1124-7B,kan_Knda,0.27,Knda,Dravidian,9.094221311622814,8.0789,0.06666666666666667,-0.057207416743040085,-0.015831533819437027,Dravidian,other,-3.5973122605884447,-0.5548845702111787,1.7337328767123257,-3.200334801446131e-05
Mistral-7B-v0.3,mal_Mlym,0.2833333333333333,Mlym,Dravidian,9.322334431411548,9.1366,0.006666666666666667,-0.08196745812892914,-0.046109914779663086,Dravidian,other,-3.0680529351336174,-0.5634536297759878,0.6671511627906979,-8.444400863308292e-05
Mistral-7B-v0.3,tam_Taml,0.26666666666666666,Taml,Dravidian,9.641283555217916,4.6357,0.1,-0.06556020677089691,-0.01490724366158247,Dravidian,other,-3.7841896339182615,-1.8350006899610003,2.4545454545454564,-7.475624170444853e-05
Mistral-7B-v0.3,tel_Telu,0.25666666666666665,Telu,Dravidian,9.195061276656201,6.8033,0.04,-0.07254345715045929,-0.02660020813345909,Dravidian,other,-4.304065093204169,-2.003647961071197,6.587837837837826,-3.0413886830409813e-05
Mistral-7B-v0.3,kan_Knda,0.2733333333333333,Knda,Dravidian,9.094221311622814,5.6977,0.09,-0.06432544440031052,-0.015897508710622787,Dravidian,other,-3.4385849137337767,-1.2233159498627324,1.2954034824939167,-9.442783951409246e-05
bloom-1b7,mal_Mlym,0.27,Mlym,Dravidian,9.322334431411548,1.1939,0.14,-0.07523389905691147,-0.018841661512851715,Dravidian,other,-3.5973122605884447,0.4293953843375524,1.7337328767123257,2.4765673254480802e-05
bloom-1b7,tam_Taml,0.26666666666666666,Taml,Dravidian,9.641283555217916,1.0547,0.2833333333333333,-0.05191344767808914,0.010714502073824406,Dravidian,other,-3.7841896339182615,0.13688149042742337,2.4545454545454564,5.576426165648043e-06
bloom-1b7,tel_Telu,0.25,Telu,Dravidian,9.195061276656201,1.2417,0.19333333333333333,-0.07871915400028229,-0.010663170367479324,Dravidian,other,-4.304065093204169,-0.23600313518404636,6.587837837837826,-3.582352146905651e-06
bloom-1b7,kan_Knda,0.24666666666666667,Knda,Dravidian,9.094221311622814,1.197,0.16666666666666666,-0.08092183619737625,-0.008479365147650242,Dravidian,other,-4.304065093204169,-0.21175242967519736,6.587837837837826,-3.214244461226453e-06
bloom-7b1,mal_Mlym,0.23,Mlym,Dravidian,9.322334431411548,1.1939,0.85,-0.016403906047344208,0.07085434347391129,Dravidian,other,-4.304065093204169,-0.03657054852835451,6.587837837837826,-5.551137065206998e-07
bloom-7b1,tam_Taml,0.24,Taml,Dravidian,9.641283555217916,1.0547,0.83,-0.0031691615004092455,0.08728570491075516,Dravidian,other,-4.304065093204169,-0.14220706910866632,6.587837837837826,-2.1585975762923357e-06
bloom-7b1,tel_Telu,0.23333333333333334,Telu,Dravidian,9.195061276656201,1.2417,0.7933333333333333,-0.019342180341482162,0.07024133950471878,Dravidian,other,-4.304065093204169,0.004783764565771342,6.587837837837826,7.26140303229499e-08
bloom-7b1,kan_Knda,0.24,Knda,Dravidian,9.094221311622814,1.197,0.8233333333333334,-0.010453833267092705,0.07255183905363083,Dravidian,other,-4.304065093204169,0.029034470074620344,6.587837837837826,4.407217160021477e-07
EuroLLM-1.7B,mal_Mlym,0.27,Mlym,Dravidian,9.322334431411548,10.6542,0.0033333333333333335,-0.1225300058722496,-0.07377441227436066,Dravidian,other,-3.5973122605884447,1.258772329843005,1.7337328767123257,7.260055726464605e-05
EuroLLM-1.7B,tam_Taml,0.29,Taml,Dravidian,9.641283555217916,6.4096,0.0033333333333333335,-0.13475383818149567,-0.07898295670747757,Dravidian,other,-2.876385515921425,1.4507180950942442,0.478653169014085,0.0003030200506602704
EuroLLM-1.7B,tel_Telu,0.23666666666666666,Telu,Dravidian,9.195061276656201,9.3212,0.006666666666666667,-0.12552550435066223,-0.07573024183511734,Dravidian,other,-4.304065093204169,0.4509871905620617,6.587837837837826,6.845650403458116e-06
EuroLLM-1.7B,kan_Knda,0.2633333333333333,Knda,Dravidian,9.094221311622814,11.511,0.0033333333333333335,-0.12219767272472382,-0.07494665682315826,Dravidian,other,-4.011868340397864,0.9978538999289643,3.7701498868778427,2.6466518967286337e-05
SmolLM2-1.7B,mal_Mlym,0.23666666666666666,Mlym,Dravidian,9.322334431411548,9.8331,0.0,-0.10160847008228302,-0.06122862547636032,Dravidian,other,-4.304065093204169,-0.5052373830082537,6.587837837837826,-7.66912792487156e-06
SmolLM2-1.7B,tam_Taml,0.2966666666666667,Taml,Dravidian,9.641283555217916,7.6241,0.013333333333333334,-0.0884682908654213,-0.04910242557525635,Dravidian,other,-2.7128008038608074,0.7669548226190113,0.3631577038398295,0.00021113243150962908
SmolLM2-1.7B,tel_Telu,0.23666666666666666,Telu,Dravidian,9.195061276656201,12.2036,0.006666666666666667,-0.09420488029718399,-0.05614415556192398,Dravidian,other,-4.304065093204169,-0.22436872915874595,6.587837837837826,-3.40575051052593e-06
SmolLM2-1.7B,kan_Knda,0.21,Knda,Dravidian,9.094221311622814,12.2679,0.01,-0.0926341563463211,-0.05156324431300163,Dravidian,other,-4.304065093204169,-0.18887806018395814,6.587837837837826,-2.8670285333550596e-06
Falcon3-7B-Base,mal_Mlym,0.27666666666666667,Mlym,Dravidian,9.322334431411548,8.7818,0.0033333333333333335,-0.08760097622871399,-0.04854385927319527,Dravidian,other,-3.3004558118606235,-0.44522046030165185,1.0085145449308752,-4.414178460336185e-05
Falcon3-7B-Base,tam_Taml,0.31333333333333335,Taml,Dravidian,9.641283555217916,6.8074,0.006666666666666667,-0.08646485954523087,-0.044218506664037704,Dravidian,other,-2.38343718962314,0.17691777940422293,0.21330312239464258,8.290308853198093e-05
Falcon3-7B-Base,tel_Telu,0.26666666666666666,Telu,Dravidian,9.195061276656201,8.0251,0.006666666666666667,-0.08058404922485352,-0.03785349428653717,Dravidian,other,-3.7841896339182615,-0.9705591491582632,2.4545454545454564,-3.953968775357207e-05
Falcon3-7B-Base,kan_Knda,0.30333333333333334,Knda,Dravidian,9.094221311622814,11.97,0.0033333333333333335,-0.09302476048469543,-0.05021851137280464,Dravidian,other,-2.56974552972503,0.6795389471833602,0.2870112514952153,0.00023668140616514455
salamandra-2b,mal_Mlym,0.2733333333333333,Mlym,Dravidian,9.322334431411548,11.7708,0.0,-0.33410581946372986,-0.19062820076942444,Dravidian,other,-3.4385849137337767,1.4526222810905325,1.2954034824939167,0.00011212801055602346
