model,flores_code,acc,script,macro_family,log_tokens,fertility,mexa,aar10,margin_mean,macro_family_g,script_g,y,alpha,s2,alpha_shrunk
Mistral-7B-v0.3,nld_Latn,0.5666666666666667,Latn,Indo-European,10.903264809073452,1.3522,0.9433333333333334,0.06920809298753738,0.21146421134471893,Indo-European,Latn,-0.3136575588550415,0.7829925691025847,0.024451310462390803,0.003189208862409643
Mistral-7B-v0.3,pes_Arab,0.37666666666666665,Arab,Indo-European,10.662263375070816,4.004,0.67,-0.01229304913431406,0.05257545784115791,Indo-European,Arab,-1.593522457128201,0.034907921773544404,0.07061767668538078,4.9362370788459086e-05
Mistral-7B-v0.3,sin_Sinh,0.2866666666666667,Sinh,Indo-European,8.94462532284678,6.9151,,,,Indo-European,other,-2.9680807422234805,-0.9145228778292189,0.5604580211632034,-0.0001631450881556924
Mistral-7B-v0.3,cat_Latn,0.64,Latn,Indo-European,10.097961053275002,1.3663,0.9566666666666667,0.05380012467503548,0.20836926996707916,Indo-European,Latn,0.08004270767353656,1.4086225411585327,0.021915406530791146,0.006398348988877045
Mistral-7B-v0.3,isl_Latn,0.3433333333333333,Latn,Indo-European,9.371177412080815,1.9896,0.5266666666666666,-0.01735350675880909,0.07437526434659958,Indo-European,Latn,-1.9509992185627847,-0.3501418685347555,0.11253787682585727,-0.0003108562398315773
Mistral-7B-v0.3,nob_Latn,0.53,Latn,Indo-European,10.265445888776227,1.5038,0.8966666666666666,0.05239890143275261,0.18970079720020294,Indo-European,Latn,-0.5179430915348547,0.7768818938874252,0.026968899261832387,0.0028700165691063198
bloom-1b7,hin_Deva,0.2733333333333333,Deva,Indo-European,10.225085947081105,1.2613,0.51,-0.04162348806858063,0.025683408603072166,Indo-European,Deva,-3.4385849137337767,0.366443148666558,1.2954034824939167,2.828577103093514e-05
bloom-1b7,ita_Latn,0.26666666666666666,Latn,Indo-European,11.218657350111846,1.2931,0.49333333333333335,-0.06498711556196213,0.05094943195581436,Indo-European,Latn,-3.7841896339182615,-0.4427472440629652,2.4545454545454564,-1.8037115831680785e-05
bloom-1b7,npi_Deva,0.23666666666666666,Deva,Indo-European,9.314204818644845,1.1422,0.46,-0.03135707601904869,0.0444665290415287,Indo-European,Deva,-4.304065093204169,-0.2506268120733015,6.587837837837826,-3.804328726037187e-06
bloom-1b7,swe_Latn,0.2633333333333333,Latn,Indo-European,10.585304823582218,1.5766,0.3933333333333333,-0.09869448095560074,0.022948775440454483,Indo-European,Latn,-4.011868340397864,-0.459927975754435,3.7701498868778427,-1.2198872469828038e-05
bloom-1b7,afr_Latn,0.23666666666666666,Latn,Indo-European,9.04883387717687,1.5183,0.41,-0.110087551176548,0.02381564863026142,Indo-European,Latn,-4.304065093204169,-0.31840278687145895,6.587837837837826,-4.833117650074783e-06
bloom-1b7,fra_Latn,0.2733333333333333,Latn,Indo-European,11.504243358607456,1.0153,0.87,-0.029651211574673653,0.0971163660287857,Indo-European,Latn,-3.4385849137337767,-0.20752289608247176,1.2954034824939167,-1.6018706147629683e-05
bloom-1b7,por_Latn,0.2633333333333333,Latn,Indo-European,11.136535917638877,1.0141,0.9233333333333333,-0.0021519477013498545,0.12458442896604538,Indo-European,Latn,-4.011868340397864,-0.6756932032741818,3.7701498868778427,-1.7921708727199368e-05
bloom-1b7,als_Latn,0.25,Latn,Indo-European,9.562161153905935,1.8128,0.20666666666666667,-0.10555281490087509,-0.015828583389520645,Indo-European,Latn,-4.304065093204169,-0.43494712195361984,6.587837837837826,-6.6021740369275616e-06
bloom-1b7,mar_Deva,0.24666666666666667,Deva,Indo-European,9.291197362643686,1.1994,0.25333333333333335,-0.06392515450716019,0.003881641197949648,Indo-European,Deva,-4.304065093204169,-0.2381437383534344,6.587837837837826,-3.6148449448124986e-06
bloom-1b7,dan_Latn,0.25333333333333335,Latn,Indo-European,10.360245901721395,1.5482,0.37666666666666665,-0.11052104830741882,0.02272999845445156,Indo-European,Latn,-4.304065093204169,-0.6906420593598086,6.587837837837826,-1.0483433145621708e-05
bloom-1b7,ron_Latn,0.21666666666666667,Latn,Indo-European,10.598220789235436,1.6284,0.37,-0.07575102895498276,0.02485043928027153,Indo-European,Latn,-4.304065093204169,-0.7504796819249564,6.587837837837826,-1.1391723782814281e-05
bloom-1b7,urd_Arab,0.22333333333333333,Arab,Indo-European,9.431854501264098,1.3231,0.31,-0.057846881449222565,0.002311617834493518,Indo-European,Arab,-4.304065093204169,-0.25879553552221957,6.587837837837826,-3.928323876720014e-06
bloom-1b7,ben_Beng,0.31,Beng,Indo-European,9.981044874347496,1.2106,0.49,-0.03691045194864273,0.02405027113854885,Indo-European,other,-2.4423470353692043,1.0674995235502673,0.23399758454106281,0.00045600621025595356
bloom-1b7,deu_Latn,0.20666666666666667,Latn,Indo-European,11.552705133249123,1.4099,0.41333333333333333,-0.11096253991127014,0.013110720552504063,Indo-European,Latn,-4.304065093204169,-1.0461819725582537,6.587837837837826,-1.5880264778676913e-05
bloom-1b7,hye_Armn,0.27,Armn,Indo-European,9.379338026785135,3.7045,0.006666666666666667,-0.13581156730651855,-0.08939851820468903,Indo-European,other,-3.5973122605884447,0.34190945131659634,1.7337328767123257,1.9719862048333916e-05
bloom-1b7,ell_Grek,0.26,Grek,Indo-European,10.634956550916772,2.9728,0.03666666666666667,-0.094786137342453,-0.05230207368731499,Indo-European,other,-4.304065093204169,-0.7996500845862728,6.587837837837826,-1.2138093950105572e-05
bloom-1b7,guj_Gujr,0.2633333333333333,Gujr,Indo-European,9.053743034427566,1.352,0.16,-0.0801072046160698,-0.014181863516569138,Indo-European,other,-4.011868340397864,-0.22204951861511457,3.7701498868778427,-5.8895172738437104e-06
bloom-1b7,pan_Guru,0.27666666666666667,Guru,Indo-European,8.861860543889303,1.3677,0.18,-0.06401053071022034,-0.006010666489601135,Indo-European,other,-3.3004558118606235,0.5458982202245197,1.0085145449308752,5.4123572085863765e-05
bloom-1b7,spa_Latn,0.29,Latn,Indo-European,11.572692346038526,0.9971,0.94,-0.003948690369725227,0.12170647829771042,Indo-European,Latn,-2.876385515921425,0.33320982451621317,0.478653169014085,6.959950264882038e-05
bloom-1b7,eng_Latn,0.31333333333333335,Latn,Indo-European,12.454382979077453,1.0,,,,Indo-European,Latn,-2.38343718962314,0.5741197521245929,0.21330312239464258,0.0002690306241525438
bloom-1b7,pbt_Arab,0.2633333333333333,Arab,Indo-European,8.559915920992061,2.6877,0.03666666666666667,-0.0878925696015358,-0.04433542862534523,Indo-European,Arab,-4.011868340397864,0.42366374316864785,3.7701498868778427,1.1237020254375137e-05
bloom-1b7,nld_Latn,0.19666666666666666,Latn,Indo-European,10.903264809073452,1.4488,0.37333333333333335,-0.11559130251407623,0.016285626217722893,Indo-European,Latn,-4.304065093204169,-0.8563026046531892,6.587837837837826,-1.2998037098650972e-05
bloom-1b7,pes_Arab,0.26,Arab,Indo-European,10.662263375070816,1.7821,0.09666666666666666,-0.0796007588505745,-0.027828283607959747,Indo-European,Arab,-4.304065093204169,-0.5636035949547544,6.587837837837826,-8.55508367523951e-06
bloom-1b7,sin_Sinh,0.26666666666666666,Sinh,Indo-European,8.94462532284678,7.5809,,,,Indo-European,other,-3.7841896339182615,0.67917588652635,2.4545454545454564,2.7669001461623773e-05
bloom-1b7,cat_Latn,0.2866666666666667,Latn,Indo-European,10.097961053275002,1.0421,0.83,-0.021048611029982567,0.09867533296346664,Indo-European,Latn,-2.9680807422234805,0.6682190057404918,0.5604580211632034,0.0001192060376537988
bloom-1b7,isl_Latn,0.23333333333333334,Latn,Indo-European,9.371177412080815,1.9114,0.22666666666666666,-0.12455873936414719,-0.021609079092741013,Indo-European,Latn,-4.304065093204169,-0.37012057170064105,6.587837837837826,-5.618155185373628e-06
bloom-1b7,nob_Latn,0.27666666666666667,Latn,Indo-European,10.265445888776227,1.5488,0.3466666666666667,-0.1139669418334961,0.011915617622435093,Indo-European,Latn,-3.3004558118606235,0.3401605973215922,1.0085145449308752,3.3725529648648304e-05
bloom-7b1,hin_Deva,0.22666666666666666,Deva,Indo-European,10.225085947081105,1.2613,0.92,0.00626127514988184,0.12266135960817337,Indo-European,Deva,-4.304065093204169,-0.25825013105401684,6.587837837837826,-3.920045042255758e-06
bloom-7b1,ita_Latn,0.24,Latn,Indo-European,11.218657350111846,1.2931,0.9166666666666666,0.05292217805981636,0.18147172033786774,Indo-European,Latn,-4.304065093204169,-0.7218358035990553,6.587837837837826,-1.0956930998926962e-05
bloom-7b1,npi_Deva,0.24333333333333335,Deva,Indo-European,9.314204818644845,1.1422,0.91,0.015559380874037743,0.11418691277503967,Indo-European,Deva,-4.304065093204169,-0.009839912323483802,6.587837837837826,-1.4936254880858648e-07
bloom-7b1,swe_Latn,0.24,Latn,Indo-European,10.585304823582218,1.5766,0.45,-0.036337219178676605,0.0693444311618805,Indo-European,Latn,-4.304065093204169,-0.5113378288109223,6.587837837837826,-7.761728190862536e-06
bloom-7b1,afr_Latn,0.27,Latn,Indo-European,9.04883387717687,1.5183,0.34,-0.05877820402383804,0.050941430032253265,Indo-European,Latn,-3.5973122605884447,0.6291369454940829,1.7337328767123257,3.628590471803598e-05
bloom-7b1,fra_Latn,0.23333333333333334,Latn,Indo-European,11.504243358607456,1.0153,0.97,0.025823423638939857,0.20423287153244019,Indo-European,Latn,-4.304065093204169,-0.8322161758030466,6.587837837837826,-1.2632423010554965e-05
bloom-7b1,por_Latn,0.24666666666666667,Latn,Indo-European,11.136535917638877,1.0141,0.9933333333333333,0.07543732970952988,0.255123496055603,Indo-European,Latn,-4.304065093204169,-0.7271030563306691,6.587837837837826,-1.1036883980592353e-05
bloom-7b1,als_Latn,0.26,Latn,Indo-European,9.562161153905935,1.8128,0.12333333333333334,-0.06761794537305832,0.011775892227888107,Indo-European,Latn,-4.304065093204169,-0.19416022220380214,6.587837837837826,-2.947207859698961e-06
bloom-7b1,mar_Deva,0.24666666666666667,Deva,Indo-European,9.291197362643686,1.1994,0.8933333333333333,0.007767221890389919,0.09956523776054382,Indo-European,Deva,-4.304065093204169,0.0026431613963850964,6.587837837837826,4.012123241612934e-08
bloom-7b1,dan_Latn,0.24,Latn,Indo-European,10.360245901721395,1.5482,0.44333333333333336,-0.02747303992509842,0.07186540216207504,Indo-European,Latn,-4.304065093204169,-0.4498551596099909,6.587837837837826,-6.828466968393106e-06
bloom-7b1,ron_Latn,0.23333333333333334,Latn,Indo-European,10.598220789235436,1.6284,0.49,-0.013217619620263577,0.07862021028995514,Indo-European,Latn,-4.304065093204169,-0.5096927821751387,6.587837837837826,-7.73675760558568e-06
bloom-7b1,urd_Arab,0.24333333333333335,Arab,Indo-European,9.431854501264098,1.3231,0.9066666666666666,0.01376928761601448,0.11151855438947678,Indo-European,Arab,-4.304065093204169,-0.01800863577240186,6.587837837837826,-2.733576994914146e-07
bloom-7b1,ben_Beng,0.23333333333333334,Beng,Indo-European,9.981044874347496,1.2106,0.9233333333333333,0.008173095062375069,0.12995408475399017,Indo-European,other,-4.304065093204169,-0.55343163453488,6.587837837837826,-8.400680876211082e-06
bloom-7b1,deu_Latn,0.20333333333333334,Latn,Indo-European,11.552705133249123,1.4099,0.76,0.017004072666168213,0.10671030730009079,Indo-European,Latn,-4.304065093204169,-0.805395072808436,6.587837837837826,-1.2225298601448317e-05
bloom-7b1,hye_Armn,0.23666666666666666,Armn,Indo-European,9.379338026785135,3.7045,0.006666666666666667,-0.07876677811145782,-0.04033336043357849,Indo-European,other,-4.304065093204169,-0.12405648154931015,6.587837837837826,-1.883085180036577e-06
bloom-7b1,ell_Grek,0.24333333333333335,Grek,Indo-European,10.634956550916772,2.9728,0.07,-0.04422733560204506,-0.0005201594904065132,Indo-European,other,-4.304065093204169,-0.5588631848364543,6.587837837837826,-8.483127772876958e-06
bloom-7b1,guj_Gujr,0.22666666666666666,Gujr,Indo-European,9.053743034427566,1.352,0.8566666666666667,0.010075760073959827,0.0911523699760437,Indo-European,other,-4.304065093204169,-0.27345937167160095,6.587837837837826,-4.150910010808282e-06
bloom-7b1,pan_Guru,0.22333333333333333,Guru,Indo-European,8.861860543889303,1.3677,0.8533333333333334,0.009252146817743778,0.091878242790699,Indo-European,other,-4.304065093204169,-0.21692416136920833,6.587837837837826,-3.292747537299765e-06
bloom-7b1,spa_Latn,0.21666666666666667,Latn,Indo-European,11.572692346038526,0.9971,0.99,0.055734191089868546,0.2541114389896393,Indo-European,Latn,-4.304065093204169,-0.8536828530167133,6.587837837837826,-1.2958271215897353e-05
bloom-7b1,eng_Latn,0.25,Latn,Indo-European,12.454382979077453,1.0,,,,Indo-European,Latn,-4.304065093204169,-1.1057212517066186,6.587837837837826,-1.678402678454165e-05
bloom-7b1,pbt_Arab,0.25333333333333335,Arab,Indo-European,8.559915920992061,2.6877,0.023333333333333334,-0.07887494564056396,-0.03632771968841553,Indo-European,Arab,-4.304065093204169,0.3722538901121606,6.587837837837826,5.650537387118077e-06
bloom-7b1,nld_Latn,0.26666666666666666,Latn,Indo-European,10.903264809073452,1.4488,0.49666666666666665,-0.017222946509718895,0.08009187132120132,Indo-European,Latn,-3.7841896339182615,-0.09564024561746365,2.4545454545454564,-3.896295706202514e-06
bloom-7b1,pes_Arab,0.24,Arab,Indo-European,10.662263375070816,1.7821,0.21333333333333335,-0.04447358474135399,0.017901135608553886,Indo-European,Arab,-4.304065093204169,-0.32281669520493583,6.587837837837826,-4.900117498010894e-06
bloom-7b1,sin_Sinh,0.2866666666666667,Sinh,Indo-European,8.94462532284678,7.5809,,,,Indo-European,other,-2.9680807422234805,1.7360716779709486,0.5604580211632034,0.0003097041898369708
bloom-7b1,cat_Latn,0.23333333333333334,Latn,Indo-European,10.097961053275002,1.0421,0.99,0.054839421063661575,0.2311113476753235,Indo-European,Latn,-4.304065093204169,-0.42697844549037933,6.587837837837826,-6.481215450805628e-06
bloom-7b1,isl_Latn,0.23666666666666666,Latn,Indo-European,9.371177412080815,1.9114,0.09333333333333334,-0.0809217244386673,-0.005137642379850149,Indo-European,Latn,-4.304065093204169,-0.1293336719508229,6.587837837837826,-1.9631890081450214e-06
bloom-7b1,nob_Latn,0.23333333333333334,Latn,Indo-European,10.265445888776227,1.5488,0.39666666666666667,-0.03579624369740486,0.06106123700737953,Indo-European,Latn,-4.304065093204169,-0.42266178427213585,6.587837837837826,-6.4156917418014124e-06
EuroLLM-1.7B,hin_Deva,0.25333333333333335,Deva,Indo-European,10.225085947081105,1.5511,0.9466666666666667,0.015306257642805576,0.127863809466362,Indo-European,Deva,-4.304065093204169,-0.6153122409350233,6.587837837837826,-9.339982489604154e-06
EuroLLM-1.7B,ita_Latn,0.26666666666666666,Latn,Indo-European,11.218657350111846,0.9742,0.9933333333333333,0.08853735774755478,0.25882935523986816,Indo-European,Latn,-3.7841896339182615,-0.6217909474209149,2.4545454545454564,-2.533119176539254e-05
EuroLLM-1.7B,npi_Deva,0.24666666666666667,Deva,Indo-European,9.314204818644845,1.8958,0.16666666666666666,-0.06812184303998947,0.025001749396324158,Indo-European,Deva,-4.304065093204169,-0.3190754620622638,6.587837837837826,-4.843328359516231e-06
EuroLLM-1.7B,swe_Latn,0.25666666666666665,Latn,Indo-European,10.585304823582218,1.1856,0.9966666666666667,0.09443023055791855,0.24346570670604706,Indo-European,Latn,-4.304065093204169,-0.9386033068351498,6.587837837837826,-1.42473005891057e-05
EuroLLM-1.7B,afr_Latn,0.25333333333333335,Latn,Indo-European,9.04883387717687,1.2458,0.7333333333333333,-0.006559315137565136,0.1317937970161438,Indo-European,Latn,-4.304065093204169,-0.49266177183656845,6.587837837837826,-7.478239526669503e-06
EuroLLM-1.7B,fra_Latn,0.27666666666666667,Latn,Indo-European,11.504243358607456,1.1156,0.9666666666666667,0.025766858831048012,0.19676019251346588,Indo-European,Latn,-3.3004558118606235,-0.20521004174229862,1.0085145449308752,-2.0345734919647957e-05
EuroLLM-1.7B,por_Latn,0.22,Latn,Indo-European,11.136535917638877,1.029,0.9833333333333333,0.07866215705871582,0.25234052538871765,Indo-European,Latn,-4.304065093204169,-1.1125125603106336,6.587837837837826,-1.6887113801620182e-05
EuroLLM-1.7B,als_Latn,0.25333333333333335,Latn,Indo-European,9.562161153905935,1.7587,0.08666666666666667,-0.12330202013254166,-0.019499143585562706,Indo-European,Latn,-4.304065093204169,-0.5866849324144994,6.587837837837826,-8.905441223047221e-06
EuroLLM-1.7B,mar_Deva,0.29333333333333333,Deva,Indo-European,9.291197362643686,2.0177,0.11333333333333333,-0.08067867159843445,0.003790723392739892,Indo-European,Deva,-2.7916369172104756,1.2125075824792453,0.4144802947415429,0.00029246628406778705
EuroLLM-1.7B,dan_Latn,0.2833333333333333,Latn,Indo-European,10.360245901721395,1.1776,0.9933333333333333,0.0951322391629219,0.24770019948482513,Indo-European,Latn,-3.0680529351336174,0.3609951466262884,0.6671511627906979,5.410183852847012e-05
EuroLLM-1.7B,ron_Latn,0.21333333333333335,Latn,Indo-European,10.598220789235436,1.1933,0.97,0.030249275267124176,0.2102753221988678,Indo-European,Latn,-4.304065093204169,-0.941505805051182,6.587837837837826,-1.4291358354790157e-05
EuroLLM-1.7B,urd_Arab,0.22,Arab,Indo-European,9.431854501264098,3.6226,0.016666666666666666,-0.1162286028265953,-0.05516885221004486,Indo-European,Arab,-4.304065093204169,-0.16783263026352024,6.587837837837826,-2.5475745816029028e-06
EuroLLM-1.7B,ben_Beng,0.2733333333333333,Beng,Indo-European,9.981044874347496,5.7863,0.006666666666666667,-0.12716427445411682,-0.07248903810977936,Indo-European,other,-3.4385849137337767,0.39694386091384715,1.2954034824939167,3.064012303843214e-05
EuroLLM-1.7B,deu_Latn,0.24666666666666667,Latn,Indo-European,11.552705133249123,1.0169,0.9933333333333333,0.08240494877099991,0.23460696637630463,Indo-European,Latn,-4.304065093204169,-1.2328667886944245,6.587837837837826,-1.871400153715005e-05
EuroLLM-1.7B,hye_Armn,0.2633333333333333,Armn,Indo-European,9.379338026785135,5.2254,0.006666666666666667,-0.12314501404762268,-0.06865046173334122,Indo-European,other,-4.011868340397864,-0.06197212281742859,3.7701498868778427,-1.6437139292211972e-06
EuroLLM-1.7B,ell_Grek,0.26666666666666666,Grek,Indo-European,10.634956550916772,1.3918,0.9833333333333333,0.03312908113002777,0.1940521001815796,Indo-European,other,-3.7841896339182615,-0.5889647313221831,2.4545454545454564,-2.3993881888809553e-05
EuroLLM-1.7B,guj_Gujr,0.26,Gujr,Indo-European,9.053743034427566,10.1765,0.006666666666666667,-0.1419316828250885,-0.08941435068845749,Indo-European,other,-4.304065093204169,0.24956765783041934,6.587837837837826,3.7882515656415467e-06
EuroLLM-1.7B,pan_Guru,0.2833333333333333,Guru,Indo-European,8.861860543889303,10.9248,0.0,-0.13443255424499512,-0.08515092730522156,Indo-European,other,-3.0680529351336174,1.6176599549661796,0.6671511627906979,0.00024243643851388515
EuroLLM-1.7B,spa_Latn,0.27,Latn,Indo-European,11.572692346038526,1.0247,0.9866666666666667,0.06849431991577148,0.24911537766456604,Indo-European,Latn,-3.5973122605884447,-0.5310299139587764,1.7337328767123257,-3.062751439146636e-05
EuroLLM-1.7B,eng_Latn,0.27,Latn,Indo-European,12.454382979077453,1.0,,,,Indo-European,Latn,-3.5973122605884447,-0.7859143951409737,1.7337328767123257,-4.532815161006072e-05
EuroLLM-1.7B,pbt_Arab,0.23666666666666666,Arab,Indo-European,8.559915920992061,3.3186,0.02,-0.14848944544792175,-0.07889307290315628,Indo-European,Arab,-4.304065093204169,0.050365647554382775,6.587837837837826,7.645131033275934e-07
EuroLLM-1.7B,nld_Latn,0.23,Latn,Indo-European,10.903264809073452,1.0172,0.99,0.07787445932626724,0.23464223742485046,Indo-European,Latn,-4.304065093204169,-1.0469678115213341,6.587837837837826,-1.589219323007436e-05
EuroLLM-1.7B,pes_Arab,0.28,Arab,Indo-European,10.662263375070816,2.5935,0.04666666666666667,-0.09338447451591492,-0.030031582340598106,Indo-European,Arab,-3.178053830347945,0.4999192921173816,0.8101851851851838,6.169670892589278e-05
EuroLLM-1.7B,sin_Sinh,0.27,Sinh,Indo-European,8.94462532284678,10.9055,,,,Indo-European,other,-3.5973122605884447,1.062723381160132,1.7337328767123257,6.12932996918936e-05
EuroLLM-1.7B,cat_Latn,0.23666666666666666,Latn,Indo-European,10.097961053275002,1.1852,0.9633333333333334,0.051321160048246384,0.20689846575260162,Indo-European,Latn,-4.304065093204169,-0.7991681025315063,6.587837837837826,-1.2130777820739592e-05
EuroLLM-1.7B,isl_Latn,0.21,Latn,Indo-European,9.371177412080815,1.7853,0.13,-0.10675694048404694,-0.004404622130095959,Indo-European,Latn,-4.304065093204169,-0.5292829451848928,6.587837837837826,-8.034121720001545e-06
EuroLLM-1.7B,nob_Latn,0.26666666666666666,Latn,Indo-European,10.265445888776227,1.1685,1.0,0.08216843754053116,0.2299768626689911,Indo-European,Latn,-3.7841896339182615,-0.32894843045003785,2.4545454545454564,-1.3401056746153902e-05
SmolLM2-1.7B,hin_Deva,0.25,Deva,Indo-European,10.225085947081105,4.7998,0.08666666666666667,-0.054710566997528076,-0.007304994389414787,Indo-European,Deva,-4.304065093204169,-1.2528956962744235,6.587837837837826,-1.9018025468052417e-05
SmolLM2-1.7B,ita_Latn,0.31666666666666665,Latn,Indo-European,11.218657350111846,1.525,0.8566666666666667,0.0187721885740757,0.1261991560459137,Indo-European,Latn,-2.3272777055844176,-0.08066703804809405,0.19550304878048794,-4.124017418824569e-05
SmolLM2-1.7B,npi_Deva,0.27,Deva,Indo-European,9.314204818644845,4.9684,0.03,-0.07673405855894089,-0.02595505863428116,Indo-European,Deva,-3.5973122605884447,-0.26806532851393783,1.7337328767123257,-1.5460851619246407e-05
SmolLM2-1.7B,swe_Latn,0.29333333333333333,Latn,Indo-European,10.585304823582218,1.8109,0.6066666666666667,-0.004491165280342102,0.0893961563706398,Indo-European,Latn,-2.7916369172104756,-0.33428078945190576,0.4144802947415429,-8.063113313952322e-05
SmolLM2-1.7B,afr_Latn,0.31333333333333335,Latn,Indo-European,9.04883387717687,1.7021,0.46,-0.03384236991405487,0.0674077719449997,Indo-European,Latn,-2.38343718962314,0.5024333738152618,0.21330312239464258,0.00023543862348033114
SmolLM2-1.7B,fra_Latn,0.33,Latn,Indo-European,11.504243358607456,1.5494,0.8466666666666667,-0.005531704518944025,0.11152391135692596,Indo-European,Latn,-2.12525107771113,0.042141758533191354,0.14429804104477606,2.9184439233555194e-05
SmolLM2-1.7B,por_Latn,0.32,Latn,Indo-European,11.136535917638877,1.6192,0.91,0.02271152287721634,0.13458997011184692,Indo-European,Latn,-2.2735975561207935,0.0062298436883980735,0.18007202881152456,3.457719681533372e-06
SmolLM2-1.7B,als_Latn,0.26666666666666666,Latn,Indo-European,9.562161153905935,2.1651,0.07,-0.08172900974750519,-0.0047149197198450565,Indo-European,Latn,-3.7841896339182615,-0.9974878657087114,2.4545454545454564,-4.063673895112112e-05
SmolLM2-1.7B,mar_Deva,0.2833333333333333,Deva,Indo-European,9.291197362643686,5.1509,0.023333333333333334,-0.08816377818584442,-0.03533488139510155,Indo-European,Deva,-3.0680529351336174,0.2865978727000429,0.6671511627906979,4.295202297549486e-05
SmolLM2-1.7B,dan_Latn,0.3,Latn,Indo-European,10.360245901721395,1.724,0.6566666666666666,-0.009977076202630997,0.09088071435689926,Indo-European,Latn,-2.639057329615259,-0.12625099011224838,0.3214285714285716,-3.9265869757424385e-05
SmolLM2-1.7B,ron_Latn,0.3,Latn,Indo-European,10.598220789235436,1.935,0.47,-0.028488148003816605,0.05489659681916237,Indo-European,Latn,-2.639057329615259,-0.17260065651826872,0.3214285714285716,-5.368128117796654e-05
SmolLM2-1.7B,urd_Arab,0.27666666666666667,Arab,Indo-European,9.431854501264098,5.3802,0.02,-0.07649042457342148,-0.03213217109441757,Indo-European,Arab,-3.3004558118606235,0.04443255790519762,1.0085145449308752,4.405306090236088e-06
SmolLM2-1.7B,ben_Beng,0.25,Beng,Indo-European,9.981044874347496,8.3417,0.013333333333333334,-0.07369758188724518,-0.03281068429350853,Indo-European,other,-4.304065093204169,-1.1776121286751695,6.587837837837826,-1.787527686519125e-05
SmolLM2-1.7B,deu_Latn,0.31,Latn,Indo-European,11.552705133249123,1.705,0.7766666666666666,0.0024418910034000874,0.09525442868471146,Indo-European,Latn,-2.4423470353692043,-0.2727785206106339,0.23399758454106281,-0.00011652342382312191
SmolLM2-1.7B,hye_Armn,0.31,Armn,Indo-European,9.379338026785135,8.1973,0.006666666666666667,-0.08213865756988525,-0.04503313824534416,Indo-European,other,-2.4423470353692043,0.8414224068041993,0.23399758454106281,0.00035943233180723677
SmolLM2-1.7B,ell_Grek,0.29,Grek,Indo-European,10.634956550916772,3.706,0.07,-0.05104602873325348,0.0037458189763128757,Indo-European,other,-2.876385515921425,-0.415108709572269,0.478653169014085,-8.670620612163509e-05
SmolLM2-1.7B,guj_Gujr,0.25333333333333335,Gujr,Indo-European,9.053743034427566,11.9871,0.01,-0.09119895845651627,-0.048511505126953125,Indo-European,other,-4.304065093204169,-0.5363111320077607,6.587837837837826,-8.140804372386354e-06
SmolLM2-1.7B,pan_Guru,0.27,Guru,Indo-European,8.861860543889303,7.9751,0.006666666666666667,-0.09198026359081268,-0.04825248941779137,Indo-European,other,-3.5973122605884447,-0.1883552069957215,1.7337328767123257,-1.086351570591653e-05
SmolLM2-1.7B,spa_Latn,0.3233333333333333,Latn,Indo-European,11.572692346038526,1.5328,0.95,0.03442950174212456,0.14951130747795105,Indo-European,Latn,-2.222163525683472,-0.07607237636340969,0.1665996620933926,-4.563439145382609e-05
SmolLM2-1.7B,eng_Latn,0.47333333333333333,Latn,Indo-European,12.454382979077453,1.0,,,,Indo-European,Latn,-0.857902413636001,0.9809095257216469,0.03378511748831883,0.002894809280393162
SmolLM2-1.7B,pbt_Arab,0.27,Arab,Indo-European,8.559915920992061,5.0026,0.013333333333333334,-0.10969174653291702,-0.057262104004621506,Indo-European,Arab,-3.5973122605884447,-0.041815166317501706,1.7337328767123257,-2.411718381823368e-06
SmolLM2-1.7B,nld_Latn,0.35333333333333333,Latn,Indo-European,10.903264809073452,1.6266,0.6233333333333333,-0.00680163037031889,0.08828224986791611,Indo-European,Latn,-1.833870954578182,0.5134810774932079,0.09594548204726606,0.0005346228334271246
SmolLM2-1.7B,pes_Arab,0.28,Arab,Indo-European,10.662263375070816,4.551,0.06,-0.06006225198507309,-0.011247538030147552,Indo-European,Arab,-3.178053830347945,-0.2708113267744996,0.8101851851851838,-3.342172998715947e-05
SmolLM2-1.7B,sin_Sinh,0.2633333333333333,Sinh,Indo-European,8.94462532284678,11.6228,,,,Indo-European,other,-4.011868340397864,-0.25045141561876116,3.7701498868778427,-6.642833310069794e-06
SmolLM2-1.7B,cat_Latn,0.30333333333333334,Latn,Indo-European,10.097961053275002,1.561,0.6,-0.029972346499562263,0.07293408364057541,Indo-European,Latn,-2.56974552972503,0.0013176290825800407,0.2870112514952153,4.5892632056021625e-07
SmolLM2-1.7B,isl_Latn,0.27666666666666667,Latn,Indo-European,9.371177412080815,2.2748,0.10666666666666667,-0.07102266699075699,0.013310167007148266,Indo-European,Latn,-3.3004558118606235,-0.4477828732653246,1.0085145449308752,-4.4395837383681985e-05
SmolLM2-1.7B,nob_Latn,0.2866666666666667,Latn,Indo-European,10.265445888776227,1.7384,0.6,-0.028202803805470467,0.07941771298646927,Indo-European,Latn,-2.9680807422234805,-0.426657986136469,0.5604580211632034,-7.611308196293634e-05
Falcon3-7B-Base,hin_Deva,0.37,Deva,Indo-European,10.225085947081105,4.546,0.20666666666666667,-0.055911798030138016,-0.0011072313645854592,Indo-European,Deva,-1.6582280766035322,0.5315863090662094,0.07647156084656088,0.0006942346521272019
