model,flores_code,acc,script,macro_family,log_tokens,fertility,mexa,aar10,margin_mean,macro_family_g,script_g,y
Qwen3-0.6B-Base,acm_Arab,0.4066666666666667,Arab,Afro-Asiatic,,,,,,Afro-Asiatic,Arab,-1.3316359485820264
Qwen3-0.6B-Base,arz_Arab,0.3233333333333333,Arab,Afro-Asiatic,,,,,,Afro-Asiatic,Arab,-2.222163525683472
Qwen3-0.6B-Base,ceb_Latn,0.33666666666666667,Latn,Austronesian,,,,,,Austronesian,Latn,-2.03520828670301
Qwen3-0.6B-Base,fin_Latn,0.39,Latn,Uralic,10.461273505456898,1.7471,0.41333333333333333,-0.06295087188482285,0.05018266290426254,Uralic,Latn,-1.4718165345580525
Qwen3-0.6B-Base,hin_Deva,0.36666666666666664,Deva,Indo-European,10.225085947081105,4.2175,0.38,-0.07424554973840714,0.01901366002857685,Indo-European,Deva,-1.6916760106710726
Qwen3-0.6B-Base,ita_Latn,0.58,Latn,Indo-European,11.218657350111846,1.3051,0.97,0.03823678940534592,0.1947302222251892,Indo-European,Latn,-0.24116205681688824
Qwen3-0.6B-Base,khm_Khmr,0.30666666666666664,Khmr,Austroasiatic,8.873125289337338,5.2412,0.06,-0.09396259486675262,-0.02210882119834423,other,other,-2.5043247356451026
Qwen3-0.6B-Base,lvs_Latn,0.42,Latn,Balto-Slavic,9.894602930159628,2.1688,0.48,-0.06584028899669647,0.05783069506287575,Balto-Slavic,Latn,-1.2272296664902034
Qwen3-0.6B-Base,npi_Deva,0.31666666666666665,Deva,Indo-European,9.314204818644845,4.2745,0.09666666666666666,-0.08946482092142105,-0.006353830453008413,Indo-European,Deva,-2.3272777055844176
Qwen3-0.6B-Base,pol_Latn,0.5,Latn,Balto-Slavic,11.069183544489329,1.7446,0.7733333333333333,-0.024338997900485992,0.10378936678171158,Balto-Slavic,Latn,-0.6931471805599454
Qwen3-0.6B-Base,slv_Latn,0.4633333333333333,Latn,Balto-Slavic,9.903501694149961,1.791,0.6866666666666666,-0.03430616110563278,0.08687815070152283,Balto-Slavic,Latn,-0.9225212816247911
Qwen3-0.6B-Base,swe_Latn,0.4766666666666667,Latn,Indo-European,10.585304823582218,1.4982,0.89,0.025871360674500465,0.15311791002750397,Indo-European,Latn,-0.8367381001722014
Qwen3-0.6B-Base,tso_Latn,0.2733333333333333,Latn,Afro-Asiatic,,,,,,Afro-Asiatic,Latn,-3.4385849137337767
Qwen3-0.6B-Base,xho_Latn,0.27,Latn,Atlantic-Congo,,1.8378,0.04666666666666667,-0.1747792512178421,-0.06787436455488205,Atlantic-Congo,Latn,-3.5973122605884447
Qwen3-0.6B-Base,afr_Latn,0.4633333333333333,Latn,Indo-European,9.04883387717687,1.4949,0.6666666666666666,-0.047154609113931656,0.10458170622587204,Indo-European,Latn,-0.9225212816247911
Qwen3-0.6B-Base,asm_Beng,0.31333333333333335,Beng,Indo-European,7.923181284977745,,,,,Indo-European,other,-2.38343718962314
Qwen3-0.6B-Base,ces_Latn,0.49,Latn,Balto-Slavic,10.755192300065602,2.0635,0.8533333333333334,-0.005069301463663578,0.11969370394945145,Balto-Slavic,Latn,-0.7537718023763801
Qwen3-0.6B-Base,fra_Latn,0.54,Latn,Indo-European,11.504243358607456,1.2989,0.9233333333333333,-0.01114707998931408,0.15303577482700348,Indo-European,Latn,-0.46134556650262076
Qwen3-0.6B-Base,hin_Latn,0.29333333333333333,,,,,,,,other,other,-2.7916369172104756
Qwen3-0.6B-Base,jav_Latn,0.3466666666666667,Latn,Austronesian,,,,,,Austronesian,Latn,-1.9108188292440431
Qwen3-0.6B-Base,kin_Latn,0.26,Latn,Atlantic-Congo,,1.7992,0.04666666666666667,-0.18660826981067657,-0.07064895331859589,Atlantic-Congo,Latn,-4.304065093204169
Qwen3-0.6B-Base,mal_Mlym,0.2966666666666667,Mlym,Dravidian,9.322334431411548,6.2127,0.07,-0.10812380164861679,-0.04147893935441971,Dravidian,other,-2.7128008038608074
Qwen3-0.6B-Base,npi_Latn,0.26666666666666666,,,,,,,,other,other,-3.7841896339182615
Qwen3-0.6B-Base,por_Latn,0.5366666666666666,Latn,Indo-European,11.136535917638877,1.286,0.9766666666666667,0.04391641169786453,0.1991398185491562,Indo-European,Latn,-0.48012663687718415
Qwen3-0.6B-Base,sna_Latn,0.24666666666666667,Latn,Atlantic-Congo,,,,,,Atlantic-Congo,Latn,-4.304065093204169
Qwen3-0.6B-Base,swh_Latn,0.2833333333333333,Latn,Atlantic-Congo,7.487255902011655,1.7453,0.06,-0.17150601744651794,-0.06133789196610451,Atlantic-Congo,Latn,-3.0680529351336174
Qwen3-0.6B-Base,tur_Latn,0.4166666666666667,Latn,Turkic,10.808162253319553,1.4769,0.6266666666666667,-0.03787246719002724,0.0652763694524765,Turkic,Latn,-1.2527629684953678
Qwen3-0.6B-Base,yor_Latn,0.2633333333333333,Latn,Atlantic-Congo,4.632892380992985,2.3489,0.023333333333333334,-0.14436855912208557,-0.073703333735466,Atlantic-Congo,Latn,-4.011868340397864
Qwen3-0.6B-Base,als_Latn,0.37333333333333335,Latn,Indo-European,9.562161153905935,1.8695,0.29333333333333333,-0.07481084764003754,0.03795547038316727,Indo-European,Latn,-1.6255240501857244
Qwen3-0.6B-Base,azj_Latn,0.36666666666666664,Latn,Turkic,9.545721659518483,2.1428,0.21666666666666667,-0.07288909703493118,0.01950826495885849,Turkic,Latn,-1.6916760106710726
Qwen3-0.6B-Base,ckb_Arab,0.30333333333333334,Arab,Indo-European,8.481429599472412,,,,,Indo-European,Arab,-2.56974552972503
Qwen3-0.6B-Base,fuv_Latn,0.26666666666666666,Latn,Atlantic-Congo,,,,,,Atlantic-Congo,Latn,-3.7841896339182615
Qwen3-0.6B-Base,hrv_Latn,0.49666666666666665,Latn,Balto-Slavic,7.610626216540094,1.7484,0.8,-0.014406293630599976,0.10542848706245422,Balto-Slavic,Latn,-0.7132147436107549
Qwen3-0.6B-Base,jpn_Jpan,0.5,Jpan,Japonic,11.032916144087627,3.1242,0.74,-0.045859694480895996,0.06718887388706207,other,other,-0.6931471805599454
Qwen3-0.6B-Base,kir_Cyrl,0.36,Cyrl,Turkic,8.70022124395045,2.5432,0.04666666666666667,-0.14463604986667633,-0.034989312291145325,Turkic,Cyrl,-1.7609878105613017
Qwen3-0.6B-Base,mar_Deva,0.35,Deva,Indo-European,9.291197362643686,4.3906,0.20333333333333334,-0.08779828250408173,-0.00027285446412861347,Indo-European,Deva,-1.8718021769015918
Qwen3-0.6B-Base,nso_Latn,0.24333333333333335,Latn,Atlantic-Congo,,1.7231,0.06,-0.16880559921264648,-0.05986066162586212,Atlantic-Congo,Latn,-4.304065093204169
Qwen3-0.6B-Base,snd_Arab,0.2866666666666667,Arab,Indo-European,8.168753912613957,,,,,Indo-European,Arab,-2.9680807422234805
Qwen3-0.6B-Base,tam_Taml,0.35,Taml,Dravidian,9.641283555217916,4.9487,0.1,-0.10473975539207458,-0.027406593784689903,Dravidian,other,-1.8718021769015918
Qwen3-0.6B-Base,ukr_Cyrl,0.45,Cyrl,Balto-Slavic,10.582360317494818,2.3475,0.8666666666666667,0.005302960053086281,0.12075744569301605,Balto-Slavic,Cyrl,-1.01160091167848
Qwen3-0.6B-Base,zho_Hans,0.6366666666666667,Hans,Sino-Tibetan,11.356131798505956,2.9106,0.9533333333333334,0.0088835833594203,0.1524597704410553,Sino-Tibetan,other,0.06224230887722142
Qwen3-0.6B-Base,amh_Ethi,0.2966666666666667,Ethi,Afro-Asiatic,8.5541337799261,5.9294,0.016666666666666666,-0.1204712763428688,-0.06042369082570076,Afro-Asiatic,other,-2.7128008038608074
Qwen3-0.6B-Base,bam_Latn,0.31,Latn,Mande,,,,,,other,Latn,-2.4423470353692043
Qwen3-0.6B-Base,dan_Latn,0.46,Latn,Indo-European,10.360245901721395,1.4893,0.89,0.014134780503809452,0.1517961472272873,Indo-European,Latn,-0.9444616088408512
Qwen3-0.6B-Base,gaz_Latn,0.26666666666666666,Latn,Afro-Asiatic,,1.8212,0.03,-0.19471821188926697,-0.09305915981531143,Afro-Asiatic,Latn,-3.7841896339182615
Qwen3-0.6B-Base,hun_Latn,0.45666666666666667,Latn,Uralic,10.637669631397417,1.8957,0.6,-0.04228502884507179,0.06647687405347824,Uralic,Latn,-0.9666158157616709
Qwen3-0.6B-Base,kac_Latn,0.26666666666666666,Latn,Sino-Tibetan,,,,,,Sino-Tibetan,Latn,-3.7841896339182615
Qwen3-0.6B-Base,kor_Hang,0.49333333333333335,Hang,Koreanic,10.39384619552899,3.2567,0.7466666666666667,-0.026503106579184532,0.07176259160041809,other,other,-0.7334210796978851
Qwen3-0.6B-Base,mkd_Cyrl,0.41333333333333333,Cyrl,Balto-Slavic,9.301746425904852,2.0778,0.79,0.002816525986418128,0.10782373696565628,Balto-Slavic,Cyrl,-1.2786636969275254
Qwen3-0.6B-Base,nya_Latn,0.25333333333333335,Latn,Afro-Asiatic,,1.767,0.05,-0.1848187893629074,-0.06903982162475586,Afro-Asiatic,Latn,-4.304065093204169
Qwen3-0.6B-Base,ron_Latn,0.52,Latn,Indo-European,10.598220789235436,1.5856,0.8766666666666667,-0.012872067280113697,0.1388208270072937,Indo-European,Latn,-0.5753641449035617
Qwen3-0.6B-Base,som_Latn,0.26666666666666666,Latn,Afro-Asiatic,3.781970673912552,1.7642,0.06,-0.18230745196342468,-0.07067234069108963,Afro-Asiatic,Latn,-3.7841896339182615
Qwen3-0.6B-Base,tel_Telu,0.2733333333333333,Telu,Dravidian,9.195061276656201,6.8005,0.07666666666666666,-0.10751907527446747,-0.03385637700557709,Dravidian,other,-3.4385849137337767
Qwen3-0.6B-Base,urd_Arab,0.39,Arab,Indo-European,9.431854501264098,3.0968,0.37,-0.0685688704252243,0.015520642511546612,Indo-European,Arab,-1.4718165345580525
Qwen3-0.6B-Base,zho_Hant,0.6066666666666667,Hant,Sino-Tibetan,11.356131798505956,2.9106,,,,Sino-Tibetan,other,-0.09785579000375869
Qwen3-0.6B-Base,apc_Arab,0.35,Arab,Afro-Asiatic,,,,,,Afro-Asiatic,Arab,-1.8718021769015918
Qwen3-0.6B-Base,ben_Beng,0.4166666666666667,Beng,Indo-European,9.981044874347496,4.9675,0.26666666666666666,-0.06589237600564957,0.0076485793106257915,Indo-European,other,-1.2527629684953678
Qwen3-0.6B-Base,deu_Latn,0.55,Latn,Indo-European,11.552705133249123,1.291,0.9533333333333334,0.03826803341507912,0.16852660477161407,Indo-European,Latn,-0.40546510810816394
Qwen3-0.6B-Base,grn_Latn,0.31666666666666665,Latn,Tupian,4.10407720615511,,,,,other,Latn,-2.3272777055844176
Qwen3-0.6B-Base,hye_Armn,0.31,Armn,Indo-European,9.379338026785135,4.5443,0.10333333333333333,-0.08523587137460709,-0.006842705421149731,Indo-European,other,-2.4423470353692043
Qwen3-0.6B-Base,kan_Knda,0.30333333333333334,Knda,Dravidian,9.094221311622814,6.3937,0.07,-0.0972069725394249,-0.028620760887861252,Dravidian,other,-2.56974552972503
Qwen3-0.6B-Base,lao_Laoo,0.22,Laoo,Tai-Kadai,8.225972821174405,5.355,0.056666666666666664,-0.10114993900060654,-0.037621382623910904,Tai-Kadai,other,-4.304065093204169
Qwen3-0.6B-Base,mlt_Latn,0.32666666666666666,Latn,Afro-Asiatic,,1.9275,0.09333333333333334,-0.14372630417346954,-0.0254238098859787,Afro-Asiatic,Latn,-2.172773481472055
Qwen3-0.6B-Base,ory_Orya,0.2833333333333333,Orya,Indo-European,8.00140143263562,,,,,Indo-European,other,-3.0680529351336174
Qwen3-0.6B-Base,rus_Cyrl,0.5633333333333334,Cyrl,Balto-Slavic,11.867586387163913,1.6852,0.8466666666666667,-0.0291950274258852,0.10832023620605469,Balto-Slavic,Cyrl,-0.3319025409311475
Qwen3-0.6B-Base,sot_Latn,0.29333333333333333,Latn,Atlantic-Congo,,,,,,Atlantic-Congo,Latn,-2.7916369172104756
Qwen3-0.6B-Base,tgk_Cyrl,0.2833333333333333,Cyrl,Indo-European,,,,,,Indo-European,Cyrl,-3.0680529351336174
Qwen3-0.6B-Base,urd_Latn,0.31333333333333335,,,,,,,,other,other,-2.38343718962314
Qwen3-0.6B-Base,zsm_Latn,0.5466666666666666,Latn,Austronesian,7.287263587861631,1.3675,0.9133333333333333,0.03689232096076012,0.16131934523582458,Austronesian,Latn,-0.4240185160039125
Qwen3-0.6B-Base,arb_Arab,0.51,Arab,Afro-Asiatic,10.841073612355865,1.7374,0.7966666666666666,-0.03227681294083595,0.08795904368162155,Afro-Asiatic,Arab,-0.6337237600891445
Qwen3-0.6B-Base,ben_Latn,0.35333333333333333,,,,,,,,other,other,-1.833870954578182
Qwen3-0.6B-Base,ell_Grek,0.4066666666666667,Grek,Indo-European,10.634956550916772,3.8961,0.5533333333333333,-0.05219387635588646,0.04509495571255684,Indo-European,other,-1.3316359485820264
Qwen3-0.6B-Base,guj_Gujr,0.2866666666666667,Gujr,Indo-European,9.053743034427566,6.8984,0.07,-0.09434757381677628,-0.027191638946533203,Indo-European,other,-2.9680807422234805
Qwen3-0.6B-Base,ibo_Latn,0.2833333333333333,Latn,Atlantic-Congo,,2.177,0.04666666666666667,-0.15126417577266693,-0.058226075023412704,Atlantic-Congo,Latn,-3.0680529351336174
Qwen3-0.6B-Base,kat_Geor,0.31666666666666665,Geor,kartvelian,9.417907523376437,4.4992,0.09,-0.10031989961862564,-0.018107863143086433,other,other,-2.3272777055844176
Qwen3-0.6B-Base,lin_Latn,0.29333333333333333,Latn,Atlantic-Congo,,,,,,Atlantic-Congo,Latn,-2.7916369172104756
Qwen3-0.6B-Base,mri_Latn,0.30333333333333334,Latn,Austronesian,,2.0077,0.06,-0.17991767823696136,-0.07770616561174393,Austronesian,Latn,-2.56974552972503
Qwen3-0.6B-Base,pan_Guru,0.25666666666666665,Guru,Indo-European,8.861860543889303,6.8486,0.09,-0.08960369229316711,-0.027567122131586075,Indo-European,other,-4.304065093204169
Qwen3-0.6B-Base,shn_Mymr,0.2966666666666667,Mymr,Tai-Kadai,,,,,,Tai-Kadai,other,-2.7128008038608074
Qwen3-0.6B-Base,spa_Latn,0.49333333333333335,Latn,Indo-European,11.572692346038526,1.2347,0.9733333333333334,0.03847680985927582,0.20013532042503357,Indo-European,Latn,-0.7334210796978851
Qwen3-0.6B-Base,tgl_Latn,0.35333333333333333,Latn,Austronesian,8.383970492667663,,,,,Austronesian,Latn,-1.833870954578182
Qwen3-0.6B-Base,uzn_Latn,0.4066666666666667,Latn,Turkic,7.876511046298704,1.8354,0.08,-0.13557949662208557,-0.02553943172097206,Turkic,Latn,-1.3316359485820264
Qwen3-0.6B-Base,zul_Latn,0.30333333333333334,Latn,Atlantic-Congo,,1.8048,0.04666666666666667,-0.20635481178760529,-0.08264904469251633,Atlantic-Congo,Latn,-2.56974552972503
Qwen3-0.6B-Base,arb_Latn,0.25666666666666665,Latn,Afro-Asiatic,10.841073612355865,1.7374,,,,Afro-Asiatic,Latn,-4.304065093204169
Qwen3-0.6B-Base,bod_Tibt,0.2633333333333333,Tibt,Sino-Tibetan,,6.0659,0.0033333333333333335,-0.13077516853809357,-0.07831123471260071,Sino-Tibetan,other,-4.011868340397864
Qwen3-0.6B-Base,eng_Latn,0.54,Latn,Indo-European,12.454382979077453,1.0,,,,Indo-European,Latn,-0.46134556650262076
Qwen3-0.6B-Base,hat_Latn,0.32666666666666666,Latn,Atlantic-Congo,4.418019405728941,,,,,Atlantic-Congo,Latn,-2.172773481472055
Qwen3-0.6B-Base,ilo_Latn,0.30333333333333334,Latn,Austronesian,,,,,,Austronesian,Latn,-2.56974552972503
Qwen3-0.6B-Base,kaz_Cyrl,0.3333333333333333,Cyrl,Turkic,9.447543326977344,2.7857,0.18,-0.09550729393959045,0.0015906483167782426,Turkic,Cyrl,-2.079441541679836
Qwen3-0.6B-Base,lit_Latn,0.3566666666666667,Latn,Balto-Slavic,10.153726802927073,1.9958,0.4266666666666667,-0.07508765906095505,0.05340270325541496,Balto-Slavic,Latn,-1.7969542861051588
Qwen3-0.6B-Base,mya_Mymr,0.29333333333333333,Mymr,Sino-Tibetan,8.94576714414124,7.053,0.006666666666666667,-0.10729511827230453,-0.05447131395339966,Sino-Tibetan,other,-2.7916369172104756
Qwen3-0.6B-Base,pbt_Arab,0.2633333333333333,Arab,Indo-European,8.559915920992061,2.9847,0.02666666666666667,-0.14798352122306824,-0.06027734652161598,Indo-European,Arab,-4.011868340397864
Qwen3-0.6B-Base,sin_Latn,0.29333333333333333,,,,,,,,other,other,-2.7916369172104756
Qwen3-0.6B-Base,srp_Cyrl,0.4766666666666667,Cyrl,Balto-Slavic,9.664593347362308,2.2577,0.72,-0.026186112314462662,0.09004762768745422,Balto-Slavic,Cyrl,-0.8367381001722014
Qwen3-0.6B-Base,tha_Thai,0.51,Thai,Tai-Kadai,10.196379987855126,2.5147,0.7566666666666667,-0.01842774823307991,0.09982535243034363,Tai-Kadai,other,-0.6337237600891445
Qwen3-0.6B-Base,vie_Latn,0.55,Latn,Austroasiatic,10.743353922054286,1.2567,0.92,0.01713200844824314,0.14625781774520874,other,Latn,-0.40546510810816394
Qwen3-0.6B-Base,ars_Arab,0.37,Arab,Afro-Asiatic,,,,,,Afro-Asiatic,Arab,-1.6582280766035322
Qwen3-0.6B-Base,bul_Cyrl,0.51,Cyrl,Balto-Slavic,10.360175858097726,2.0365,0.8866666666666667,0.0014377802144736052,0.12112275511026382,Balto-Slavic,Cyrl,-0.6337237600891445
Qwen3-0.6B-Base,est_Latn,0.44333333333333336,Latn,Uralic,9.944761723531126,1.7888,0.21,-0.13379818201065063,0.00526660680770874,Uralic,Latn,-1.0575508018703355
Qwen3-0.6B-Base,hau_Latn,0.2866666666666667,Latn,Afro-Asiatic,,1.7729,0.04666666666666667,-0.1862364113330841,-0.06861002743244171,Afro-Asiatic,Latn,-2.9680807422234805
Qwen3-0.6B-Base,ind_Latn,0.5366666666666666,Latn,Austronesian,10.081454105942349,1.3162,0.9566666666666667,0.05160006508231163,0.17475995421409607,Austronesian,Latn,-0.48012663687718415
Qwen3-0.6B-Base,kea_Latn,0.31333333333333335,Latn,Portuguese Creole,,,,,,other,Latn,-2.38343718962314
Qwen3-0.6B-Base,lug_Latn,0.30666666666666664,Latn,Atlantic-Congo,,,,,,Atlantic-Congo,Latn,-2.5043247356451026
Qwen3-0.6B-Base,nld_Latn,0.55,Latn,Indo-European,10.903264809073452,1.3473,0.9033333333333333,0.019673127681016922,0.1568935066461563,Indo-European,Latn,-0.40546510810816394
Qwen3-0.6B-Base,pes_Arab,0.5033333333333333,Arab,Indo-European,10.662263375070816,2.6158,0.61,-0.04521923512220383,0.05207803100347519,Indo-European,Arab,-0.6732129656591282
Qwen3-0.6B-Base,sin_Sinh,0.31666666666666665,Sinh,Indo-European,8.94462532284678,6.5211,,,,Indo-European,other,-2.3272777055844176
Qwen3-0.6B-Base,ssw_Latn,0.29,Latn,Atlantic-Congo,,1.8211,0.03666666666666667,-0.1795465499162674,-0.06573782861232758,Atlantic-Congo,Latn,-2.876385515921425
Qwen3-0.6B-Base,tir_Ethi,0.25333333333333335,Ethi,Afro-Asiatic,,5.7956,0.016666666666666666,-0.12936872243881226,-0.06874490529298782,Afro-Asiatic,other,-4.304065093204169
Qwen3-0.6B-Base,war_Latn,0.33,Latn,Austronesian,,,,,,Austronesian,Latn,-2.12525107771113
Qwen3-0.6B-Base,ary_Arab,0.31,,,,,,,,other,other,-2.4423470353692043
Qwen3-0.6B-Base,cat_Latn,0.5333333333333333,Latn,Indo-European,10.097961053275002,1.4294,0.8966666666666666,0.005247698165476322,0.14993037283420563,Indo-European,Latn,-0.4989911661189879
Qwen3-0.6B-Base,eus_Latn,0.35333333333333333,Latn,isolate,9.101082328203272,1.6796,0.08,-0.15483827888965607,-0.034503497183322906,other,Latn,-1.833870954578182
Qwen3-0.6B-Base,heb_Hebr,0.39,Hebr,Afro-Asiatic,9.693476506485494,1.8212,0.6566666666666666,-0.029699407517910004,0.09066983312368393,Afro-Asiatic,other,-1.4718165345580525
Qwen3-0.6B-Base,isl_Latn,0.38,Latn,Indo-European,9.371177412080815,2.027,0.12666666666666668,-0.13743183016777039,-0.010036712512373924,Indo-European,Latn,-1.5621850275835547
Qwen3-0.6B-Base,khk_Cyrl,0.27666666666666667,Cyrl,Mongolic-Khitan,9.267328434893145,2.8953,0.03333333333333333,-0.1254350244998932,-0.050474971532821655,other,Cyrl,-3.3004558118606235
Qwen3-0.6B-Base,luo_Latn,0.24,Latn,Nilotic,,,,,,other,Latn,-4.304065093204169
Qwen3-0.6B-Base,nob_Latn,0.43666666666666665,Latn,Indo-European,10.265445888776227,1.4828,0.8366666666666667,-0.008836079388856888,0.13636963069438934,Indo-European,Latn,-1.1045470241879245
Qwen3-0.6B-Base,plt_Latn,0.29333333333333333,Latn,Austronesian,8.15437957359287,1.752,0.04666666666666667,-0.15278568863868713,-0.05295144021511078,Austronesian,Latn,-2.7916369172104756
Qwen3-0.6B-Base,slk_Latn,0.43666666666666665,Latn,Balto-Slavic,10.215972316299656,1.9416,0.8233333333333334,-0.009552129544317722,0.10915753990411758,Balto-Slavic,Latn,-1.1045470241879245
Qwen3-0.6B-Base,sun_Latn,0.2966666666666667,Latn,Austronesian,6.11676045067112,,,,,Austronesian,Latn,-2.7128008038608074
Qwen3-0.6B-Base,tsn_Latn,0.2833333333333333,Latn,Atlantic-Congo,,1.7082,0.03666666666666667,-0.1481827348470688,-0.05814789980649948,Atlantic-Congo,Latn,-3.0680529351336174
Qwen3-0.6B-Base,wol_Latn,0.2866666666666667,Latn,Atlantic-Congo,,1.8405,0.03666666666666667,-0.18640170991420746,-0.07976922392845154,Atlantic-Congo,Latn,-2.9680807422234805
Qwen3-1.7B-Base,acm_Arab,0.4866666666666667,Arab,Afro-Asiatic,,,,,,Afro-Asiatic,Arab,-0.7742727253723135
Qwen3-1.7B-Base,arz_Arab,0.48,Arab,Afro-Asiatic,,,,,,Afro-Asiatic,Arab,-0.8157495026522779
Qwen3-1.7B-Base,ceb_Latn,0.43666666666666665,Latn,Austronesian,,,,,,Austronesian,Latn,-1.1045470241879245
Qwen3-1.7B-Base,fin_Latn,0.5566666666666666,Latn,Uralic,10.461273505456898,1.7471,0.79,-0.01383679173886776,0.11049748957157135,Uralic,Latn,-0.3685605511727135
Qwen3-1.7B-Base,hin_Deva,0.52,Deva,Indo-European,10.225085947081105,4.2175,0.7366666666666667,-0.03209879249334335,0.06547960638999939,Indo-European,Deva,-0.5753641449035617
Qwen3-1.7B-Base,ita_Latn,0.6933333333333334,Latn,Indo-European,11.218657350111846,1.3051,0.99,0.06272805482149124,0.2500622868537903,Indo-European,Latn,0.3685605511727136
Qwen3-1.7B-Base,khm_Khmr,0.3933333333333333,Khmr,Austroasiatic,8.873125289337338,5.2412,0.23,-0.07316529005765915,0.009703433141112328,other,other,-1.442806571383233
Qwen3-1.7B-Base,lvs_Latn,0.6133333333333333,Latn,Balto-Slavic,9.894602930159628,2.1688,0.8066666666666666,-0.013917270116508007,0.11928968131542206,Balto-Slavic,Latn,-0.062242308877221014
Qwen3-1.7B-Base,npi_Deva,0.45666666666666667,Deva,Indo-European,9.314204818644845,4.2745,0.4766666666666667,-0.049032632261514664,0.039212584495544434,Indo-European,Deva,-0.9666158157616709
Qwen3-1.7B-Base,pol_Latn,0.67,Latn,Balto-Slavic,11.069183544489329,1.7446,0.9233333333333333,0.010860166512429714,0.15836448967456818,Balto-Slavic,Latn,0.24116205681688824
Qwen3-1.7B-Base,slv_Latn,0.6566666666666666,Latn,Balto-Slavic,9.903501694149961,1.791,0.88,0.008535080589354038,0.14530883729457855,Balto-Slavic,Latn,0.16929205650362053
Qwen3-1.7B-Base,swe_Latn,0.6866666666666666,Latn,Indo-European,10.585304823582218,1.4982,0.9533333333333334,0.045762479305267334,0.21515512466430664,Indo-European,Latn,0.3319025409311476
Qwen3-1.7B-Base,tso_Latn,0.28,Latn,Afro-Asiatic,,,,,,Afro-Asiatic,Latn,-3.178053830347945
Qwen3-1.7B-Base,xho_Latn,0.3,Latn,Atlantic-Congo,,1.8378,0.04,-0.12161539494991302,-0.048008088022470474,Atlantic-Congo,Latn,-2.639057329615259
Qwen3-1.7B-Base,afr_Latn,0.6133333333333333,Latn,Indo-European,9.04883387717687,1.4949,0.8933333333333333,0.022263210266828537,0.17741785943508148,Indo-European,Latn,-0.062242308877221014
Qwen3-1.7B-Base,asm_Beng,0.44666666666666666,Beng,Indo-European,7.923181284977745,,,,,Indo-European,other,-1.034450344450824
Qwen3-1.7B-Base,ces_Latn,0.67,Latn,Balto-Slavic,10.755192300065602,2.0635,0.9466666666666667,0.029957711696624756,0.17838267982006073,Balto-Slavic,Latn,0.24116205681688824
Qwen3-1.7B-Base,fra_Latn,0.7433333333333333,Latn,Indo-European,11.504243358607456,1.2989,0.9566666666666667,0.008363707922399044,0.20048856735229492,Indo-European,Latn,0.6534068519104307
Qwen3-1.7B-Base,hin_Latn,0.4166666666666667,,,,,,,,other,other,-1.2527629684953678
Qwen3-1.7B-Base,jav_Latn,0.5033333333333333,Latn,Austronesian,,,,,,Austronesian,Latn,-0.6732129656591282
Qwen3-1.7B-Base,kin_Latn,0.29,Latn,Atlantic-Congo,,1.7992,0.02666666666666667,-0.12115278840065002,-0.04878772050142288,Atlantic-Congo,Latn,-2.876385515921425
Qwen3-1.7B-Base,mal_Mlym,0.44333333333333336,Mlym,Dravidian,9.322334431411548,6.2127,0.2833333333333333,-0.0834883525967598,0.0004993053153157234,Dravidian,other,-1.0575508018703355
Qwen3-1.7B-Base,npi_Latn,0.31666666666666665,,,,,,,,other,other,-2.3272777055844176
Qwen3-1.7B-Base,por_Latn,0.7166666666666667,Latn,Indo-European,11.136535917638877,1.286,0.9866666666666667,0.07070963829755783,0.2479192614555359,Indo-European,Latn,0.4989911661189879
Qwen3-1.7B-Base,sna_Latn,0.31333333333333335,Latn,Atlantic-Congo,,,,,,Atlantic-Congo,Latn,-2.38343718962314
Qwen3-1.7B-Base,swh_Latn,0.29333333333333333,Latn,Atlantic-Congo,7.487255902011655,1.7453,0.04666666666666667,-0.10169243812561035,-0.023116597905755043,Atlantic-Congo,Latn,-2.7916369172104756
Qwen3-1.7B-Base,tur_Latn,0.5966666666666667,Latn,Turkic,10.808162253319553,1.4769,0.8633333333333333,-0.011816502548754215,0.1095878854393959,Turkic,Latn,-0.15139964645536813
Qwen3-1.7B-Base,yor_Latn,0.25333333333333335,Latn,Atlantic-Congo,4.632892380992985,2.3489,0.013333333333333334,-0.13096532225608826,-0.06801558285951614,Atlantic-Congo,Latn,-4.304065093204169
Qwen3-1.7B-Base,als_Latn,0.52,Latn,Indo-European,9.562161153905935,1.8695,0.74,-0.016268732026219368,0.10085391998291016,Indo-European,Latn,-0.5753641449035617
Qwen3-1.7B-Base,azj_Latn,0.5666666666666667,Latn,Turkic,9.545721659518483,2.1428,0.6,-0.05097807198762894,0.06393351405858994,Turkic,Latn,-0.3136575588550415
Qwen3-1.7B-Base,ckb_Arab,0.3333333333333333,Arab,Indo-European,8.481429599472412,,,,,Indo-European,Arab,-2.079441541679836
Qwen3-1.7B-Base,fuv_Latn,0.21666666666666667,Latn,Atlantic-Congo,,,,,,Atlantic-Congo,Latn,-4.304065093204169
Qwen3-1.7B-Base,hrv_Latn,0.6,Latn,Balto-Slavic,7.610626216540094,1.7484,0.94,0.0337589755654335,0.1700277179479599,Balto-Slavic,Latn,-0.13353139262452288
Qwen3-1.7B-Base,jpn_Jpan,0.6466666666666666,Jpan,Japonic,11.032916144087627,3.1242,0.8666666666666667,-0.015068183653056622,0.11640719324350357,other,other,0.11568439899946212
