model,flores_code,acc,script,macro_family,log_tokens,fertility,mexa,aar10,margin_mean,macro_family_g,script_g,y
Qwen3-4B-Base,lin_Latn,0.32,Latn,Atlantic-Congo,,,,,,Atlantic-Congo,Latn,-2.2735975561207935
Qwen3-4B-Base,mri_Latn,0.3333333333333333,Latn,Austronesian,,2.0077,0.17333333333333334,-0.10394192487001419,-0.005044502206146717,Austronesian,Latn,-2.079441541679836
Qwen3-4B-Base,pan_Guru,0.6666666666666666,Guru,Indo-European,8.861860543889303,6.8486,0.54,-0.03531874343752861,0.035457029938697815,Indo-European,other,0.2231435513142094
Qwen3-4B-Base,shn_Mymr,0.25333333333333335,Mymr,Tai-Kadai,,,,,,Tai-Kadai,other,-4.304065093204169
Qwen3-4B-Base,spa_Latn,0.8533333333333334,Latn,Indo-European,11.572692346038526,1.2347,0.9833333333333333,0.04454951360821724,0.25706183910369873,Indo-European,Latn,1.414307397347565
Qwen3-4B-Base,tgl_Latn,0.76,Latn,Austronesian,8.383970492667663,,,,,Austronesian,Latn,0.7537718023763803
Qwen3-4B-Base,uzn_Latn,0.6766666666666666,Latn,Turkic,7.876511046298704,1.8354,0.52,-0.06123223528265953,0.05594509094953537,Turkic,Latn,0.27731928541623435
Qwen3-4B-Base,zul_Latn,0.3233333333333333,Latn,Atlantic-Congo,,1.8048,0.06333333333333334,-0.1748499721288681,-0.05533088743686676,Atlantic-Congo,Latn,-2.222163525683472
Qwen3-4B-Base,arb_Latn,0.2966666666666667,Latn,Afro-Asiatic,10.841073612355865,1.7374,,,,Afro-Asiatic,Latn,-2.7128008038608074
Qwen3-4B-Base,bod_Tibt,0.2633333333333333,Tibt,Sino-Tibetan,,6.0659,0.016666666666666666,-0.11268112808465958,-0.06543383002281189,Sino-Tibetan,other,-4.011868340397864
Qwen3-4B-Base,eng_Latn,0.9333333333333333,Latn,Indo-European,12.454382979077453,1.0,,,,Indo-European,Latn,2.327277705584417
Qwen3-4B-Base,hat_Latn,0.5366666666666666,Latn,Atlantic-Congo,4.418019405728941,,,,,Atlantic-Congo,Latn,-0.48012663687718415
Qwen3-4B-Base,ilo_Latn,0.5066666666666667,Latn,Austronesian,,,,,,Austronesian,Latn,-0.6534068519104311
Qwen3-4B-Base,kaz_Cyrl,0.64,Cyrl,Turkic,9.447543326977344,2.7857,0.61,-0.044563762843608856,0.0680386871099472,Turkic,Cyrl,0.08004270767353656
Qwen3-4B-Base,lit_Latn,0.7333333333333333,Latn,Balto-Slavic,10.153726802927073,1.9958,0.85,-0.002559035550802946,0.1520758420228958,Balto-Slavic,Latn,0.5947071077466926
Qwen3-4B-Base,mya_Mymr,0.5966666666666667,Mymr,Sino-Tibetan,8.94576714414124,7.053,0.15,-0.08102711290121078,-0.02067449875175953,Sino-Tibetan,other,-0.15139964645536813
Qwen3-4B-Base,pbt_Arab,0.46,Arab,Indo-European,8.559915920992061,2.9847,0.29333333333333333,-0.08942406624555588,0.016660861670970917,Indo-European,Arab,-0.9444616088408512
Qwen3-4B-Base,sin_Latn,0.32666666666666666,,,,,,,,other,other,-2.172773481472055
Qwen3-4B-Base,srp_Cyrl,0.8133333333333334,Cyrl,Balto-Slavic,9.664593347362308,2.2577,0.9333333333333333,0.008326264098286629,0.17719033360481262,Balto-Slavic,Cyrl,1.1045470241879245
Qwen3-4B-Base,tha_Thai,0.8233333333333334,Thai,Tai-Kadai,10.196379987855126,2.5147,0.9266666666666666,0.01810649409890175,0.1622183918952942,Tai-Kadai,other,1.1772025632613314
Qwen3-4B-Base,vie_Latn,0.8,Latn,Austroasiatic,10.743353922054286,1.2567,0.95,0.03690669685602188,0.21546605229377747,other,Latn,1.0116009116784803
Qwen3-4B-Base,ars_Arab,0.68,Arab,Afro-Asiatic,,,,,,Afro-Asiatic,Arab,0.29546421289383606
Qwen3-4B-Base,bul_Cyrl,0.8566666666666667,Cyrl,Balto-Slavic,10.360175858097726,2.0365,0.9466666666666667,0.021994423121213913,0.1933748573064804,Balto-Slavic,Cyrl,1.4428065713832328
Qwen3-4B-Base,est_Latn,0.6866666666666666,Latn,Uralic,9.944761723531126,1.7888,0.8,-0.026365185156464577,0.12580576539039612,Uralic,Latn,0.3319025409311476
Qwen3-4B-Base,hau_Latn,0.26666666666666666,Latn,Afro-Asiatic,,1.7729,0.056666666666666664,-0.14821307361125946,-0.046355947852134705,Afro-Asiatic,Latn,-3.7841896339182615
Qwen3-4B-Base,ind_Latn,0.8233333333333334,Latn,Austronesian,10.081454105942349,1.3162,0.98,0.06753718107938766,0.233271986246109,Austronesian,Latn,1.1772025632613314
Qwen3-4B-Base,kea_Latn,0.47333333333333333,Latn,Portuguese Creole,,,,,,other,Latn,-0.857902413636001
Qwen3-4B-Base,lug_Latn,0.26,Latn,Atlantic-Congo,,,,,,Atlantic-Congo,Latn,-4.304065093204169
Qwen3-4B-Base,nld_Latn,0.8266666666666667,Latn,Indo-European,10.903264809073452,1.3473,0.97,0.05601485073566437,0.23498834669589996,Indo-European,Latn,1.2020478759163513
Qwen3-4B-Base,pes_Arab,0.79,Arab,Indo-European,10.662263375070816,2.6158,0.88,-0.0006301020621322095,0.13297022879123688,Indo-European,Arab,0.9444616088408518
Qwen3-4B-Base,sin_Sinh,0.5433333333333333,Sinh,Indo-European,8.94462532284678,6.5211,,,,Indo-European,other,-0.44264411134991827
Qwen3-4B-Base,ssw_Latn,0.3466666666666667,Latn,Atlantic-Congo,,1.8211,0.07333333333333333,-0.13376210629940033,-0.044631555676460266,Atlantic-Congo,Latn,-1.9108188292440431
Qwen3-4B-Base,tir_Ethi,0.2866666666666667,Ethi,Afro-Asiatic,,5.7956,0.016666666666666666,-0.12459579855203629,-0.05713260546326637,Afro-Asiatic,other,-2.9680807422234805
Qwen3-4B-Base,war_Latn,0.6733333333333333,Latn,Austronesian,,,,,,Austronesian,Latn,0.25921960778801917
Qwen3-4B-Base,ary_Arab,0.51,,,,,,,,other,other,-0.6337237600891445
Qwen3-4B-Base,cat_Latn,0.83,Latn,Indo-European,10.097961053275002,1.4294,0.9733333333333334,0.04316375404596329,0.22879765927791595,Indo-European,Latn,1.2272296664902032
Qwen3-4B-Base,eus_Latn,0.5933333333333334,Latn,isolate,9.101082328203272,1.6796,0.45666666666666667,-0.09446728229522705,0.045620404183864594,other,Latn,-0.16929205650362059
Qwen3-4B-Base,heb_Hebr,0.7233333333333334,Hebr,Afro-Asiatic,9.693476506485494,1.8212,0.8766666666666667,0.008319278247654438,0.16484703123569489,Afro-Asiatic,other,0.536986449804663
Qwen3-4B-Base,isl_Latn,0.58,Latn,Indo-European,9.371177412080815,2.027,0.6566666666666666,-0.04103840887546539,0.09500876069068909,Indo-European,Latn,-0.24116205681688824
Qwen3-4B-Base,khk_Cyrl,0.6,Cyrl,Mongolic-Khitan,9.267328434893145,2.8953,0.25666666666666665,-0.08360335230827332,0.012763443402945995,other,Cyrl,-0.13353139262452288
Qwen3-4B-Base,luo_Latn,0.32,Latn,Nilotic,,,,,,other,Latn,-2.2735975561207935
Qwen3-4B-Base,nob_Latn,0.8566666666666667,Latn,Indo-European,10.265445888776227,1.4828,0.9666666666666667,0.04649024084210396,0.22055816650390625,Indo-European,Latn,1.4428065713832328
Qwen3-4B-Base,plt_Latn,0.35,Latn,Austronesian,8.15437957359287,1.752,0.06333333333333334,-0.12441827356815338,-0.03542903810739517,Austronesian,Latn,-1.8718021769015918
Qwen3-4B-Base,slk_Latn,0.8133333333333334,Latn,Balto-Slavic,10.215972316299656,1.9416,0.9566666666666667,0.03627843037247658,0.1876922845840454,Balto-Slavic,Latn,1.1045470241879245
Qwen3-4B-Base,sun_Latn,0.67,Latn,Austronesian,6.11676045067112,,,,,Austronesian,Latn,0.24116205681688824
Qwen3-4B-Base,tsn_Latn,0.37666666666666665,Latn,Atlantic-Congo,,1.7082,0.07,-0.13653327524662018,-0.04146231338381767,Atlantic-Congo,Latn,-1.593522457128201
Qwen3-4B-Base,wol_Latn,0.3,Latn,Atlantic-Congo,,1.8405,0.05,-0.1630101203918457,-0.06303121149539948,Atlantic-Congo,Latn,-2.639057329615259
Qwen3-8B-Base,acm_Arab,0.67,Arab,Afro-Asiatic,,,,,,Afro-Asiatic,Arab,0.24116205681688824
Qwen3-8B-Base,arz_Arab,0.78,Arab,Afro-Asiatic,,,,,,Afro-Asiatic,Arab,0.879249460193806
Qwen3-8B-Base,ceb_Latn,0.68,Latn,Austronesian,,,,,,Austronesian,Latn,0.29546421289383606
Qwen3-8B-Base,fin_Latn,0.81,Latn,Uralic,10.461273505456898,1.7471,0.91,0.02420012466609478,0.15992538630962372,Uralic,Latn,1.080912711568709
Qwen3-8B-Base,hin_Deva,0.7533333333333333,Deva,Indo-European,10.225085947081105,4.2175,0.8466666666666667,-0.009285169653594494,0.09723662585020065,Indo-European,Deva,0.7132147436107544
Qwen3-8B-Base,ita_Latn,0.8733333333333333,Latn,Indo-European,11.218657350111846,1.3051,0.9933333333333333,0.0744018480181694,0.276179701089859,Indo-European,Latn,1.5935224571282003
Qwen3-8B-Base,khm_Khmr,0.6066666666666667,Khmr,Austroasiatic,8.873125289337338,5.2412,0.5666666666666667,-0.022191615775227547,0.049149289727211,other,other,-0.09785579000375869
Qwen3-8B-Base,lvs_Latn,0.83,Latn,Balto-Slavic,9.894602930159628,2.1688,0.9066666666666666,0.02305016666650772,0.1717744618654251,Balto-Slavic,Latn,1.2272296664902032
Qwen3-8B-Base,npi_Deva,0.67,Deva,Indo-European,9.314204818644845,4.2745,0.69,-0.013241895474493504,0.07925089448690414,Indo-European,Deva,0.24116205681688824
Qwen3-8B-Base,pol_Latn,0.8633333333333333,Latn,Balto-Slavic,11.069183544489329,1.7446,0.9333333333333333,0.01297077164053917,0.178328275680542,Balto-Slavic,Latn,1.5013636909046773
Qwen3-8B-Base,slv_Latn,0.8333333333333334,Latn,Balto-Slavic,9.903501694149961,1.791,0.9233333333333333,0.023826241493225098,0.18915019929409027,Balto-Slavic,Latn,1.252762968495368
Qwen3-8B-Base,swe_Latn,0.8533333333333334,Latn,Indo-European,10.585304823582218,1.4982,0.98,0.06601716578006744,0.24448920786380768,Indo-European,Latn,1.414307397347565
Qwen3-8B-Base,tso_Latn,0.38,Latn,Afro-Asiatic,,,,,,Afro-Asiatic,Latn,-1.5621850275835547
Qwen3-8B-Base,xho_Latn,0.37666666666666665,Latn,Atlantic-Congo,,1.8378,0.08666666666666667,-0.10427351295948029,-0.0213778056204319,Atlantic-Congo,Latn,-1.593522457128201
Qwen3-8B-Base,afr_Latn,0.8233333333333334,Latn,Indo-European,9.04883387717687,1.4949,0.93,0.06174129620194435,0.2289915531873703,Indo-European,Latn,1.1772025632613314
Qwen3-8B-Base,asm_Beng,0.6566666666666666,Beng,Indo-European,7.923181284977745,,,,,Indo-European,other,0.16929205650362053
Qwen3-8B-Base,ces_Latn,0.85,Latn,Balto-Slavic,10.755192300065602,2.0635,0.9433333333333334,0.04403560236096382,0.20433220267295837,Balto-Slavic,Latn,1.3862943611198901
Qwen3-8B-Base,fra_Latn,0.9033333333333333,Latn,Indo-European,11.504243358607456,1.2989,0.9633333333333334,0.03519750386476517,0.22134119272232056,Indo-European,Latn,1.9108188292440427
Qwen3-8B-Base,hin_Latn,0.62,,,,,,,,other,other,-0.02666824708216118
Qwen3-8B-Base,jav_Latn,0.7433333333333333,Latn,Austronesian,,,,,,Austronesian,Latn,0.6534068519104307
Qwen3-8B-Base,kin_Latn,0.39666666666666667,Latn,Atlantic-Congo,,1.7992,0.07,-0.09739843010902405,-0.024650681763887405,Atlantic-Congo,Latn,-1.4143073973475646
Qwen3-8B-Base,mal_Mlym,0.7633333333333333,Mlym,Dravidian,9.322334431411548,6.2127,0.5566666666666666,-0.050555888563394547,0.037885308265686035,Dravidian,other,0.7742727253723136
Qwen3-8B-Base,npi_Latn,0.42333333333333334,,,,,,,,other,other,-1.2020478759163515
Qwen3-8B-Base,por_Latn,0.8833333333333333,Latn,Indo-European,11.136535917638877,1.286,0.99,0.0754576250910759,0.27222320437431335,Indo-European,Latn,1.6916760106710724
Qwen3-8B-Base,sna_Latn,0.37666666666666665,Latn,Atlantic-Congo,,,,,,Atlantic-Congo,Latn,-1.593522457128201
Qwen3-8B-Base,swh_Latn,0.5733333333333334,Latn,Atlantic-Congo,7.487255902011655,1.7453,0.44333333333333336,-0.052445072680711746,0.054981816560029984,Atlantic-Congo,Latn,-0.2773192854162341
Qwen3-8B-Base,tur_Latn,0.8666666666666667,Latn,Turkic,10.808162253319553,1.4769,0.9,0.003644347656518221,0.13873066008090973,Turkic,Latn,1.531476370964389
Qwen3-8B-Base,yor_Latn,0.30333333333333334,Latn,Atlantic-Congo,4.632892380992985,2.3489,0.05333333333333334,-0.0946744829416275,-0.0345095656812191,Atlantic-Congo,Latn,-2.56974552972503
Qwen3-8B-Base,als_Latn,0.79,Latn,Indo-European,9.562161153905935,1.8695,0.8933333333333333,0.012241655960679054,0.16563379764556885,Indo-European,Latn,0.9444616088408518
Qwen3-8B-Base,azj_Latn,0.76,Latn,Turkic,9.545721659518483,2.1428,0.7633333333333333,-0.022411106154322624,0.09901481866836548,Turkic,Latn,0.7537718023763803
Qwen3-8B-Base,ckb_Arab,0.54,Arab,Indo-European,8.481429599472412,,,,,Indo-European,Arab,-0.46134556650262076
Qwen3-8B-Base,fuv_Latn,0.22666666666666666,Latn,Atlantic-Congo,,,,,,Atlantic-Congo,Latn,-4.304065093204169
Qwen3-8B-Base,hrv_Latn,0.8066666666666666,Latn,Balto-Slavic,7.610626216540094,1.7484,0.97,0.06135351210832596,0.20939505100250244,Balto-Slavic,Latn,1.057550801870336
Qwen3-8B-Base,jpn_Jpan,0.83,Jpan,Japonic,11.032916144087627,3.1242,0.88,-0.014592085964977741,0.13530932366847992,other,other,1.2272296664902032
Qwen3-8B-Base,kir_Cyrl,0.66,Cyrl,Turkic,8.70022124395045,2.5432,0.52,-0.054603636264801025,0.0557602196931839,Turkic,Cyrl,0.18721154208814672
Qwen3-8B-Base,mar_Deva,0.77,Deva,Indo-European,9.291197362643686,4.3906,0.7933333333333333,-0.01570254936814308,0.0937589630484581,Indo-European,Deva,0.8157495026522777
Qwen3-8B-Base,nso_Latn,0.3566666666666667,Latn,Atlantic-Congo,,1.7231,0.07,-0.11596941202878952,-0.028309129178524017,Atlantic-Congo,Latn,-1.7969542861051588
Qwen3-8B-Base,snd_Arab,0.6166666666666667,Arab,Indo-European,8.168753912613957,,,,,Indo-European,Arab,-0.04445176257083369
Qwen3-8B-Base,tam_Taml,0.73,Taml,Dravidian,9.641283555217916,4.9487,0.65,-0.04847867041826248,0.05516073852777481,Dravidian,other,0.5753641449035619
Qwen3-8B-Base,ukr_Cyrl,0.88,Cyrl,Balto-Slavic,10.582360317494818,2.3475,0.9433333333333334,0.04320630058646202,0.20878741145133972,Balto-Slavic,Cyrl,1.6582280766035322
Qwen3-8B-Base,zho_Hans,0.8933333333333333,Hans,Sino-Tibetan,11.356131798505956,2.9106,0.9466666666666667,0.021827656775712967,0.20014572143554688,Sino-Tibetan,other,1.7969542861051586
Qwen3-8B-Base,amh_Ethi,0.4766666666666667,Ethi,Afro-Asiatic,8.5541337799261,5.9294,0.12666666666666668,-0.08498737961053848,-0.011823076754808426,Afro-Asiatic,other,-0.8367381001722014
Qwen3-8B-Base,bam_Latn,0.31333333333333335,Latn,Mande,,,,,,other,Latn,-2.38343718962314
Qwen3-8B-Base,dan_Latn,0.8833333333333333,Latn,Indo-European,10.360245901721395,1.4893,0.9866666666666667,0.08159567415714264,0.2519357204437256,Indo-European,Latn,1.6916760106710724
Qwen3-8B-Base,gaz_Latn,0.2733333333333333,Latn,Afro-Asiatic,,1.8212,0.056666666666666664,-0.13714848458766937,-0.0551813580095768,Afro-Asiatic,Latn,-3.4385849137337767
Qwen3-8B-Base,hun_Latn,0.81,Latn,Uralic,10.637669631397417,1.8957,0.93,0.01669265702366829,0.15333661437034607,Uralic,Latn,1.080912711568709
Qwen3-8B-Base,kac_Latn,0.29,Latn,Sino-Tibetan,,,,,,Sino-Tibetan,Latn,-2.876385515921425
Qwen3-8B-Base,kor_Hang,0.83,Hang,Koreanic,10.39384619552899,3.2567,0.9033333333333333,0.00781711284071207,0.15502427518367767,other,other,1.2272296664902032
Qwen3-8B-Base,mkd_Cyrl,0.7866666666666666,Cyrl,Balto-Slavic,9.301746425904852,2.0778,0.96,0.05104919523000717,0.20021390914916992,Balto-Slavic,Cyrl,0.9225212816247907
Qwen3-8B-Base,nya_Latn,0.27666666666666667,Latn,Afro-Asiatic,,1.767,0.08666666666666667,-0.09490059316158295,-0.015326949767768383,Afro-Asiatic,Latn,-3.3004558118606235
Qwen3-8B-Base,ron_Latn,0.82,Latn,Indo-European,10.598220789235436,1.5856,0.9566666666666667,0.03626490756869316,0.22063276171684265,Indo-European,Latn,1.1526795099383849
Qwen3-8B-Base,som_Latn,0.25333333333333335,Latn,Afro-Asiatic,3.781970673912552,1.7642,0.09,-0.11860663443803787,-0.03176070377230644,Afro-Asiatic,Latn,-4.304065093204169
Qwen3-8B-Base,tel_Telu,0.7133333333333334,Telu,Dravidian,9.195061276656201,6.8005,0.5133333333333333,-0.04458918049931526,0.033855922520160675,Dravidian,other,0.48012663687718443
Qwen3-8B-Base,urd_Arab,0.7633333333333333,Arab,Indo-European,9.431854501264098,3.0968,0.88,0.0022122717928141356,0.11847246438264847,Indo-European,Arab,0.7742727253723136
Qwen3-8B-Base,zho_Hant,0.8466666666666667,Hant,Sino-Tibetan,11.356131798505956,2.9106,,,,Sino-Tibetan,other,1.35874440935166
Qwen3-8B-Base,apc_Arab,0.7033333333333334,Arab,Afro-Asiatic,,,,,,Afro-Asiatic,Arab,0.42401851600391216
Qwen3-8B-Base,ben_Beng,0.76,Beng,Indo-European,9.981044874347496,4.9675,0.8166666666666667,-0.016652027145028114,0.10332612693309784,Indo-European,other,0.7537718023763803
Qwen3-8B-Base,deu_Latn,0.8866666666666667,Latn,Indo-European,11.552705133249123,1.291,0.98,0.08013667166233063,0.2545408606529236,Indo-European,Latn,1.7259129034304688
Qwen3-8B-Base,grn_Latn,0.35,Latn,Tupian,4.10407720615511,,,,,other,Latn,-1.8718021769015918
Qwen3-8B-Base,hye_Armn,0.74,Armn,Indo-European,9.379338026785135,4.5443,0.7333333333333333,-0.010259512811899185,0.09363433718681335,Indo-European,other,0.6337237600891445
Qwen3-8B-Base,kan_Knda,0.7233333333333334,Knda,Dravidian,9.094221311622814,6.3937,0.59,-0.04624808952212334,0.04563926160335541,Dravidian,other,0.536986449804663
Qwen3-8B-Base,lao_Laoo,0.6133333333333333,Laoo,Tai-Kadai,8.225972821174405,5.355,0.52,-0.022857356816530228,0.05563977733254433,Tai-Kadai,other,-0.062242308877221014
Qwen3-8B-Base,mlt_Latn,0.67,Latn,Afro-Asiatic,,1.9275,0.5166666666666667,-0.05801142379641533,0.07821453362703323,Afro-Asiatic,Latn,0.24116205681688824
Qwen3-8B-Base,ory_Orya,0.76,Orya,Indo-European,8.00140143263562,,,,,Indo-European,other,0.7537718023763803
Qwen3-8B-Base,rus_Cyrl,0.8333333333333334,Cyrl,Balto-Slavic,11.867586387163913,1.6852,0.9266666666666666,0.0027931095100939274,0.17923131585121155,Balto-Slavic,Cyrl,1.252762968495368
Qwen3-8B-Base,sot_Latn,0.36333333333333334,Latn,Atlantic-Congo,,,,,,Atlantic-Congo,Latn,-1.7259129034304685
Qwen3-8B-Base,tgk_Cyrl,0.63,Cyrl,Indo-European,,,,,,Indo-European,Cyrl,0.02666824708216149
Qwen3-8B-Base,urd_Latn,0.5266666666666666,,,,,,,,other,other,-0.5369864498046631
Qwen3-8B-Base,zsm_Latn,0.8966666666666666,Latn,Austronesian,7.287263587861631,1.3675,0.9733333333333334,0.06703749299049377,0.22606368362903595,Austronesian,Latn,1.833870954578181
Qwen3-8B-Base,arb_Arab,0.87,Arab,Afro-Asiatic,10.841073612355865,1.7374,0.9466666666666667,0.02242252044379711,0.16670022904872894,Afro-Asiatic,Arab,1.5621850275835547
Qwen3-8B-Base,ben_Latn,0.5,,,,,,,,other,other,-0.6931471805599454
Qwen3-8B-Base,ell_Grek,0.8366666666666667,Grek,Indo-European,10.634956550916772,3.8961,0.92,-0.000515743566211313,0.14246980845928192,Indo-European,other,1.2786636969275254
Qwen3-8B-Base,guj_Gujr,0.7033333333333334,Gujr,Indo-European,9.053743034427566,6.8984,0.6,-0.03908919543027878,0.05168214812874794,Indo-European,other,0.42401851600391216
Qwen3-8B-Base,ibo_Latn,0.37333333333333335,Latn,Atlantic-Congo,,2.177,0.06333333333333334,-0.09614763408899307,-0.019186753779649734,Atlantic-Congo,Latn,-1.6255240501857244
Qwen3-8B-Base,kat_Geor,0.7433333333333333,Geor,kartvelian,9.417907523376437,4.4992,0.6933333333333334,-0.014661310240626335,0.08240927010774612,other,other,0.6534068519104307
Qwen3-8B-Base,lin_Latn,0.3566666666666667,Latn,Atlantic-Congo,,,,,,Atlantic-Congo,Latn,-1.7969542861051588
Qwen3-8B-Base,mri_Latn,0.39666666666666667,Latn,Austronesian,,2.0077,0.2966666666666667,-0.07251359522342682,0.017313607037067413,Austronesian,Latn,-1.4143073973475646
Qwen3-8B-Base,pan_Guru,0.7466666666666667,Guru,Indo-European,8.861860543889303,6.8486,0.62,-0.029171984642744064,0.0497974269092083,Indo-European,other,0.6732129656591282
Qwen3-8B-Base,shn_Mymr,0.2866666666666667,Mymr,Tai-Kadai,,,,,,Tai-Kadai,other,-2.9680807422234805
Qwen3-8B-Base,spa_Latn,0.89,Latn,Indo-European,11.572692346038526,1.2347,0.9833333333333333,0.055433616042137146,0.2714470326900482,Indo-European,Latn,1.7609878105613017
Qwen3-8B-Base,tgl_Latn,0.7933333333333333,Latn,Austronesian,8.383970492667663,,,,,Austronesian,Latn,0.9666158157616708
Qwen3-8B-Base,uzn_Latn,0.7533333333333333,Latn,Turkic,7.876511046298704,1.8354,0.6733333333333333,-0.04495624825358391,0.07422757148742676,Turkic,Latn,0.7132147436107544
Qwen3-8B-Base,zul_Latn,0.3433333333333333,Latn,Atlantic-Congo,,1.8048,0.07333333333333333,-0.12526549398899078,-0.027866674587130547,Atlantic-Congo,Latn,-1.9509992185627847
Qwen3-8B-Base,arb_Latn,0.3566666666666667,Latn,Afro-Asiatic,10.841073612355865,1.7374,,,,Afro-Asiatic,Latn,-1.7969542861051588
Qwen3-8B-Base,bod_Tibt,0.32666666666666666,Tibt,Sino-Tibetan,,6.0659,0.03,-0.09357795864343643,-0.04217851161956787,Sino-Tibetan,other,-2.172773481472055
Qwen3-8B-Base,eng_Latn,0.9533333333333334,Latn,Indo-European,12.454382979077453,1.0,,,,Indo-European,Latn,2.7128008038608087
Qwen3-8B-Base,hat_Latn,0.6,Latn,Atlantic-Congo,4.418019405728941,,,,,Atlantic-Congo,Latn,-0.13353139262452288
Qwen3-8B-Base,ilo_Latn,0.5733333333333334,Latn,Austronesian,,,,,,Austronesian,Latn,-0.2773192854162341
Qwen3-8B-Base,kaz_Cyrl,0.73,Cyrl,Turkic,9.447543326977344,2.7857,0.7133333333333334,-0.025925222784280777,0.08200035989284515,Turkic,Cyrl,0.5753641449035619
Qwen3-8B-Base,lit_Latn,0.78,Latn,Balto-Slavic,10.153726802927073,1.9958,0.9,0.011521601118147373,0.167491152882576,Balto-Slavic,Latn,0.879249460193806
Qwen3-8B-Base,mya_Mymr,0.61,Mymr,Sino-Tibetan,8.94576714414124,7.053,0.22666666666666666,-0.1101464331150055,-0.017023807391524315,Sino-Tibetan,other,-0.0800427076735365
Qwen3-8B-Base,pbt_Arab,0.5433333333333333,Arab,Indo-European,8.559915920992061,2.9847,0.48333333333333334,-0.06891082227230072,0.037044551223516464,Indo-European,Arab,-0.44264411134991827
Qwen3-8B-Base,sin_Latn,0.32666666666666666,,,,,,,,other,other,-2.172773481472055
Qwen3-8B-Base,srp_Cyrl,0.86,Cyrl,Balto-Slavic,9.664593347362308,2.2577,0.9433333333333334,0.02519342117011547,0.19115769863128662,Balto-Slavic,Cyrl,1.4718165345580527
Qwen3-8B-Base,tha_Thai,0.8533333333333334,Thai,Tai-Kadai,10.196379987855126,2.5147,0.93,0.026377936825156212,0.16993431746959686,Tai-Kadai,other,1.414307397347565
Qwen3-8B-Base,vie_Latn,0.8166666666666667,Latn,Austroasiatic,10.743353922054286,1.2567,0.96,0.04234727844595909,0.22333358228206635,other,Latn,1.1284652518177907
Qwen3-8B-Base,ars_Arab,0.75,Arab,Afro-Asiatic,,,,,,Afro-Asiatic,Arab,0.6931471805599452
Qwen3-8B-Base,bul_Cyrl,0.8733333333333333,Cyrl,Balto-Slavic,10.360175858097726,2.0365,0.9566666666666667,0.04237264022231102,0.20763380825519562,Balto-Slavic,Cyrl,1.5935224571282003
Qwen3-8B-Base,est_Latn,0.76,Latn,Uralic,9.944761723531126,1.7888,0.8733333333333333,0.0038366992957890034,0.14810150861740112,Uralic,Latn,0.7537718023763803
Qwen3-8B-Base,hau_Latn,0.30666666666666664,Latn,Afro-Asiatic,,1.7729,0.06333333333333334,-0.10566939413547516,-0.032948438078165054,Afro-Asiatic,Latn,-2.5043247356451026
Qwen3-8B-Base,ind_Latn,0.8766666666666667,Latn,Austronesian,10.081454105942349,1.3162,0.9833333333333333,0.07110629230737686,0.24976716935634613,Austronesian,Latn,1.625524050185725
Qwen3-8B-Base,kea_Latn,0.5466666666666666,Latn,Portuguese Creole,,,,,,other,Latn,-0.4240185160039125
Qwen3-8B-Base,lug_Latn,0.32,Latn,Atlantic-Congo,,,,,,Atlantic-Congo,Latn,-2.2735975561207935
Qwen3-8B-Base,nld_Latn,0.84,Latn,Indo-European,10.903264809073452,1.3473,0.9866666666666667,0.07599630951881409,0.25084641575813293,Indo-European,Latn,1.304948721665938
Qwen3-8B-Base,pes_Arab,0.8333333333333334,Arab,Indo-European,10.662263375070816,2.6158,0.9033333333333333,0.01068192534148693,0.14446671307086945,Indo-European,Arab,1.252762968495368
Qwen3-8B-Base,sin_Sinh,0.65,Sinh,Indo-European,8.94462532284678,6.5211,,,,Indo-European,other,0.13353139262452257
Qwen3-8B-Base,ssw_Latn,0.32666666666666666,Latn,Atlantic-Congo,,1.8211,0.07666666666666666,-0.09839721024036407,-0.024632766842842102,Atlantic-Congo,Latn,-2.172773481472055
Qwen3-8B-Base,tir_Ethi,0.33666666666666667,Ethi,Afro-Asiatic,,5.7956,0.04,-0.0970991775393486,-0.03283350542187691,Afro-Asiatic,other,-2.03520828670301
Qwen3-8B-Base,war_Latn,0.7,Latn,Austronesian,,,,,,Austronesian,Latn,0.4054651081081642
Qwen3-8B-Base,ary_Arab,0.6333333333333333,,,,,,,,other,other,0.04445176257083359
Qwen3-8B-Base,cat_Latn,0.8533333333333334,Latn,Indo-European,10.097961053275002,1.4294,0.96,0.053816087543964386,0.24194878339767456,Indo-European,Latn,1.414307397347565
Qwen3-8B-Base,eus_Latn,0.7133333333333334,Latn,isolate,9.101082328203272,1.6796,0.5933333333333334,-0.04078483581542969,0.06868516653776169,other,Latn,0.48012663687718443
Qwen3-8B-Base,heb_Hebr,0.7966666666666666,Hebr,Afro-Asiatic,9.693476506485494,1.8212,0.9166666666666666,0.03481314331293106,0.1889142096042633,Afro-Asiatic,other,0.9889925636508868
Qwen3-8B-Base,isl_Latn,0.6666666666666666,Latn,Indo-European,9.371177412080815,2.027,0.8066666666666666,-0.0017550498014315963,0.12177244573831558,Indo-European,Latn,0.2231435513142094
Qwen3-8B-Base,khk_Cyrl,0.61,Cyrl,Mongolic-Khitan,9.267328434893145,2.8953,0.39,-0.07366181164979935,0.028794199228286743,other,Cyrl,-0.0800427076735365
Qwen3-8B-Base,luo_Latn,0.33,Latn,Nilotic,,,,,,other,Latn,-2.12525107771113
